,Candidat,Circ,Departement,Parti,Score
1638,David Hermet,1.0,-circonscription-herault,LCR,"1,56%"
1639,Gérard Straumann,1.0,-circonscription-herault,Ecologiste,"1,27%"
1640,Thierry Frutz,1.0,-circonscription-herault,"
									US4J									","1,09%"
1641,André Betis,1.0,-circonscription-herault,Divers gauche,"0,30%"
1642,Michèle Grandcollot,1.0,-circonscription-herault,"
									Parti de la loi naturelle									","0,20%"
1643,Georges Frêche,2.0,-circonscription-herault,PS,"30,82%"
1644,Bernard Serrou,2.0,-circonscription-herault,RPR,"26,75%"
1645,Alain Jamet,2.0,-circonscription-herault,FN,"17,93%"
1646,Jean-Claude Biau,2.0,-circonscription-herault,Convention pour une alternative progressiste,"6,64%"
1647,Colette Zannettacci,2.0,-circonscription-herault,PCF,"6,45%"
1648,Maurice Chaynes,2.0,-circonscription-herault,LO,"3,05%"
1649,Denis Brouillet,2.0,-circonscription-herault,Mouvement des citoyens,"2,52%"
1650,Anne-Jacqueline Corral,2.0,-circonscription-herault,"
									LDI-MPF									","2,34%"
1651,Pierre Dubois,2.0,-circonscription-herault,"
									US4J									","1,85%"
1652,Francis Meynier,2.0,-circonscription-herault,Divers,"0,99%"
1653,Catherine Kastler,2.0,-circonscription-herault,PNR,"0,67%"
1654,Christine Lazerges,3.0,-circonscription-herault,PS,"26,92%"
1655,Jean-Louis Pelletier,3.0,-circonscription-herault,FN,"19,67%"
1656,René Couveinhes,3.0,-circonscription-herault,RPR,"16,78%"
1657,Jean-Pierre Grand,3.0,-circonscription-herault,RPR dissident,"15,57%"
1658,Michel Genibrel,3.0,-circonscription-herault,PCF,"8,25%"
1659,Nicole Moschetti-Stamm,3.0,-circonscription-herault,Les Verts,"3,66%"
1660,Jean-Luc Maillot,3.0,-circonscription-herault,"
									LDI-MPF									","2,01%"
1661,Jean-Marc Olivier,3.0,-circonscription-herault,Ecologiste,"1,61%"
1662,Jean Darnaud,3.0,-circonscription-herault,Mouvement des citoyens,"1,30%"
1663,Bruno Gutierrez,3.0,-circonscription-herault,Mouvement écologiste indépendant,"1,28%"
1664,Nicolas Descleves,3.0,-circonscription-herault,"
									US4J									","1,26%"
1665,Michel Lentheric,3.0,-circonscription-herault,"
									Ecologie citoyenne									","1,18%"
1666,Daniel Bezard,3.0,-circonscription-herault,PNR,"0,29%"
1667,Stéphane Frachet,3.0,-circonscription-herault,"
									Parti pour la liberté									","0,23%"
1668,Robert Lecou,4.0,-circonscription-herault,UDF,"22,18%"
1669,Gérard Saumade,4.0,-circonscription-herault,Divers gauche,"20,17%"
1670,Hélène Mandroux-Colas,4.0,-circonscription-herault,PS,"17,11%"
1671,Louis Pascal,4.0,-circonscription-herault,FN,"16,81%"
1672,Michel Tali,4.0,-circonscription-herault,PCF,"9,92%"
1673,Claude Duplan,4.0,-circonscription-herault,Les Verts,"4,33%"
1674,Marie-Françoise Privat,4.0,-circonscription-herault,"
									LDI-MPF									","2,78%"
1675,François Buffa,4.0,-circonscription-herault,Génération écologie,"2,22%"
1676,Alain Coulet,4.0,-circonscription-herault,"
									Ecologie citoyenne									","1,66%"
1677,Laurence Duverger,4.0,-circonscription-herault,Parti des travailleurs,"1,50%"
1678,René Delahaye,4.0,-circonscription-herault,"
									US4J									","1,31%"
1679,Bernard Nayral,5.0,-circonscription-herault,PS,"30,56%"
1680,Marcel Roques,5.0,-circonscription-herault,UDF,"26,60%"
1681,Jean-Louis Bousquet,5.0,-circonscription-herault,PCF,"17,15%"
1682,Jacques Denis,5.0,-circonscription-herault,FN,"16,06%"
1683,Michelle Comps,5.0,-circonscription-herault,Les Verts,"3,81%"
1684,Laurent Palmier,5.0,-circonscription-herault,"
									LDI-MPF									","2,11%"
1685,Michel Pieyre,5.0,-circonscription-herault,"
									Ecologie citoyenne									","1,91%"
1686,Isabelle Litaudon,5.0,-circonscription-herault,"
									US4J									","0,97%"
1687,Ernest Comunale,5.0,-circonscription-herault,Mouvement écologiste indépendant,"0,56%"
1688,Michelle Salamero,5.0,-circonscription-herault,Parti humaniste,"0,25%"
1689,Raymond Couderc,6.0,-circonscription-herault,UDF,"26,18%"
1690,Yves Untereiner,6.0,-circonscription-herault,FN,"25,20%"
1691,Alain Barrau,6.0,-circonscription-herault,PS,"24,51%"
1692,Jean-Michel Rumeau,6.0,-circonscription-herault,PCF,"13,95%"
1693,François Degans,6.0,-circonscription-herault,Ecologiste,"2,44%"
1694,Jacqueline Quilès,6.0,-circonscription-herault,"
									LDI-MPF									","2,23%"
1695,Georges Escartin,6.0,-circonscription-herault,"
									Ecologie citoyenne									","1,67%"
1696,Jean Riant,6.0,-circonscription-herault,Mouvement des citoyens,"1,42%"
1697,Colette Mollex,6.0,-circonscription-herault,LCR,"1,16%"
1698,Eric Poirier,6.0,-circonscription-herault,"
									US4J									","0,92%"
1699,Joëlle Georges,6.0,-circonscription-herault,PNR,"0,33%"
1700,François Liberti,7.0,-circonscription-herault,PCF,"24,70%"
1701,Yves Marchand,7.0,-circonscription-herault,UDF,"22,67%"
1702,Lucien Brouillet,7.0,-circonscription-herault,FN,"20,28%"
1703,Régis Passerieux,7.0,-circonscription-herault,PS,"18,34%"
1704,Yves Pietrasanta,7.0,-circonscription-herault,"
									Ecologie citoyenne									","6,29%"
1705,Roselyne Bahler,7.0,-circonscription-herault,Les Verts,"2,45%"
1706,Alain Subirats,7.0,-circonscription-herault,"
									LDI-MPF									","1,51%"
1707,Victor Nardone,7.0,-circonscription-herault,Divers gauche,"0,96%"
1708,Magali Manus,7.0,-circonscription-herault,Mouvement écologiste indépendant,"0,80%"
1709,Florence Clarge,7.0,-circonscription-herault,"
									US4J									","0,77%"
1710,Jean-Hugues Silberman,7.0,-circonscription-herault,Mouvement des citoyens,"0,77%"
1711,Frédéric Cranet,7.0,-circonscription-herault,PNR,"0,47%"
1712,Nicolas Gabino,7.0,-circonscription-herault,Divers,"0,00%"
1713,Jean-Michel Boucheron,1.0,-circonscription-ille-et-vilaine,PS,"38,85%"
1714,Jean-Pierre Dagorn,1.0,-circonscription-ille-et-vilaine,UDF,"25,34%"
1715,Christian Benoist,1.0,-circonscription-ille-et-vilaine,PCF,"7,74%"
1716,Pierre Maugendre,1.0,-circonscription-ille-et-vilaine,FN,"7,19%"
1717,Jean-Louis Merrien,1.0,-circonscription-ille-et-vilaine,Les Verts,"4,71%"
1718,Josette Grimaud,1.0,-circonscription-ille-et-vilaine,LO,"4,18%"
1719,Pascal Loget,1.0,-circonscription-ille-et-vilaine,"
									Ecologie citoyenne									","3,26%"
1720,Yvette Minec,1.0,-circonscription-ille-et-vilaine,Génération écologie,"1,99%"
1721,Yannick Lemoing,1.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","1,77%"
1722,Stéphane Bribard,1.0,-circonscription-ille-et-vilaine,"
									US4J									","1,46%"
1723,Yves Juin,1.0,-circonscription-ille-et-vilaine,LCR,"1,20%"
1724,Gérard Hamon,1.0,-circonscription-ille-et-vilaine,Convention pour une alternative progressiste,"0,99%"
1725,Françoise Mauxion,1.0,-circonscription-ille-et-vilaine,Divers gauche,"0,98%"
1726,Claudie Baudoin,1.0,-circonscription-ille-et-vilaine,Parti humaniste,"0,23%"
1727,Roger Brusq,1.0,-circonscription-ille-et-vilaine,"
									Parti de la loi naturelle									","0,11%"
1728,Edmond Hervé,2.0,-circonscription-ille-et-vilaine,PS,"36,96%"
1729,Yvon Jacob,2.0,-circonscription-ille-et-vilaine,RPR,"29,36%"
1730,Lionel Tocque,2.0,-circonscription-ille-et-vilaine,FN,"6,35%"
1731,Stéphane Jambois,2.0,-circonscription-ille-et-vilaine,UDF dissident,"5,24%"
1732,Eliane Poirier,2.0,-circonscription-ille-et-vilaine,PCF,"4,48%"
1733,Nicole Kiil Nielsen,2.0,-circonscription-ille-et-vilaine,Les Verts,"4,37%"
1734,Raymond Madec,2.0,-circonscription-ille-et-vilaine,LO,"3,45%"
1735,Dominique Boullier,2.0,-circonscription-ille-et-vilaine,"
									Ecologie citoyenne									","2,35%"
1736,Bertrand Mathieu,2.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","2,24%"
1737,Jean Peeters,2.0,-circonscription-ille-et-vilaine,Génération écologie,"2,02%"
1738,Jacques Ars,2.0,-circonscription-ille-et-vilaine,Divers gauche,"1,12%"
1739,Dominique Leseigneur,2.0,-circonscription-ille-et-vilaine,LCR,"1,10%"
1740,Jean-Marc Soubry,2.0,-circonscription-ille-et-vilaine,"
									Mouvement des réformateurs									","0,76%"
1741,Alain Louvet,2.0,-circonscription-ille-et-vilaine,"
									Parti de la loi naturelle									","0,14%"
1742,Stéphane Rennesson,2.0,-circonscription-ille-et-vilaine,Parti humaniste,"0,03%"
1743,Monique Renouard,2.0,-circonscription-ille-et-vilaine,Divers,"0,02%"
1744,Gérard Pourchet,3.0,-circonscription-ille-et-vilaine,UDF,"34,36%"
1745,Marcel Rogemont,3.0,-circonscription-ille-et-vilaine,PS,"33,43%"
1746,Brigitte Neveux,3.0,-circonscription-ille-et-vilaine,FN,"7,33%"
1747,Eric Berroche,3.0,-circonscription-ille-et-vilaine,PCF,"5,72%"
1748,Annaig Hache,3.0,-circonscription-ille-et-vilaine,Les Verts,"5,40%"
1749,Jean-Pierre Gaudin,3.0,-circonscription-ille-et-vilaine,LO,"3,94%"
1750,Anne Cadoret,3.0,-circonscription-ille-et-vilaine,Génération écologie,"2,89%"
1751,Agnès Houbé-Delamaire,3.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","2,29%"
1752,Michel Génin,3.0,-circonscription-ille-et-vilaine,Union démocratique bretonne,"1,50%"
1753,René Malle,3.0,-circonscription-ille-et-vilaine,Parti des travailleurs,"1,28%"
1754,Chrystelle Gérard,3.0,-circonscription-ille-et-vilaine,Divers gauche,"1,11%"
1755,Roger Vichy,3.0,-circonscription-ille-et-vilaine,Mouvement écologiste indépendant,"0,75%"
1756,Laurent Montane,3.0,-circonscription-ille-et-vilaine,Parti humaniste,"0,01%"
1757,Alain Madelin,4.0,-circonscription-ille-et-vilaine,UDF,"46,80%"
1758,Simone Bourges,4.0,-circonscription-ille-et-vilaine,PS,"24,62%"
1759,Hubert Langlois,4.0,-circonscription-ille-et-vilaine,FN,"7,01%"
1760,Jean-Louis Frostin,4.0,-circonscription-ille-et-vilaine,PCF,"5,14%"
1761,Jean Hervé,4.0,-circonscription-ille-et-vilaine,Les Verts,"4,27%"
1762,Danielle Stenger,4.0,-circonscription-ille-et-vilaine,LO,"3,74%"
1763,Emile Granville,4.0,-circonscription-ille-et-vilaine,Union démocratique bretonne,"2,33%"
1764,Paul Renaud,4.0,-circonscription-ille-et-vilaine,Génération écologie,"2,20%"
1765,Véronique Robine,4.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","1,75%"
1766,Serge Fourchon,4.0,-circonscription-ille-et-vilaine,"
									Les nouveaux écologistes									","1,15%"
1767,Eric Quémener,4.0,-circonscription-ille-et-vilaine,Divers gauche,"0,79%"
1768,Philippe Corbin,4.0,-circonscription-ille-et-vilaine,"
									Parti de la loi naturelle									","0,20%"
1769,Anne-Sophie Guibert,4.0,-circonscription-ille-et-vilaine,Parti humaniste,"0,01%"
1770,Pierre Méhaignerie,5.0,-circonscription-ille-et-vilaine,UDF,"51,43%"
1771,Clotilde Tascon-Menétrier,5.0,-circonscription-ille-et-vilaine,PS,"21,57%"
1772,Henri Leroy,5.0,-circonscription-ille-et-vilaine,FN,"6,39%"
1773,Françoise Hamard,5.0,-circonscription-ille-et-vilaine,LO,"4,08%"
1774,Valérie Kérauffret,5.0,-circonscription-ille-et-vilaine,PCF,"3,84%"
1775,Jean-François Vial,5.0,-circonscription-ille-et-vilaine,Les Verts,"3,51%"
1776,Charles Préaux,5.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","2,85%"
1777,Pascal Moureaux,5.0,-circonscription-ille-et-vilaine,Génération écologie,"2,22%"
1778,Daniel Salmon,5.0,-circonscription-ille-et-vilaine,"
									Ecologie citoyenne									","1,82%"
1779,Patrice Pincé,5.0,-circonscription-ille-et-vilaine,Mouvement des citoyens,"1,21%"
1780,Chantal Dubois,5.0,-circonscription-ille-et-vilaine,Divers gauche,"0,83%"
1781,Marie Jumelais-Brusq,5.0,-circonscription-ille-et-vilaine,"
									Parti de la loi naturelle									","0,23%"
1782,Roselyne Rolland,5.0,-circonscription-ille-et-vilaine,Parti humaniste,"0,02%"
1783,Marie-Thérèse Boisseau,6.0,-circonscription-ille-et-vilaine,UDF,"43,28%"
1784,Clément Théaudin,6.0,-circonscription-ille-et-vilaine,PS,"27,96%"
1785,Christian Ressort,6.0,-circonscription-ille-et-vilaine,FN,"7,01%"
1786,Jean-Claude Guillerm,6.0,-circonscription-ille-et-vilaine,PCF,"5,54%"
1787,Maurice Langlois,6.0,-circonscription-ille-et-vilaine,Les Verts,"4,82%"
1788,Nicole Hébert,6.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","2,97%"
1789,Daniel Mérienne,6.0,-circonscription-ille-et-vilaine,Génération écologie,"2,19%"
1790,Xavier Taheulle,6.0,-circonscription-ille-et-vilaine,Divers gauche,"1,97%"
1791,Christian Delarue,6.0,-circonscription-ille-et-vilaine,LCR,"1,66%"
1792,Jean Lecourt,6.0,-circonscription-ille-et-vilaine,"
									Ecologie citoyenne									","1,45%"
1793,Christian Grégoire,6.0,-circonscription-ille-et-vilaine,"
									Mouvement des réformateurs									","0,87%"
1794,Gérard Thia-Kime,6.0,-circonscription-ille-et-vilaine,"
									Parti de la loi naturelle									","0,23%"
1795,François Baudoin,6.0,-circonscription-ille-et-vilaine,Parti humaniste,"0,05%"
1796,René Couanau,7.0,-circonscription-ille-et-vilaine,UDF,"39,26%"
1797,Isabelle Thomas,7.0,-circonscription-ille-et-vilaine,PS,"23,90%"
1798,Jacques Dore,7.0,-circonscription-ille-et-vilaine,FN,"9,36%"
1799,Brice Lalonde,7.0,-circonscription-ille-et-vilaine,Génération écologie,"7,03%"
1800,Jean-Charles Le Sager,7.0,-circonscription-ille-et-vilaine,PCF,"5,31%"
1801,Yannick Le Brelot,7.0,-circonscription-ille-et-vilaine,Les Verts,"3,87%"
1802,Christophe Bastide,7.0,-circonscription-ille-et-vilaine,"
									LDI-MPF									","2,34%"
1803,Henri Gourmelen,7.0,-circonscription-ille-et-vilaine,Union démocratique bretonne,"2,22%"
1804,Alain Berbouche,7.0,-circonscription-ille-et-vilaine,Parti radical socialiste,"2,17%"
1805,Philippe Joulain,7.0,-circonscription-ille-et-vilaine,Parti des travailleurs,"1,15%"
1806,Séverine Houzet,7.0,-circonscription-ille-et-vilaine,Divers,"1,09%"
1807,François Caharel,7.0,-circonscription-ille-et-vilaine,LCR,"0,79%"
1808,Sandrine Portais,7.0,-circonscription-ille-et-vilaine,Divers gauche,"0,76%"
1809,Olivier Cazal,7.0,-circonscription-ille-et-vilaine,PNR,"0,46%"
1810,Georges Bertholio,7.0,-circonscription-ille-et-vilaine,"
									Parti de la loi naturelle									","0,17%"
1811,Robert Simonet,7.0,-circonscription-ille-et-vilaine,"
									Parti pour la liberté									","0,11%"
1812,Nathalie Gendrot-Delacour,7.0,-circonscription-ille-et-vilaine,Divers,"0,00%"
1813,Damien Greffard,7.0,-circonscription-ille-et-vilaine,Divers,"0,00%"
1814,Jean-Yves Gateaud,1.0,-circonscription-indre,PS,"33,06%"
1815,Michel Blondeau,1.0,-circonscription-indre,UDF,"31,25%"
1816,Bernard Poulain,1.0,-circonscription-indre,FN,"13,77%"
1817,Aline Dolidier,1.0,-circonscription-indre,PCF,"10,00%"
1818,Jean Delavergne,1.0,-circonscription-indre,Les Verts,"4,93%"
1819,Edouard Colin,1.0,-circonscription-indre,"
									LDI-MPF									","2,67%"
1820,Patrick Bouyat,1.0,-circonscription-indre,"
									Les nouveaux écologistes									","2,33%"
1821,Michèle Ballanger,1.0,-circonscription-indre,Mouvement des citoyens,"2,00%"
1822,Nicolas Forissier,2.0,-circonscription-indre,UDF,"38,24%"
1823,André Laignel,2.0,-circonscription-indre,PS,"33,69%"
1824,Stéphane Tarditi,2.0,-circonscription-indre,FN,"10,81%"
1825,Bruno Martin,2.0,-circonscription-indre,PCF,"10,10%"
1826,François Némo,2.0,-circonscription-indre,Les Verts,"5,67%"
1827,Gérard Filliette,2.0,-circonscription-indre,Divers,"1,49%"
1828,Jean-Paul Chanteguet,3.0,-circonscription-indre,PS,"35,86%"
1829,René Chabot,3.0,-circonscription-indre,RPR,"24,18%"
1830,Michel Flammen,3.0,-circonscription-indre,FN,"13,07%"
1831,Michel Fradet,3.0,-circonscription-indre,PCF,"10,13%"
1832,Régis Blanchet,3.0,-circonscription-indre,"
									Mouvement des réformateurs									","9,33%"
1833,Edouard des Places,3.0,-circonscription-indre,"
									LDI-MPF									","7,44%"
1834,Jean-Patrick Gille,1.0,-circonscription-indre-et-loire,PS,"27,86%"
1835,Renaud Donnedieu de Vabres,1.0,-circonscription-indre-et-loire,UDF,"20,73%"
1836,Michèle Beuzelin,1.0,-circonscription-indre-et-loire,RPR dissident,"17,96%"
1837,Jean Verdon,1.0,-circonscription-indre-et-loire,FN,"12,16%"
1838,Pierre Texier,1.0,-circonscription-indre-et-loire,PCF,"4,79%"
1839,Jean-Dominique Boutin,1.0,-circonscription-indre-et-loire,Les Verts,"4,29%"
1840,Arnaud Roy,1.0,-circonscription-indre-et-loire,"
									LDI-MPF									","2,82%"
1841,Claude Guillaumaud,1.0,-circonscription-indre-et-loire,Génération écologie,"2,81%"
1842,Jean-Michel Hernandez,1.0,-circonscription-indre-et-loire,LO,"2,66%"
1843,Philippe Mesmin,1.0,-circonscription-indre-et-loire,Mouvement des citoyens,"1,53%"
1844,Mustapha Ramdane,1.0,-circonscription-indre-et-loire,LCR,"1,34%"
1845,Benoît de Tarlé,1.0,-circonscription-indre-et-loire,"
									US4J									","1,04%"
1846,Jean-Jacques Filleul,2.0,-circonscription-indre-et-loire,PS,"33,42%"
1847,Bernard Debré,2.0,-circonscription-indre-et-loire,RPR,"32,56%"
1848,Michel Hubault,2.0,-circonscription-indre-et-loire,FN,"12,77%"
1849,Eric Carreau,2.0,-circonscription-indre-et-loire,PCF,"5,06%"
1850,Fabien Riolet,2.0,-circonscription-indre-et-loire,"
									LDI-MPF									","3,82%"
1851,Nathalie Bellanger,2.0,-circonscription-indre-et-loire,Génération écologie,"3,76%"
1852,Etienne Cherblanc,2.0,-circonscription-indre-et-loire,LO,"3,10%"
1853,Laurent Canot,2.0,-circonscription-indre-et-loire,Les Verts,"2,72%"
1854,Dominique Pohier,2.0,-circonscription-indre-et-loire,"
									US4J									","1,16%"
1855,Luigi Méry,2.0,-circonscription-indre-et-loire,Parti des travailleurs,"0,97%"
1856,Luc Gervais,2.0,-circonscription-indre-et-loire,Divers,"0,67%"
1857,Jean-Jacques Descamps,3.0,-circonscription-indre-et-loire,UDF,"31,43%"
1858,Marisol Touraine,3.0,-circonscription-indre-et-loire,PS,"29,23%"
1859,Marie-France Beaufils,3.0,-circonscription-indre-et-loire,PCF,"11,82%"
1860,Olivier Chalmel,3.0,-circonscription-indre-et-loire,FN,"11,68%"
1861,Gérard Kerisit,3.0,-circonscription-indre-et-loire,"
									LDI-MPF									","4,16%"
1862,Mickaël Klun,3.0,-circonscription-indre-et-loire,Génération écologie,"3,21%"
1863,Michel Deguet,3.0,-circonscription-indre-et-loire,LO,"3,06%"
1864,Joël Thalineau,3.0,-circonscription-indre-et-loire,"
									Ecologie citoyenne									","2,47%"
1865,Jean-Louis Pierre,3.0,-circonscription-indre-et-loire,Mouvement des citoyens,"1,91%"
1866,Serge Kuchmann,3.0,-circonscription-indre-et-loire,Parti des travailleurs,"1,03%"
1867,Hervé Novelli,4.0,-circonscription-indre-et-loire,UDF,"32,66%"
1868,Yves Dauge,4.0,-circonscription-indre-et-loire,PS,"29,54%"
1869,Agnès Belbéoch,4.0,-circonscription-indre-et-loire,FN,"13,33%"
1870,Jean-Marie Lepezel,4.0,-circonscription-indre-et-loire,PCF,"6,25%"
1871,Jean-Jacques Prodhomme,4.0,-circonscription-indre-et-loire,LO,"4,39%"
1872,Henri Gaulandeau,4.0,-circonscription-indre-et-loire,"
									LDI-MPF									","4,23%"
1873,Monique Chevet,4.0,-circonscription-indre-et-loire,Les Verts,"3,78%"
1874,Josselin de Lespinay,4.0,-circonscription-indre-et-loire,Génération écologie,"3,08%"
1875,Francis Gérard,4.0,-circonscription-indre-et-loire,Mouvement des citoyens,"2,75%"
1876,Philippe Briand,5.0,-circonscription-indre-et-loire,RPR,"35,12%"
1877,Claude Roiron,5.0,-circonscription-indre-et-loire,PS,"30,56%"
1878,Pierre Le goux,5.0,-circonscription-indre-et-loire,FN,"12,42%"
1879,Pierre Lambert,5.0,-circonscription-indre-et-loire,PCF,"5,71%"
1880,Jean-Claude Huault,5.0,-circonscription-indre-et-loire,"
									LDI-MPF									","4,71%"
1881,Sylvie Thiébault,5.0,-circonscription-indre-et-loire,LO,"4,56%"
1882,Michel Ries,5.0,-circonscription-indre-et-loire,Les Verts,"2,96%"
1883,Jean-Luc Girardot,5.0,-circonscription-indre-et-loire,Génération écologie,"2,36%"
1884,Robert Bryche,5.0,-circonscription-indre-et-loire,"
									Les nouveaux écologistes									","1,61%"
1885,Richard Cazenave,1.0,-circonscription-isere,RPR,"35,84%"
1886,Annie Deschamps,1.0,-circonscription-isere,PS,"25,78%"
1887,Hugues Petit,1.0,-circonscription-isere,FN,"10,97%"
1888,Raymond Avrillier,1.0,-circonscription-isere,Les Verts,"7,24%"
1889,Marie-France Monery,1.0,-circonscription-isere,PCF,"4,88%"
1890,Christian Sartorius,1.0,-circonscription-isere,"
									LDI-MPF									","3,79%"
1891,Daniel Michelon,1.0,-circonscription-isere,Génération écologie,"2,50%"
1892,Hervé Galley,1.0,-circonscription-isere,"
									US4J									","2,16%"
1893,Chantal Gomez,1.0,-circonscription-isere,LO,"2,16%"
1894,Jean-Paul Roux,1.0,-circonscription-isere,Mouvement des citoyens,"1,49%"
1895,Jérôme Marchal,1.0,-circonscription-isere,Divers droite,"0,88%"
1896,Jean-Jacques Tournon,1.0,-circonscription-isere,Mouvement écologiste indépendant,"0,57%"
1897,Denis Bagarry,1.0,-circonscription-isere,LCR,"0,55%"
1898,Alain Lippert,1.0,-circonscription-isere,Divers droite,"0,50%"
1899,Georges Garcia,1.0,-circonscription-isere,"
									Initiative républicaine									","0,46%"
1900,Jean Estrangin,1.0,-circonscription-isere,"
									Parti de la loi naturelle									","0,25%"
1901,Gilbert Biessy,2.0,-circonscription-isere,PCF,"27,86%"
1902,Claudette Chesne,2.0,-circonscription-isere,PS,"20,88%"
1903,Marie-Thérèse Phion,2.0,-circonscription-isere,RPR,"17,89%"
1904,Georges Theil,2.0,-circonscription-isere,FN,"15,90%"
1905,Jean Viciana,2.0,-circonscription-isere,Génération écologie,"4,28%"
1906,Claude Detroyat,2.0,-circonscription-isere,LO,"3,68%"
1907,Yves Delmonte,2.0,-circonscription-isere,LCR,"3,49%"
1908,Yann Dolias,2.0,-circonscription-isere,"
									US4J									","2,68%"
1909,Edouard Ytournel,2.0,-circonscription-isere,"
									LDI-CNIP									","2,26%"
1910,Joëlle Lieutaud,2.0,-circonscription-isere,Divers droite,"0,84%"
1911,Lucia Espinosa-Sanjulian,2.0,-circonscription-isere,"
									Parti de la loi naturelle									","0,25%"
1912,Michel Destot,3.0,-circonscription-isere,PS,"32,32%"
1913,Marie-Pierre Berthet,3.0,-circonscription-isere,UDF,"20,58%"
1914,Alain Dugelay,3.0,-circonscription-isere,FN,"14,84%"
1915,Yannick Boulard,3.0,-circonscription-isere,PCF,"11,67%"
1916,Joëlle Diot,3.0,-circonscription-isere,"
									Alliance rouge et verte									","5,74%"
1917,Roland Calmel,3.0,-circonscription-isere,LO,"3,13%"
1918,Bernard Burte,3.0,-circonscription-isere,Génération écologie,"2,36%"
1919,Louis Trabut,3.0,-circonscription-isere,"
									US4J									","2,17%"
1920,Arnaud Vercken de Vreuschmen,3.0,-circonscription-isere,"
									LDI-CNIP									","1,46%"
1921,Charles Basset,3.0,-circonscription-isere,Divers droite,"1,07%"
1922,Arlette Arribert,3.0,-circonscription-isere,"
									Les nouveaux écologistes									","1,05%"
1923,Danielle Ruau,3.0,-circonscription-isere,Divers droite,"0,77%"
1924,Stéphane Gemmani,3.0,-circonscription-isere,Divers droite,"0,77%"
1925,Michelle Dange,3.0,-circonscription-isere,"
									Initiative républicaine									","0,75%"
1926,Alain Sainte-Martine,3.0,-circonscription-isere,Parti des travailleurs,"0,57%"
1927,Guy Charvet,3.0,-circonscription-isere,Divers droite,"0,44%"
1928,Simone Bonnefois,3.0,-circonscription-isere,"
									Parti de la loi naturelle									","0,26%"
1929,Eric Albert,3.0,-circonscription-isere,Divers droite,"0,06%"
1930,Didier Migaud,4.0,-circonscription-isere,PS,"40,27%"
1931,Gérard Cardin,4.0,-circonscription-isere,"
									Mouvement des réformateurs									","20,01%"
1932,Béatrice Vellieux,4.0,-circonscription-isere,FN,"15,10%"
1933,Michel Blonde,4.0,-circonscription-isere,PCF,"8,54%"
1934,Gérard Leras,4.0,-circonscription-isere,Les Verts,"3,58%"
1935,Jean-Franc Ruchon,4.0,-circonscription-isere,"
									LDI-MPF									","3,39%"
1936,Roland Begot,4.0,-circonscription-isere,LO,"2,66%"
1937,Vincent Desclaux,4.0,-circonscription-isere,Génération écologie,"1,73%"
1938,Raoul Velazco,4.0,-circonscription-isere,"
									US4J									","1,62%"
1939,Gilberte Billerey,4.0,-circonscription-isere,"
									Les nouveaux écologistes									","1,22%"
1940,Jean-Alexis Chatelard,4.0,-circonscription-isere,"
									Parti pour la liberté									","0,82%"
1941,Pierre Vair,4.0,-circonscription-isere,Divers droite,"0,81%"
1942,Josiane Veyrat,4.0,-circonscription-isere,"
									Parti de la loi naturelle									","0,24%"
1943,Philippe Langenieux-Villard,5.0,-circonscription-isere,RPR,"31,89%"
1944,François Brottes,5.0,-circonscription-isere,PS,"24,23%"
1945,Jackie Machu,5.0,-circonscription-isere,FN,"13,99%"
1946,Jean-François Delahais,5.0,-circonscription-isere,Mouvement des citoyens,"13,21%"
1947,Brigitte Legal-Robinet,5.0,-circonscription-isere,Les Verts,"5,00%"
1948,Jean Ratte,5.0,-circonscription-isere,LO,"3,28%"
1949,Cécile d'Anterroches,5.0,-circonscription-isere,"
									US4J									","2,37%"
1950,Jean Vercken de Vreuschmen,5.0,-circonscription-isere,"
									LDI-CNIP									","1,86%"
1951,Robert Sadion-dit-Sone,5.0,-circonscription-isere,Génération écologie,"1,68%"
1952,Thierry Lehnebach,5.0,-circonscription-isere,"
									Ecologie citoyenne									","1,23%"
1953,Dominique Lo Monaco,5.0,-circonscription-isere,Parti des travailleurs,"0,85%"
1954,Annette Aussant,5.0,-circonscription-isere,"
									Parti de la loi naturelle									","0,20%"
1955,Georges Dupont,5.0,-circonscription-isere,Divers droite,"0,20%"
1956,Alain Moyne-Bressand,6.0,-circonscription-isere,UDF,"31,40%"
1957,Armand Bonnamy,6.0,-circonscription-isere,PS,"23,19%"
1958,Christian Vellieux,6.0,-circonscription-isere,FN,"22,78%"
1959,François Ginet,6.0,-circonscription-isere,PCF,"7,67%"
1960,Bruno Gindre,6.0,-circonscription-isere,"
									LDI-MPF									","3,35%"
1961,Lucien Tarchi,6.0,-circonscription-isere,Les Verts,"2,60%"
1962,Chantal Marion,6.0,-circonscription-isere,Mouvement des citoyens,"2,07%"
1963,Laurent Besson,6.0,-circonscription-isere,Génération écologie,"1,73%"
1964,Luc Cheminal,6.0,-circonscription-isere,Parti des travailleurs,"1,50%"
1965,Carole Gadal,6.0,-circonscription-isere,"
									US4J									","1,20%"
