,Candidat,Circ,Departement,Parti,Score
2146,Henri Casteres,1.0,-circonscription-gers,Divers,"0,08%"
2147,Yvon Montané,2.0,-circonscription-gers,PS,"31,65%"
2148,Gérard Dubrac,2.0,-circonscription-gers,UMP,"25,74%"
2149,Gérard Bezerra,2.0,-circonscription-gers,Divers droite,"17,49%"
2150,Marie-Thérèse Bergé,2.0,-circonscription-gers,FN,"8,03%"
2151,Paul Caperan,2.0,-circonscription-gers,PCF,"4,50%"
2152,Christian Touhé-Rumeau,2.0,-circonscription-gers,CPNT,"3,18%"
2153,Michel Camberbet,2.0,-circonscription-gers,"
									Droit de chasse									","2,38%"
2154,Marie-Andrée Allard,2.0,-circonscription-gers,LCR,"1,54%"
2155,Jean-Paul Laban,2.0,-circonscription-gers,MPF,"1,23%"
2156,Nicole Jullian,2.0,-circonscription-gers,Les alternatifs,"0,92%"
2157,Joëlle Mellier,2.0,-circonscription-gers,Pôle républicain,"0,86%"
2158,Marie-Michèle Viau,2.0,-circonscription-gers,LO,"0,81%"
2159,Annick Ballarin,2.0,-circonscription-gers,Génération écologie,"0,73%"
2160,Alain Braconnier,2.0,-circonscription-gers,Les Verts,"0,56%"
2161,Elisabeth Barrère,2.0,-circonscription-gers,MNR,"0,37%"
2162,Chantal Bourrague,1.0,-circonscription-gironde,UMP,"47,97%"
2163,Béatrice Desaigues,1.0,-circonscription-gironde,PS,"25,50%"
2164,Jacques Colombier,1.0,-circonscription-gironde,FN,"8,66%"
2165,Marie-Claude Noël,1.0,-circonscription-gironde,Les Verts,"4,41%"
2166,Vincent Maurin,1.0,-circonscription-gironde,PCF,"3,41%"
2167,Annick Seguin,1.0,-circonscription-gironde,CPNT,"1,49%"
2168,Isabelle Larroquet,1.0,-circonscription-gironde,LCR,"1,44%"
2169,Elodie Delouette,1.0,-circonscription-gironde,Divers,"1,23%"
2170,François Fournier,1.0,-circonscription-gironde,Pôle républicain,"1,16%"
2171,Philippe de Boucaud,1.0,-circonscription-gironde,MPF,"1,09%"
2172,Denis Lacoste ,1.0,-circonscription-gironde,LO,"0,84%"
2173,Anne Caron,1.0,-circonscription-gironde,Divers,"0,63%"
2174,Bruno Paluteau,1.0,-circonscription-gironde,MNR,"0,59%"
2175,Jean Duplantier,1.0,-circonscription-gironde,"
									Nouvelle donne									","0,43%"
2176,Alain Gendre,1.0,-circonscription-gironde,Génération écologie,"0,41%"
2177,Jean-Pierre Roche,1.0,-circonscription-gironde,Divers,"0,39%"
2178,Joran Suils,1.0,-circonscription-gironde,Démocratie active,"0,20%"
2179,Nicolas Meric,1.0,-circonscription-gironde,Parti fédéraliste,"0,15%"
2180,Claude Boisseau,1.0,-circonscription-gironde,Divers,"0,00%"
2181,Alain Juppé,2.0,-circonscription-gironde,UMP,"48,28%"
2182,Marion Paoletti,2.0,-circonscription-gironde,PS,"30,34%"
2183,Chantal Bernard,2.0,-circonscription-gironde,FN,"6,98%"
2184,Jean-Pierre Dufour,2.0,-circonscription-gironde,Les Verts,"5,68%"
2185,Claude Mellier,2.0,-circonscription-gironde,PCF,"2,28%"
2186,Bernard Couturier,2.0,-circonscription-gironde,LCR,"1,95%"
2187,Mireille Capdepont,2.0,-circonscription-gironde,Pôle républicain,"1,28%"
2188,Jérôme Martin,2.0,-circonscription-gironde,CPNT,"0,97%"
2189,Philippe Coat,2.0,-circonscription-gironde,Génération écologie,"0,68%"
2190,Guy Dupont,2.0,-circonscription-gironde,LO,"0,65%"
2191,Marie-Jeanne Durin,2.0,-circonscription-gironde,MNR,"0,36%"
2192,Serge Collenot,2.0,-circonscription-gironde,Parti fédéraliste,"0,23%"
2193,André Rossard,2.0,-circonscription-gironde,Divers gauche,"0,15%"
2194,Michel Authié,2.0,-circonscription-gironde,Divers droite,"0,10%"
2195,Sebastien Jacques,2.0,-circonscription-gironde,Divers droite,"0,06%"
2196,José Darroquy,2.0,-circonscription-gironde,Divers gauche,"0,03%"
2197,Bruno Burri,2.0,-circonscription-gironde,Parti des socio professionnels,"0,00%"
2198,Noël Mamère,3.0,-circonscription-gironde,Les Verts,"38,50%"
2199,Alain Cazabonne,3.0,-circonscription-gironde,UDF,"34,84%"
2200,Jean-Jacques Paris,3.0,-circonscription-gironde,PCF,"9,77%"
2201,Henri Sanchez,3.0,-circonscription-gironde,FN,"7,46%"
2202,Janick Bergeon,3.0,-circonscription-gironde,CPNT,"2,12%"
2203,Patrick Brosse,3.0,-circonscription-gironde,LCR,"1,53%"
2204,Christiane Villot,3.0,-circonscription-gironde,Pôle républicain,"1,51%"
2205,Isabelle Porteous,3.0,-circonscription-gironde,MEI,"0,96%"
2206,Pierre Pinto-Bicho,3.0,-circonscription-gironde,LO,"0,92%"
2207,Nathalie Jacquel,3.0,-circonscription-gironde,MPF,"0,80%"
2208,Danielle Branchard,3.0,-circonscription-gironde,MNR,"0,71%"
2209,Michel Lung,3.0,-circonscription-gironde,Génération écologie,"0,47%"
2210,Gisèle Deligey,3.0,-circonscription-gironde,Parti des travailleurs,"0,41%"
2211,Alain Boulie,3.0,-circonscription-gironde,Divers,"0,00%"
2212,Conchita Lacuey,4.0,-circonscription-gironde,PS,"40,29%"
2213,Hugues Martin,4.0,-circonscription-gironde,UMP,"27,86%"
2214,Dominique Renucci,4.0,-circonscription-gironde,FN,"11,23%"
2215,Josiane Maestro,4.0,-circonscription-gironde,PCF,"4,73%"
2216,Marie-Christine Boutheau,4.0,-circonscription-gironde,Les Verts,"3,71%"
2217,Eddie Puyjalon,4.0,-circonscription-gironde,CPNT,"3,12%"
2218,Brigitte Couderc-Delorge,4.0,-circonscription-gironde,LCR,"1,67%"
2219,Patrick Prêt,4.0,-circonscription-gironde,LO,"1,32%"
2220,Thierry Clastre,4.0,-circonscription-gironde,Divers droite,"1,16%"
2221,Fabrice Rouderies,4.0,-circonscription-gironde,RPF,"1,15%"
2222,Christian Meynard,4.0,-circonscription-gironde,Divers,"0,93%"
2223,Mamode Sondagur,4.0,-circonscription-gironde,Divers,"0,89%"
2224,Jacqueline Blancan,4.0,-circonscription-gironde,MNR,"0,89%"
2225,Denis Mauget,4.0,-circonscription-gironde,Parti des travailleurs,"0,52%"
2226,Yves Rauzier,4.0,-circonscription-gironde,Parti Occitan,"0,41%"
2227,Marc Le Roy,4.0,-circonscription-gironde,Divers,"0,13%"
2228,Pierre Brana,5.0,-circonscription-gironde,PS,"31,05%"
2229,Jean-François Regère,5.0,-circonscription-gironde,UDF,"28,97%"
2230,Henri Sabarot,5.0,-circonscription-gironde,CPNT,"12,75%"
2231,Denis Lemoine,5.0,-circonscription-gironde,FN,"11,46%"
2232,Isabelle Maille,5.0,-circonscription-gironde,Les Verts,"3,17%"
2233,Virginie Cerutti,5.0,-circonscription-gironde,RPF,"2,96%"
2234,Joëlle Gardelle,5.0,-circonscription-gironde,PCF,"2,37%"
2235,Pascale Cahour,5.0,-circonscription-gironde,"
									Droit de chasse									","1,91%"
2236,Claudine Copin,5.0,-circonscription-gironde,LCR,"1,13%"
2237,Anne Brivary,5.0,-circonscription-gironde,LO,"1,06%"
2238,Daniel Bernard,5.0,-circonscription-gironde,Pôle républicain,"1,04%"
2239,Michel Masse,5.0,-circonscription-gironde,MNR,"0,69%"
2240,Jean-Michel Micas,5.0,-circonscription-gironde,MPF,"0,65%"
2241,Michel Dalla Santa,5.0,-circonscription-gironde,Energies démocrates,"0,61%"
2242,Françoise Bouquet,5.0,-circonscription-gironde,Parti Occitan,"0,18%"
2243,Michel Sainte-Marie,6.0,-circonscription-gironde,PS,"38,53%"
2244,Pierre Favre,6.0,-circonscription-gironde,UMP,"36,73%"
2245,Valérie Colombier,6.0,-circonscription-gironde,FN,"7,86%"
2246,Gérard Chausset,6.0,-circonscription-gironde,Les Verts,"4,01%"
2247,Jean Demanes,6.0,-circonscription-gironde,CPNT,"2,74%"
2248,Line Peron,6.0,-circonscription-gironde,PCF,"2,46%"
2249,Jean-Marie Benaben,6.0,-circonscription-gironde,LCR,"1,64%"
2250,Christine Colson-Blanche,6.0,-circonscription-gironde,Pôle républicain,"1,36%"
2251,Jérôme Queyraud,6.0,-circonscription-gironde,Cap 21,"1,16%"
2252,Nelly Malaty,6.0,-circonscription-gironde,LO,"1,04%"
2253,François-Régis Taveau,6.0,-circonscription-gironde,RPF,"1,01%"
2254,Ludovic Durin,6.0,-circonscription-gironde,"
									Droit de chasse									","0,92%"
2255,Jean Jametti,6.0,-circonscription-gironde,MNR,"0,57%"
2256,Pierre Ducout,7.0,-circonscription-gironde,PS,"43,11%"
2257,Michel Dufranc,7.0,-circonscription-gironde,UMP,"34,08%"
2258,Maurice Le Gentil,7.0,-circonscription-gironde,FN,"7,51%"
2259,Claire Le Lann,7.0,-circonscription-gironde,Les Verts,"4,93%"
2260,Marianic Dumigron,7.0,-circonscription-gironde,CPNT,"2,65%"
2261,Odette Eyssautier,7.0,-circonscription-gironde,PCF,"2,49%"
2262,Gérard Barthélémy,7.0,-circonscription-gironde,LCR,"1,54%"
2263,Jean-René Le Hecho,7.0,-circonscription-gironde,Pôle républicain,"1,31%"
2264,Chantal de Peretti,7.0,-circonscription-gironde,MNR,"0,82%"
2265,Jean-Pierre Durand,7.0,-circonscription-gironde,LO,"0,78%"
2266,Hélène Gautheron,7.0,-circonscription-gironde,"
									Nouvelle donne									","0,43%"
2267,Jo Barbariol,7.0,-circonscription-gironde,Parti des travailleurs,"0,34%"
2268,François Deluga,8.0,-circonscription-gironde,PS,"31,77%"
2269,Marie-Hélène des Esgaulx,8.0,-circonscription-gironde,UMP,"26,88%"
2270,Yves Foulon,8.0,-circonscription-gironde,Divers droite,"15,93%"
2271,Colette Calichon,8.0,-circonscription-gironde,FN,"9,27%"
2272,Victor Alcaraz,8.0,-circonscription-gironde,CPNT,"5,20%"
2273,Michel Daverat,8.0,-circonscription-gironde,Les Verts,"2,24%"
2274,Marie-Paule Dambrain,8.0,-circonscription-gironde,PCF,"1,73%"
2275,Bruno Cahour,8.0,-circonscription-gironde,"
									Droit de chasse									","1,66%"
2276,Patrice Lucine,8.0,-circonscription-gironde,RPF,"0,92%"
2277,Monique Nicolas,8.0,-circonscription-gironde,LCR,"0,86%"
2278,Kleber Haye,8.0,-circonscription-gironde,Pôle républicain,"0,84%"
2279,Solange Texier,8.0,-circonscription-gironde,LO,"0,71%"
2280,Raymond Fraiche,8.0,-circonscription-gironde,Divers,"0,65%"
2281,Claude Thuillier,8.0,-circonscription-gironde,MNR,"0,61%"
2282,Yves Marty,8.0,-circonscription-gironde,Divers droite,"0,46%"
2283,Antonie Delebecque,8.0,-circonscription-gironde,MPF,"0,29%"
2284,Philippe Dubourg,9.0,-circonscription-gironde,UMP,"33,65%"
2285,Odette Trupin,9.0,-circonscription-gironde,PS,"28,87%"
2286,Pierre Augey,9.0,-circonscription-gironde,PCF,"12,37%"
2287,Mireille de Badereau,9.0,-circonscription-gironde,FN,"9,43%"
2288,Christine Frechou,9.0,-circonscription-gironde,CPNT,"5,28%"
2289,Anne-Marie Fremond,9.0,-circonscription-gironde,Les Verts,"3,34%"
2290,Alain de Peretti,9.0,-circonscription-gironde,MNR,"2,24%"
2291,François Labrosse,9.0,-circonscription-gironde,LCR,"1,35%"
2292,Robert Georges,9.0,-circonscription-gironde,MPF,"1,21%"
2293,Jean-Philippe Delcamp,9.0,-circonscription-gironde,LO,"1,14%"
2294,Pierre Seguin,9.0,-circonscription-gironde,Génération écologie,"0,51%"
2295,Sylvette Chevalier,9.0,-circonscription-gironde,Parti des travailleurs,"0,35%"
2296,Max Bajolle,9.0,-circonscription-gironde,Parti Occitan,"0,26%"
2297,Gilbert Mitterrand,10.0,-circonscription-gironde,PS,"34,96%"
2298,Jean Garraud,10.0,-circonscription-gironde,UMP,"24,24%"
2299,Jean-François Moniot,10.0,-circonscription-gironde,UDF,"13,77%"
2300,Michel Tricot,10.0,-circonscription-gironde,FN,"10,49%"
2301,Michel Massias,10.0,-circonscription-gironde,CPNT,"3,86%"
2302,Christophe Robin,10.0,-circonscription-gironde,Divers,"2,69%"
2303,Patrick Aubisse,10.0,-circonscription-gironde,PCF,"2,20%"
2304,Marie-Françoise Lacrouts,10.0,-circonscription-gironde,Les Verts,"1,92%"
2305,Jean-Marc Roux,10.0,-circonscription-gironde,"
									Droit de chasse									","1,49%"
2306,Christine Héraud,10.0,-circonscription-gironde,LCR,"1,06%"
2307,Maryse Auzière,10.0,-circonscription-gironde,LO,"0,97%"
2308,Gaëlle Maidon,10.0,-circonscription-gironde,Pôle républicain,"0,65%"
2309,Eliane Peynaud,10.0,-circonscription-gironde,MNR,"0,52%"
2310,Claude Peyrou,10.0,-circonscription-gironde,MEI,"0,46%"
2311,Pierre Freyssinel,10.0,-circonscription-gironde,Divers,"0,41%"
2312,Frédérique Rigal,10.0,-circonscription-gironde,"
									Nouvelle donne									","0,19%"
2313,Daniel Duclos,10.0,-circonscription-gironde,Parti Occitan,"0,12%"
2314,Bernard Madrelle,11.0,-circonscription-gironde,PS,"34,98%"
2315,Daniel Picotin,11.0,-circonscription-gironde,UDF,"33,85%"
2316,Christian Roche,11.0,-circonscription-gironde,FN,"12,38%"
2317,Jacky Jonchère,11.0,-circonscription-gironde,CPNT,"5,21%"
2318,Denis Baldes,11.0,-circonscription-gironde,PCF,"3,83%"
2319,Jean-Pierre Verret,11.0,-circonscription-gironde,Les Verts,"2,74%"
2320,Christophe Couture,11.0,-circonscription-gironde,"
									Droit de chasse									","2,20%"
2321,Laetitia Ansorena,11.0,-circonscription-gironde,LCR,"1,25%"
2322,Maryse Lahaye,11.0,-circonscription-gironde,LO,"1,23%"
2323,Anne-Marie Parenteau,11.0,-circonscription-gironde,Pôle républicain,"0,82%"
2324,Michel Salardaine,11.0,-circonscription-gironde,MNR,"0,51%"
2325,Serge Brindet,11.0,-circonscription-gironde,Divers droite,"0,50%"
2326,Bruno Comby,11.0,-circonscription-gironde,Génération écologie,"0,30%"
2327,Alain Dales,11.0,-circonscription-gironde,Divers,"0,19%"
2328,Gilbert Roseau,1.0,-circonscription-herault,PS,"28,88%"
2329,Christian Jeanjean,1.0,-circonscription-herault,UMP,"26,52%"
2330,Alain Jamet,1.0,-circonscription-herault,FN,"15,13%"
2331,Willy Dimeglio,1.0,-circonscription-herault,UDF,"13,45%"
2332,Jean-Louis Roumegas,1.0,-circonscription-herault,Les Verts,"6,60%"
2333,David Hermet,1.0,-circonscription-herault,LCR,"2,63%"
2334,René Lopez,1.0,-circonscription-herault,Le trèfle,"1,43%"
2335,Brigitte Moulin,1.0,-circonscription-herault,LO,"0,91%"
2336,Marie-Claire Arnoux,1.0,-circonscription-herault,CPNT,"0,81%"
2337,René Graverot,1.0,-circonscription-herault,MNR,"0,74%"
2338,Joël Leost,1.0,-circonscription-herault,Cap 21,"0,67%"
2339,Jean-Marie Giner,1.0,-circonscription-herault,Divers,"0,57%"
2340,Hélène Sol,1.0,-circonscription-herault,Parti Occitan,"0,56%"
2341,Magali Avril,1.0,-circonscription-herault,"
									Nouvelle donne									","0,40%"
2342,Anne-Jacqueline Corral,1.0,-circonscription-herault,MPF,"0,33%"
2343,Eric Bon,1.0,-circonscription-herault,Génération écologie,"0,26%"
2344,Marc Legrand,1.0,-circonscription-herault,Divers gauche,"0,11%"
2345,Georges Frêche,2.0,-circonscription-herault,PS,"35,84%"
2346,Jacques Domergue,2.0,-circonscription-herault,UMP,"33,43%"
2347,Hélène Zouroudis,2.0,-circonscription-herault,FN,"11,95%"
2348,Olivier Taoumi,2.0,-circonscription-herault,Les Verts,"5,58%"
2349,Dolores Ben Hamed,2.0,-circonscription-herault,LCR,"2,44%"
2350,François Prunier,2.0,-circonscription-herault,PCF,"2,21%"
2351,Martine Michel-Deberghes,2.0,-circonscription-herault,PRG,"1,03%"
2352,Dieter Ries,2.0,-circonscription-herault,MNR,"1,01%"
2353,Jean-Claude Diaz,2.0,-circonscription-herault,Le Trèfle,"0,90%"
2354,Gérard Smolinski,2.0,-circonscription-herault,Divers droite,"0,85%"
2355,Maurice Chaynes,2.0,-circonscription-herault,LO,"0,76%"
2356,Martine Petitout,2.0,-circonscription-herault,Rassemblement des contribuables français,"0,75%"
2357,Martine Sauvy,2.0,-circonscription-herault,CPNT,"0,69%"
2358,Gérard Straumann,2.0,-circonscription-herault,Cap 21,"0,65%"
2359,Eric Sauvage,2.0,-circonscription-herault,Divers,"0,62%"
2360,Hélène Malefond,2.0,-circonscription-herault,Parti Occitan,"0,50%"
2361,Louis Ferrante,2.0,-circonscription-herault,Divers,"0,24%"
2362,Francis Meynier,2.0,-circonscription-herault,Divers gauche,"0,23%"
2363,Dominique Fanni,2.0,-circonscription-herault,Génération écologie,"0,22%"
2364,Joëlle Denis,2.0,-circonscription-herault,Démocratie active,"0,12%"
2365,Odette Guiraudou,2.0,-circonscription-herault,UDF,"0,00%"
2366,Christine Lazerges,3.0,-circonscription-herault,PS,"30,13%"
2367,Jean-Pierre Grand,3.0,-circonscription-herault,UMP,"29,69%"
2368,Jean-Louis Pelletier,3.0,-circonscription-herault,FN,"16,25%"
2369,Pierre Dudieuzère,3.0,-circonscription-herault,Divers droite,"6,47%"
2370,Jean-Luc Meissonnier,3.0,-circonscription-herault,Divers droite,"4,78%"
2371,Jean-Pierre Gaillard,3.0,-circonscription-herault,CPNT,"2,28%"
2372,Jean Charpentier,3.0,-circonscription-herault,Les Verts,"2,22%"
2373,Noura El Ghayati,3.0,-circonscription-herault,LCR,"2,09%"
2374,Agnès Olinet,3.0,-circonscription-herault,LO,"1,06%"
2375,Fabien Schall,3.0,-circonscription-herault,Le trèfle,"1,02%"
2376,Jean-Claude Manifacier,3.0,-circonscription-herault,MNR,"0,94%"
2377,José Arcon,3.0,-circonscription-herault,"
									Droit de chasse									","0,77%"
2378,Georges Fandos,3.0,-circonscription-herault,Cap 21,"0,51%"
2379,Samira Dahmani,3.0,-circonscription-herault,Divers,"0,48%"
2380,Philippe Roy,3.0,-circonscription-herault,Rassemblement des contribuables français,"0,44%"
2381,Florence Auffray,3.0,-circonscription-herault,"
									Nouvelle donne									","0,35%"
2382,Geneviève Capel,3.0,-circonscription-herault,Génération écologie,"0,22%"
2383,Serge Robles,3.0,-circonscription-herault,Divers,"0,18%"
2384,Guy Cammeo,3.0,-circonscription-herault,Divers,"0,11%"
2385,Robert Lecou,4.0,-circonscription-herault,UMP,"32,12%"
2386,Hélène Mandroux-Colas,4.0,-circonscription-herault,PS,"18,03%"
2387,France Jamet,4.0,-circonscription-herault,FN,"14,95%"
2388,Marie Meunier,4.0,-circonscription-herault,Les Verts,"13,45%"
2389,Manuel Diaz,4.0,-circonscription-herault,PCF,"5,22%"
2390,Ferdinand Jaoul,4.0,-circonscription-herault,CPNT,"5,15%"
2391,Geneviève Foulde,4.0,-circonscription-herault,LCR,"1,85%"
2392,Félix Allary,4.0,-circonscription-herault,PRG,"1,34%"
2393,Béatrice Négrier,4.0,-circonscription-herault,Pôle républicain,"1,25%"
2394,Patrick-Marcel Henry,4.0,-circonscription-herault,Le trèfle,"1,22%"
2395,Régine Wernimont,4.0,-circonscription-herault,LO,"0,79%"
2396,Eliane Belot,4.0,-circonscription-herault,MNR,"0,76%"
2397,Annie Alba,4.0,-circonscription-herault,"
									Droit de chasse									","0,67%"
2398,Patrick Loudières,4.0,-circonscription-herault,MPF,"0,66%"
2399,Magali Manus,4.0,-circonscription-herault,Cap 21,"0,66%"
2400,Fabrice Muret,4.0,-circonscription-herault,Divers,"0,47%"
2401,Abdelfatah Dahmani,4.0,-circonscription-herault,Divers,"0,37%"
2402,Michel Levert,4.0,-circonscription-herault,Rassemblement des contribuables français,"0,34%"
2403,Eric Macia,4.0,-circonscription-herault,"
									Nouvelle donne									","0,29%"
2404,Abdelkader Bensaidi,4.0,-circonscription-herault,Divers,"0,25%"
2405,Laurence Duverger,4.0,-circonscription-herault,Parti des travailleurs,"0,17%"
2406,Kléber Mesquida,5.0,-circonscription-herault,PS,"32,39%"
2407,Marcel Roques,5.0,-circonscription-herault,UMP,"30,13%"
2408,Philippe Delmotte,5.0,-circonscription-herault,FN,"15,79%"
2409,Max Alliès,5.0,-circonscription-herault,CPNT,"9,20%"
2410,Danielle Le Dudal,5.0,-circonscription-herault,LCR,"2,54%"
2411,Michèle Comps,5.0,-circonscription-herault,Les Verts,"2,34%"
2412,Francis Gonzales,5.0,-circonscription-herault,LO,"2,05%"
2413,Marie-Jeanne d'Ambrosio,5.0,-circonscription-herault,"
									Droit de chasse									","1,42%"
2414,Jean-Claude Millan,5.0,-circonscription-herault,Le trèfle,"1,08%"
2415,Annie Desettre,5.0,-circonscription-herault,MNR,"0,88%"
2416,Stéphane Avedissian,5.0,-circonscription-herault,Divers,"0,59%"
2417,René Pons,5.0,-circonscription-herault,Cap 21,"0,50%"
2418,Catherine Valignat,5.0,-circonscription-herault,"
									Nouvelle donne									","0,37%"
2419,Guy Pagès,5.0,-circonscription-herault,Parti des travailleurs,"0,32%"
2420,Suzanne Bouisset,5.0,-circonscription-herault,Divers,"0,23%"
2421,Catherine Villa,5.0,-circonscription-herault,Génération écologie,"0,18%"
2422,Paul-Henri Cugnenc,6.0,-circonscription-herault,UMP,"31,32%"
2423,Alain Barrau,6.0,-circonscription-herault,PS,"26,87%"
2424,Francine Lopes-commenge,6.0,-circonscription-herault,FN,"21,77%"
2425,Aimé Couquet,6.0,-circonscription-herault,PCF,"6,36%"
2426,Jean-François Corbière,6.0,-circonscription-herault,MPF,"2,78%"
2427,Sabine Durand,6.0,-circonscription-herault,CPNT,"2,73%"
2428,Maurice Sarfati,6.0,-circonscription-herault,LCR,"1,36%"
2429,André Troise,6.0,-circonscription-herault,Divers droite,"1,25%"
2430,Claude Bony,6.0,-circonscription-herault,Le trèfle,"1,22%"
2431,François Clément,6.0,-circonscription-herault,LO,"0,86%"
2432,Raphaël Russo,6.0,-circonscription-herault,MNR,"0,79%"
2433,Eliane Blanquier,6.0,-circonscription-herault,Cap 21,"0,59%"
2434,Nicolas Daure,6.0,-circonscription-herault,Rassemblement des contribuables français,"0,57%"
2435,Monique Vabre,6.0,-circonscription-herault,Parti Occitan,"0,52%"
2436,Erika Attard,6.0,-circonscription-herault,Divers,"0,44%"
2437,Nicole Lescure,6.0,-circonscription-herault,Divers,"0,38%"
2438,Eric Poirier,6.0,-circonscription-herault,"
									Nouvelle donne									","0,21%"
2439,François Commeinhes,7.0,-circonscription-herault,UMP,"28,16%"
2440,François Liberti,7.0,-circonscription-herault,PCF,"20,30%"
2441,Jean-Claude Martinez,7.0,-circonscription-herault,FN,"20,13%"
2442,Régis Passerieux,7.0,-circonscription-herault,PS,"16,49%"
2443,Christophe Morgo,7.0,-circonscription-herault,CPNT,"4,45%"
2444,Jean-Baptiste Giordano,7.0,-circonscription-herault,Les Verts,"2,05%"
2445,Hugues Diener,7.0,-circonscription-herault,Divers droite,"1,83%"
2446,José Peruga,7.0,-circonscription-herault,MNR,"1,14%"
2447,Patrick Fernandez,7.0,-circonscription-herault,LCR,"1,07%"
2448,Alain Rémy,7.0,-circonscription-herault,Le trèfle,"0,87%"
2449,Gabriel Rubio,7.0,-circonscription-herault,Divers droite,"0,57%"
2450,Jean-Pierre Paon,7.0,-circonscription-herault,LO,"0,54%"
2451,Philippe Lacombe,7.0,-circonscription-herault,"
									Droite de chasse									","0,53%"
2452,Alain Prat,7.0,-circonscription-herault,PRG,"0,43%"
2453,Ernest Communale,7.0,-circonscription-herault,Cap 21,"0,28%"
2454,Christian Schembre,7.0,-circonscription-herault,Divers,"0,25%"
2455,Thierry Hely,7.0,-circonscription-herault,Divers,"0,22%"
2456,Isabelle Brissard-Seguin,7.0,-circonscription-herault,CNIP,"0,22%"
2457,Josiane Colonna,7.0,-circonscription-herault,Génération écologie,"0,17%"
2458,Robert Hadjadj,7.0,-circonscription-herault,Divers,"0,16%"
2459,Patricia Sourrouille,7.0,-circonscription-herault,Parti des travailleurs,"0,14%"
2460,Jean-Michel Boucheron,1.0,-circonscription-ille-et-vilaine,PS,"43,38%"
2461,Sophie Simon,1.0,-circonscription-ille-et-vilaine,UMP,"17,82%"
2462,Grégoire Le Blond,1.0,-circonscription-ille-et-vilaine,UDF,"8,49%"
2463,Patrick Le Moing,1.0,-circonscription-ille-et-vilaine,MPF,"7,60%"
2464,Daniel Salmon,1.0,-circonscription-ille-et-vilaine,Les Verts,"5,73%"
2465,Brigitte Neveux,1.0,-circonscription-ille-et-vilaine,FN,"4,55%"
2466,Christian Benoist,1.0,-circonscription-ille-et-vilaine,PCF,"3,01%"
2467,Patrick Mainguené,1.0,-circonscription-ille-et-vilaine,Divers gauche,"2,55%"
2468,Françoise Bagnaud,1.0,-circonscription-ille-et-vilaine,LCR,"1,58%"
2469,Josette Grimaud,1.0,-circonscription-ille-et-vilaine,LO,"1,29%"
2470,Chérif Naïtabdallah,1.0,-circonscription-ille-et-vilaine,Pôle républicain,"0,73%"
2471,Andrée Monnier,1.0,-circonscription-ille-et-vilaine,Union démocratique de Bretagne,"0,60%"
2472,Jean-François Fortin,1.0,-circonscription-ille-et-vilaine,Génération écologie,"0,54%"
2473,Annette Posnic,1.0,-circonscription-ille-et-vilaine,MNR,"0,46%"
2474,Franck Huet,1.0,-circonscription-ille-et-vilaine,"
									Mouvement régionaliste de Bretagne									","0,41%"
2475,Jean-Michel Arbona,1.0,-circonscription-ille-et-vilaine,Energies démocrates,"0,35%"
2476,Kevin Desplanques,1.0,-circonscription-ille-et-vilaine,Divers droite,"0,34%"
2477,Pierrick Deshayes,1.0,-circonscription-ille-et-vilaine,RPF,"0,31%"
2478,Catherine Le Guennec,1.0,-circonscription-ille-et-vilaine,Parti des travailleurs,"0,28%"
2479,Philippe Tourtelier,2.0,-circonscription-ille-et-vilaine,PS,"38,94%"
2480,Loïck Le Brun,2.0,-circonscription-ille-et-vilaine,UDF,"23,92%"
2481,Benoît Caron,2.0,-circonscription-ille-et-vilaine,Divers droite,"18,58%"
2482,André Poulain,2.0,-circonscription-ille-et-vilaine,FN,"4,53%"
2483,Nicole Kiil-Nielsen,2.0,-circonscription-ille-et-vilaine,Les Verts,"4,16%"
2484,Jean-Charles Petitjean,2.0,-circonscription-ille-et-vilaine,LCR,"1,53%"
2485,Raymond Madec,2.0,-circonscription-ille-et-vilaine,LO,"1,47%"
2486,Nicole Gargam,2.0,-circonscription-ille-et-vilaine,PCF,"1,24%"
2487,Christiane Gourio,2.0,-circonscription-ille-et-vilaine,Le trèfle,"0,97%"
2488,Brice Lalonde,2.0,-circonscription-ille-et-vilaine,Génération écologie,"0,93%"
2489,Eliane Leclerq,2.0,-circonscription-ille-et-vilaine,Union démocratique de Bretagne,"0,87%"
2490,Muriel Sanchez,2.0,-circonscription-ille-et-vilaine,CPNT,"0,87%"
2491,Monique Robert,2.0,-circonscription-ille-et-vilaine,MNR,"0,60%"
2492,Pascal Geneston,2.0,-circonscription-ille-et-vilaine,"
									Nouvelle donne									","0,48%"
2493,Philippe Berthelot,2.0,-circonscription-ille-et-vilaine,Pôle républicain,"0,45%"
2494,Monique Lasserre,2.0,-circonscription-ille-et-vilaine,Parti des travailleurs,"0,38%"
2495,Yves Bougeard,2.0,-circonscription-ille-et-vilaine,Divers droite,"0,07%"
2496,Philippe Rouault,3.0,-circonscription-ille-et-vilaine,UMP,"43,00%"
2497,Marcel Rogemont,3.0,-circonscription-ille-et-vilaine,PS,"38,21%"
2498,Marcel Colin,3.0,-circonscription-ille-et-vilaine,FN,"4,51%"
2499,Jean-Luc Daubaire,3.0,-circonscription-ille-et-vilaine,Les Verts,"4,05%"
2500,Gilles Lavarec,3.0,-circonscription-ille-et-vilaine,Divers gauche,"1,90%"
2501,Eric Berroche,3.0,-circonscription-ille-et-vilaine,PCF,"1,63%"
