,Candidat,Circ,Departement,Parti,Score
5893,Josée Maillard,9.0,-circonscription-paris,CPNT,"0,17%"
5894,Géraud Chambeiron,9.0,-circonscription-paris,Démocratie active,"0,11%"
5895,Serge Blisko,10.0,-circonscription-paris,PS,"37,76%"
5896,Jacques Toubon,10.0,-circonscription-paris,UMP,"35,34%"
5897,Catherine de Boisbaudry,10.0,-circonscription-paris,FN,"5,56%"
5898,Fanny Rousseau,10.0,-circonscription-paris,UDF,"5,19%"
5899,Denis Drouhet,10.0,-circonscription-paris,Les Verts,"4,72%"
5900,Francis Combrouze,10.0,-circonscription-paris,PCF,"2,21%"
5901,Isabelle Bournat,10.0,-circonscription-paris,Pôle républicain,"1,65%"
5902,Pierrette Chenot,10.0,-circonscription-paris,LCR,"1,17%"
5903,Michèle-Laure Rassat,10.0,-circonscription-paris,Divers drotie,"1,06%"
5904,Jérôme de Nomazy,10.0,-circonscription-paris,Energies démocrates,"0,92%"
5905,Jacques Bodart,10.0,-circonscription-paris,Cap 21,"0,82%"
5906,Emile Boixière,10.0,-circonscription-paris,RPF,"0,71%"
5907,Alain Monniaux,10.0,-circonscription-paris,LO,"0,44%"
5908,Yves de Quemper,10.0,-circonscription-paris,MNR,"0,43%"
5909,Daniel Gautier,10.0,-circonscription-paris,Parti des travailleurs,"0,35%"
5910,Marie-Françoise Pirot,10.0,-circonscription-paris,Les alternatifs,"0,33%"
5911,Sylvie Mariage,10.0,-circonscription-paris,"
									Nouvelle donne									","0,32%"
5912,Bernard Roux-Zes,10.0,-circonscription-paris,MEI,"0,31%"
5913,Didier Thomas,10.0,-circonscription-paris,Génération écologie,"0,29%"
5914,Roland Nabet,10.0,-circonscription-paris,Divers,"0,23%"
5915,Sylvie Diacre,10.0,-circonscription-paris,CPNT,"0,09%"
5916,Michel Gobillon,10.0,-circonscription-paris,Parti fédéraliste,"0,05%"
5917,Francis Brisbaert,10.0,-circonscription-paris,Démocratie active,"0,05%"
5918,Yves Cochet,11.0,-circonscription-paris,Les Verts,"38,07%"
5919,Dominique Versini,11.0,-circonscription-paris,UMP,"24,94%"
5920,Nicole Catala,11.0,-circonscription-paris,Divers droite,"13,71%"
5921,Yves de Coatgoureden,11.0,-circonscription-paris,FN,"6,21%"
5922,Yves Ogé,11.0,-circonscription-paris,UDF,"4,85%"
5923,Jean Calvary,11.0,-circonscription-paris,PCF,"2,65%"
5924,Thomas Danglot,11.0,-circonscription-paris,LCR,"1,64%"
5925,Isabelle Majorel,11.0,-circonscription-paris,Cap 21,"1,39%"
5926,Jean-Luc Gonneau,11.0,-circonscription-paris,Pôle républicain,"1,27%"
5927,Dominique Mahé,11.0,-circonscription-paris,RPF,"1,04%"
5928,Cyrille Amar,11.0,-circonscription-paris,Energies démocrates,"0,96%"
5929,Corinne Pradié,11.0,-circonscription-paris,MEI,"0,86%"
5930,Laurent Vinciguerra,11.0,-circonscription-paris,LO,"0,66%"
5931,Jean-Rémy Courbière,11.0,-circonscription-paris,MNR,"0,47%"
5932,Isabelle Barbin,11.0,-circonscription-paris,"
									Nouvelle donne									","0,41%"
5933,Carlos Pieroni,11.0,-circonscription-paris,Parti des travailleurs,"0,25%"
5934,J.Marc Tonnini,11.0,-circonscription-paris,Rassemblement des contribuables français,"0,19%"
5935,Tony Corsin,11.0,-circonscription-paris,Démocratie active,"0,18%"
5936,Christian Mery,11.0,-circonscription-paris,CPNT,"0,13%"
5937,Bruno Vesval,11.0,-circonscription-paris,Divers droite,"0,13%"
5938,Edouard Balladur,12.0,-circonscription-paris,UMP,"54,17%"
5939,Anne Hidalgo,12.0,-circonscription-paris,PS,"29,62%"
5940,Thierry Martin,12.0,-circonscription-paris,FN,"5,91%"
5941,Bernard Menez,12.0,-circonscription-paris,Divers,"2,28%"
5942,Nicolas Vanbreemersch,12.0,-circonscription-paris,Energies démocrates,"1,73%"
5943,Philippe Van Den Herreweghe,12.0,-circonscription-paris,Divers,"1,06%"
5944,Catherine Tripon,12.0,-circonscription-paris,Cap 21,"1,05%"
5945,Joëlle Ellert,12.0,-circonscription-paris,Pôle républicain,"1,01%"
5946,Laurence Ruimy,12.0,-circonscription-paris,LCR,"0,81%"
5947,Raphaële Dor,12.0,-circonscription-paris,MNR,"0,46%"
5948,Gérard Charollois,12.0,-circonscription-paris,MEI,"0,37%"
5949,Marie-Madeleine Lacroix,12.0,-circonscription-paris,LO,"0,37%"
5950,Dominique de Coninck,12.0,-circonscription-paris,Génération écologie,"0,31%"
5951,Emeric Cristallini,12.0,-circonscription-paris,"
									Nouvelle donne									","0,29%"
5952,Roger Soubrand,12.0,-circonscription-paris,"
									Concordat citoyen									","0,22%"
5953,Gérard Catalano,12.0,-circonscription-paris,CPNT,"0,15%"
5954,Jean Roux,12.0,-circonscription-paris,Divers droite,"0,08%"
5955,Christine Faure-Fedigan,12.0,-circonscription-paris,Démocratie active,"0,07%"
5956,Jérôme Margelidon,12.0,-circonscription-paris,Divers droite,"0,03%"
5957,Alban Dinin,12.0,-circonscription-paris,Divers,"0,00%"
5958,René Galy-Dejean,13.0,-circonscription-paris,UMP,"53,26%"
5959,Gilles Alayrac,13.0,-circonscription-paris,PRG,"27,29%"
5960,Elisabeth Baston,13.0,-circonscription-paris,FN,"6,22%"
5961,Paulette Frantz-Janey,13.0,-circonscription-paris,Les Verts,"2,66%"
5962,Diane Le Beguec,13.0,-circonscription-paris,Pôle républicain,"1,77%"
5963,Véronique Sandoval,13.0,-circonscription-paris,PCF,"1,61%"
5964,David Gabriel,13.0,-circonscription-paris,Cap 21,"1,53%"
5965,Michel Briganti,13.0,-circonscription-paris,LCR,"1,02%"
5966,Emmanuel Lardeux,13.0,-circonscription-paris,MPF,"0,90%"
5967,Bertrand Robert,13.0,-circonscription-paris,MNR,"0,63%"
5968,Murielle Antonello,13.0,-circonscription-paris,RPF,"0,47%"
5969,Catherine Macé,13.0,-circonscription-paris,MEI,"0,44%"
5970,Georges Malzieux,13.0,-circonscription-paris,LO,"0,41%"
5971,Christophe Maratray,13.0,-circonscription-paris,"
									Nouvelle donne									","0,38%"
5972,Brigitte Crucis,13.0,-circonscription-paris,MHAN,"0,37%"
5973,Hervé Ducrot,13.0,-circonscription-paris,CNIP,"0,33%"
5974,Léonor Gabarain,13.0,-circonscription-paris,Génération écologie,"0,29%"
5975,Jocelyne Buisine,13.0,-circonscription-paris,CPNT,"0,16%"
5976,Nicolas Gavrilenko,13.0,-circonscription-paris,"
									Initiative républicaine									","0,15%"
5977,Frédéric Sotteau,13.0,-circonscription-paris,Démocratie active,"0,13%"
5978,Claude Goasguen,14.0,-circonscription-paris,UMP,"61,18%"
5979,Jeanne Mondolini,14.0,-circonscription-paris,PS,"14,29%"
5980,Guy Flesselles,14.0,-circonscription-paris,Divers droite,"8,42%"
5981,Richard Haddad,14.0,-circonscription-paris,FN,"6,88%"
5982,Morgane Bravo,14.0,-circonscription-paris,Les Verts,"1,98%"
5983,Christophe Ayela,14.0,-circonscription-paris,Energies démocrates,"1,50%"
5984,Thierry Bergeras,14.0,-circonscription-paris,MPF,"1,38%"
5985,Francine Ankri,14.0,-circonscription-paris,Cap 21,"0,85%"
5986,Alexis Toulet,14.0,-circonscription-paris,Pôle républicain,"0,78%"
5987,Olivier Podvin,14.0,-circonscription-paris,RPF,"0,62%"
5988,Martine Pipard,14.0,-circonscription-paris,MNR,"0,52%"
5989,Stéphane Beaupoil,14.0,-circonscription-paris,Rassemblement des contribuables français,"0,29%"
5990,Maryse-Paul Bouché,14.0,-circonscription-paris,LO,"0,28%"
5991,Michèle Agostini,14.0,-circonscription-paris,Génération écologie,"0,25%"
5992,Nathalie Conversat,14.0,-circonscription-paris,CPNT,"0,22%"
5993,Stéphane Landry,14.0,-circonscription-paris,"
									Nouvelle donne									","0,20%"
5994,Frédéric Benaim,14.0,-circonscription-paris,Parti fédéraliste,"0,15%"
5995,Odette Gayou,14.0,-circonscription-paris,"
									Initiative républicaine									","0,12%"
5996,Sonia Guyot-Reveilleau,14.0,-circonscription-paris,Démocratie active,"0,06%"
5997,Anne-Marie Calmeil,14.0,-circonscription-paris,"
									Concordat citoyen									","0,00%"
5998,Laurent Dominati,15.0,-circonscription-paris,UMP,"32,38%"
5999,Gilbert Gantier,15.0,-circonscription-paris,UDF,"29,93%"
6000,Bariza Khiari,15.0,-circonscription-paris,PS,"9,26%"
6001,Farid Smahi,15.0,-circonscription-paris,FN,"5,67%"
6002,David Alphand,15.0,-circonscription-paris,Divers droite,"5,36%"
6003,Pierre Gaboriau,15.0,-circonscription-paris,Démocratie libérale,"5,19%"
6004,Claude Fain,15.0,-circonscription-paris,Divers droite,"3,53%"
6005,Thomas Vandeville,15.0,-circonscription-paris,Energies démocrates,"2,15%"
6006,Agnès Dubois,15.0,-circonscription-paris,Les Verts,"1,33%"
6007,Christian Cabrol,15.0,-circonscription-paris,RPF,"0,89%"
6008,Patrick de Saint-Louvent,15.0,-circonscription-paris,MPF,"0,83%"
6009,Patrick Brocard,15.0,-circonscription-paris,MNR,"0,68%"
6010,Anne-Sophie Jacouty,15.0,-circonscription-paris,Pôle républicain,"0,61%"
6011,Alexandre Moustardier,15.0,-circonscription-paris,Cap 21,"0,59%"
6012,Stéphane Galardini,15.0,-circonscription-paris,Divers,"0,37%"
6013,Jacqueline Laroche,15.0,-circonscription-paris,LO,"0,26%"
6014,Marie Souleau,15.0,-circonscription-paris,CPNT,"0,23%"
6015,Claire Tabarly,15.0,-circonscription-paris,"
									Nouvelle donne									","0,21%"
6016,Fabrice Torche,15.0,-circonscription-paris,Rassemblement des contribuables français,"0,17%"
6017,Evelyne George,15.0,-circonscription-paris,"
									MEI									","0,13%"
6018,Axelle Janssen,15.0,-circonscription-paris,Génération écologie,"0,11%"
6019,Wilfried Gobillon,15.0,-circonscription-paris,Parti fédéraliste,"0,08%"
6020,Jérôme Alby,15.0,-circonscription-paris,Démocratie active,"0,04%"
6021,Françoise de Panafieu,16.0,-circonscription-paris,Divers droite,"40,83%"
6022,Bernard Pons,16.0,-circonscription-paris,UMP,"22,34%"
6023,Nelly Oehlhaffen,16.0,-circonscription-paris,PS,"15,55%"
6024,Danièle Lançon,16.0,-circonscription-paris,FN,"6,10%"
6025,Atanase Perifan,16.0,-circonscription-paris,Divers droite,"4,99%"
6026,Camille Cabral,16.0,-circonscription-paris,Les Verts,"2,39%"
6027,Alexandre Varaut,16.0,-circonscription-paris,MPF,"2,07%"
6028,Vincent Borie,16.0,-circonscription-paris,Energies démocrates,"1,36%"
6029,Jocelyne Combe,16.0,-circonscription-paris,PCF,"0,83%"
6030,Emmanuel Tetu,16.0,-circonscription-paris,Pôle républicain,"0,82%"
6031,Olivier Severin,16.0,-circonscription-paris,RPF,"0,51%"
6032,Bernard Boyer,16.0,-circonscription-paris,MNR,"0,48%"
6033,Germaine Bauer,16.0,-circonscription-paris,LO,"0,38%"
6034,Lise Havard,16.0,-circonscription-paris,Génération écologie,"0,37%"
6035,Catherine Mouliets,16.0,-circonscription-paris,"
									Nouvelle donne									","0,27%"
6036,Jeanne Olivier,16.0,-circonscription-paris,CPNT,"0,20%"
6037,Louis Cariot,16.0,-circonscription-paris,Divers,"0,20%"
6038,Jacqueline Cousin,16.0,-circonscription-paris,Divers,"0,17%"
6039,Olivier Lafond de Marsac,16.0,-circonscription-paris,"
									Concordat citoyen									","0,12%"
6040,Michel Momont,16.0,-circonscription-paris,Démocratie active,"0,02%"
6041,David Malaquin,16.0,-circonscription-paris,Divers,"0,00%"
6042,Annick Lepetit,17.0,-circonscription-paris,PS,"33,42%"
6043,Patrick Stefanini,17.0,-circonscription-paris,UMP,"32,46%"
6044,Jean-Pierre Reveau,17.0,-circonscription-paris,FN,"8,91%"
6045,Christelle Augier de Cremiers,17.0,-circonscription-paris,UDF,"7,59%"
6046,Xavier Knowles,17.0,-circonscription-paris,Les Verts,"5,20%"
6047,Jérôme Levron,17.0,-circonscription-paris,Divers droite,"2,58%"
6048,Michel Rizzi,17.0,-circonscription-paris,PCF,"2,09%"
6049,Mélanie Mermoz,17.0,-circonscription-paris,LCR,"1,97%"
6050,Laurence Fouache,17.0,-circonscription-paris,Pôle républicain,"1,55%"
6051,Annick Marty,17.0,-circonscription-paris,LO,"0,82%"
6052,Bernard BRES,17.0,-circonscription-paris,MNR,"0,80%"
6053,Sabine Duval,17.0,-circonscription-paris,Cap 21,"0,63%"
6054,Maxime Rincourt,17.0,-circonscription-paris,Rassemblement des contribuables français,"0,37%"
6055,Jean-Claude Delarue,17.0,-circonscription-paris,Démocratie active,"0,34%"
6056,Céline Thiele,17.0,-circonscription-paris,"
									Nouvelle donne									","0,33%"
6057,Pierre Recher,17.0,-circonscription-paris,MEI,"0,30%"
6058,Claire Degans,17.0,-circonscription-paris,Divers,"0,26%"
6059,Bruno Caire,17.0,-circonscription-paris,Génération écologie,"0,23%"
6060,Claudine Brissard,17.0,-circonscription-paris,CPNT,"0,14%"
6061,Alain Frouard,17.0,-circonscription-paris,RPF,"0,00%"
6062,Christophe Caresche,18.0,-circonscription-paris,PS,"38,18%"
6063,Xavier Chinaud,18.0,-circonscription-paris,UMP,"31,03%"
6064,Pierre Combe,18.0,-circonscription-paris,FN,"7,93%"
6065,Jean-Jacques Anding,18.0,-circonscription-paris,Les Verts,"7,42%"
6066,Fodé Sylla,18.0,-circonscription-paris,PCF,"3,37%"
6067,Olivier Régis,18.0,-circonscription-paris,Divers droite,"2,84%"
6068,Anne Leclerc,18.0,-circonscription-paris,LCR,"2,43%"
6069,Olivier Jouis,18.0,-circonscription-paris,Pôle républicain,"1,84%"
6070,Stéphane Maillard,18.0,-circonscription-paris,Cap 21,"1,14%"
6071,Philippe Duval,18.0,-circonscription-paris,"
									Concordat citoyen									","0,99%"
6072,Jean-Pierre Lecesne,18.0,-circonscription-paris,LO,"0,66%"
6073,Michaël Berrue,18.0,-circonscription-paris,MNR,"0,49%"
6074,René Koskas,18.0,-circonscription-paris,Démocratie active,"0,42%"
6075,Clément Dupuis,18.0,-circonscription-paris,"
									Nouvelle donne									","0,42%"
6076,Bruno Nazarian,18.0,-circonscription-paris,CNIP,"0,31%"
6077,Séverine Gille,18.0,-circonscription-paris,"
									Initiative républicaine									","0,22%"
6078,Raymond Fouquet,18.0,-circonscription-paris,Divers,"0,20%"
6079,Gérard Vattier,18.0,-circonscription-paris,CPNT,"0,11%"
6080,Jean-Pierre Bouvier,18.0,-circonscription-paris,UDF,"0,00%"
6081,Daniel Vaillant,19.0,-circonscription-paris,PS,"36,96%"
6082,Roxane Decorte,19.0,-circonscription-paris,UMP,"20,86%"
6083,Jean-Pierre Pierre-Bloch,19.0,-circonscription-paris,UDF,"10,58%"
6084,Martial Bild,19.0,-circonscription-paris,FN,"8,40%"
6085,Claude Sergent,19.0,-circonscription-paris,Les Verts,"6,56%"
6086,Olivier Besancenot,19.0,-circonscription-paris,LCR,"5,47%"
6087,Danielle BERLAIMONT ,19.0,-circonscription-paris,PCF,"2,62%"
6088,François Gaudu,19.0,-circonscription-paris,Pôle républicain,"1,90%"
6089,Patrick Berdah,19.0,-circonscription-paris,Divers,"1,64%"
6090,Bernadette Brossat,19.0,-circonscription-paris,LO,"0,96%"
6091,Alain Vauzelle,19.0,-circonscription-paris,MNR,"0,77%"
6092,François Deroche,19.0,-circonscription-paris,Divers droite,"0,66%"
6093,Ihab Gazal,19.0,-circonscription-paris,Les alternatifs,"0,58%"
6094,Bernard Mayaud,19.0,-circonscription-paris,CAP 21,"0,52%"
6095,Christina Artaz,19.0,-circonscription-paris,Parti des travailleurs,"0,39%"
6096,Véronique Rolland,19.0,-circonscription-paris,"
									Nouvelle donne									","0,37%"
6097,Nathalie Ovion,19.0,-circonscription-paris,Divers gauche,"0,25%"
6098,Nouhoume Ba,19.0,-circonscription-paris,Divers,"0,14%"
6099,Jean-Michel Coffin,19.0,-circonscription-paris,CPNT,"0,14%"
6100,David Gerbaudi,19.0,-circonscription-paris,"
									Initiative républicaine									","0,11%"
6101,Antonietta Di Ruzza,19.0,-circonscription-paris,Parti Humaniste,"0,07%"
6102,Rock-Brice Mebo,19.0,-circonscription-paris,Démocratie active,"0,05%"
6103,Antoine Hitoto,19.0,-circonscription-paris,Parti des socioprofessionnels,"0,00%"
6104,Jean-Christophe Cambadélis,20.0,-circonscription-paris,PS,"35,36%"
6105,Michel Bulté,20.0,-circonscription-paris,Divers droite,"16,14%"
6106,Lynda Asmani,20.0,-circonscription-paris,UMP,"11,40%"
6107,Jean-Pierre Mattei,20.0,-circonscription-paris,Divers droite,"9,29%"
6108,Françoise Ferry,20.0,-circonscription-paris,FN,"7,87%"
6109,Bernard Jomier,20.0,-circonscription-paris,Les Verts,"7,04%"
6110,Martine Durlach,20.0,-circonscription-paris,PCF,"4,32%"
6111,Béatrice Bonneau,20.0,-circonscription-paris,LCR,"1,87%"
6112,Stéphane Le Floch,20.0,-circonscription-paris,Pôle républicain,"1,72%"
6113,Marina Podgorny,20.0,-circonscription-paris,LO,"0,76%"
6114,Mohamedy Yaffa,20.0,-circonscription-paris,Divers,"0,60%"
6115,Annik Hecquet-Bonot,20.0,-circonscription-paris,Cap 21,"0,60%"
6116,Loic Le Hénand,20.0,-circonscription-paris,MNR,"0,47%"
6117,Mireille Loubens,20.0,-circonscription-paris,MPF,"0,44%"
6118,Nathalie Luyckx,20.0,-circonscription-paris,Les alternatifs,"0,41%"
6119,Rachid Lounès,20.0,-circonscription-paris,MEI,"0,38%"
6120,Muriel Navarro,20.0,-circonscription-paris,Parti des travailleurs,"0,34%"
6121,Dominique Piolle,20.0,-circonscription-paris,"
									Nouvelle donne									","0,29%"
6122,Hélène Sedakoff,20.0,-circonscription-paris,Génération écologie,"0,20%"
6123,Marie-Nancy Joly,20.0,-circonscription-paris,"
									Initiative républicaine									","0,17%"
6124,Sylvie Oulaï,20.0,-circonscription-paris,Divers,"0,12%"
6125,Jean-Luc Guérard,20.0,-circonscription-paris,Parti humaniste,"0,11%"
6126,Michèle Lannoy-Duputel,20.0,-circonscription-paris,CPNT,"0,10%"
6127,Gilbert Cruz,20.0,-circonscription-paris,Parti des socioprofessionnels,"0,00%"
6128,Michel Charzat,21.0,-circonscription-paris,PS,"38,21%"
6129,Raoul Delamare,21.0,-circonscription-paris,UMP,"22,03%"
6130,Martine Lehideux,21.0,-circonscription-paris,FN,"7,91%"
6131,Jean-Louis Arajol,21.0,-circonscription-paris,RPF,"7,83%"
6132,Denis Baupin,21.0,-circonscription-paris,Les Verts,"6,92%"
6133,Virginie Votier,21.0,-circonscription-paris,UDF,"4,84%"
6134,Pierre Mansat,21.0,-circonscription-paris,PCF,"4,33%"
6135,Catherine Lebrun,21.0,-circonscription-paris,LCR,"1,86%"
6136,Jeannine Chambon,21.0,-circonscription-paris,Pôle républicain,"1,62%"
6137,Nadine Pinochet,21.0,-circonscription-paris,LO,"0,66%"
6138,Emmanuel Soulias,21.0,-circonscription-paris,Cap 21,"0,49%"
6139,Marie-José Pépin,21.0,-circonscription-paris,Divers gauche,"0,44%"
6140,Claudine Redon,21.0,-circonscription-paris,Parti des travailleurs,"0,42%"
6141,Hany Hanna,21.0,-circonscription-paris,Les alternatifs,"0,41%"
6142,Alain Ventalon,21.0,-circonscription-paris,MHAN,"0,40%"
6143,Barbara Almosnino,21.0,-circonscription-paris,MNR,"0,39%"
6144,Moïse Maatouk,21.0,-circonscription-paris,MEI,"0,22%"
6145,Jean-Marie Perbost,21.0,-circonscription-paris,"
									Nouvelle donne									","0,20%"
6146,Patrick Carrale,21.0,-circonscription-paris,CNIP,"0,17%"
6147,Ronald Rémy,21.0,-circonscription-paris,Divers,"0,16%"
6148,Françoise Marois,21.0,-circonscription-paris,"
									Initiative républicaine									","0,15%"
6149,Stéphanie Vasilic,21.0,-circonscription-paris,CPNT,"0,13%"
6150,Samia Rebbah-Naquet,21.0,-circonscription-paris,Démocratie active,"0,13%"
6151,Michelle Pilliu,21.0,-circonscription-paris,Parti fédéraliste,"0,05%"
6152,Stéphan Zarembski,21.0,-circonscription-paris,Divers,"0,05%"
6153,Robert Dobat,21.0,-circonscription-paris,Divers,"0,00%"
6154,Patrick Herr,1.0,-circonscription-seine-maritime,UDF,"41,86%"
6155,Valérie Fourneyron,1.0,-circonscription-seine-maritime,PS,"32,47%"
6156,Dominique Chaboche,1.0,-circonscription-seine-maritime,FN,"8,84%"
6157,Véronique Bérégovoy,1.0,-circonscription-seine-maritime,Les Verts,"5,15%"
6158,Hélène Klein,1.0,-circonscription-seine-maritime,PCF,"2,70%"
6159,Christine Poupin,1.0,-circonscription-seine-maritime,LCR,"2,21%"
6160,Patrice Siard,1.0,-circonscription-seine-maritime,Pôle républicain,"1,48%"
6161,Gisèle Lapeyre,1.0,-circonscription-seine-maritime,LO,"1,30%"
6162,Hubert de Bailliencourt,1.0,-circonscription-seine-maritime,MPF,"0,89%"
6163,Kamel Naroun,1.0,-circonscription-seine-maritime,Les alternatifs,"0,82%"
6164,Philippe Girardin,1.0,-circonscription-seine-maritime,MNR,"0,78%"
6165,Louisa Mameri,1.0,-circonscription-seine-maritime,Divers,"0,73%"
6166,Anabella Prevost,1.0,-circonscription-seine-maritime,Génération écologie,"0,51%"
6167,Marie-Odile Baillet,1.0,-circonscription-seine-maritime,CPNT,"0,28%"
6168,Pierre Albertini,2.0,-circonscription-seine-maritime,UDF,"46,48%"
6169,Dominique Gambier,2.0,-circonscription-seine-maritime,PS,"24,07%"
6170,Muriel Poindefer,2.0,-circonscription-seine-maritime,FN,"9,28%"
6171,Philippe Vue,2.0,-circonscription-seine-maritime,Les Verts,"7,91%"
6172,Annette Gallot,2.0,-circonscription-seine-maritime,PCF,"2,56%"
6173,François Calaret,2.0,-circonscription-seine-maritime,LCR,"1,49%"
6174,Bernard Dujardin,2.0,-circonscription-seine-maritime,MPF,"1,47%"
6175,Jacqueline Fabrigoule,2.0,-circonscription-seine-maritime,Le trèfle,"1,10%"
6176,Sylvain Giat,2.0,-circonscription-seine-maritime,Pôle républicain,"1,06%"
6177,Christelle Torre,2.0,-circonscription-seine-maritime,LO,"0,93%"
6178,Irène Pergent,2.0,-circonscription-seine-maritime,MEI,"0,78%"
6179,Josette Bossard,2.0,-circonscription-seine-maritime,MNR,"0,73%"
6180,Marc Bouloché,2.0,-circonscription-seine-maritime,CPNT,"0,67%"
6181,Colette Glück,2.0,-circonscription-seine-maritime,Les alternatifs,"0,49%"
6182,Line Fauconnier,2.0,-circonscription-seine-maritime,Rassemblement des contribuables français,"0,45%"
6183,Gaëtan Bazire,2.0,-circonscription-seine-maritime,Génération écologie,"0,36%"
6184,Evode Ermel,2.0,-circonscription-seine-maritime,Divers,"0,17%"
6185,Pierre Bourguignon,3.0,-circonscription-seine-maritime,PS,"34,40%"
6186,Catherine Tafforeau,3.0,-circonscription-seine-maritime,UMP,"20,68%"
6187,Michel Grandpierre,3.0,-circonscription-seine-maritime,PCF,"17,92%"
6188,Danielle Deconihout,3.0,-circonscription-seine-maritime,FN,"12,59%"
6189,Jean-Pierre Girod,3.0,-circonscription-seine-maritime,Les Verts,"3,63%"
6190,Michèle Ernis,3.0,-circonscription-seine-maritime,LCR,"2,55%"
6191,Daniel Dieudonné,3.0,-circonscription-seine-maritime,LO,"1,77%"
6192,Marianne Journiac,3.0,-circonscription-seine-maritime,Pôle républicain,"1,43%"
6193,Louis Pennacchi,3.0,-circonscription-seine-maritime,Le trèfle,"1,26%"
6194,Bernard Mazier,3.0,-circonscription-seine-maritime,MNR,"1,16%"
6195,Brigitte Brière,3.0,-circonscription-seine-maritime,Divers droite,"0,75%"
6196,Stéphanie Lambert,3.0,-circonscription-seine-maritime,Les alternatifs,"0,70%"
6197,Magali Dumenil,3.0,-circonscription-seine-maritime,CPNT,"0,44%"
6198,Catherine Bruegghe,3.0,-circonscription-seine-maritime,Génération écologie,"0,43%"
6199,Luce Eudier-Niel,3.0,-circonscription-seine-maritime,Parti des travailleurs,"0,29%"
6200,Laurent Fabius,4.0,-circonscription-seine-maritime,PS,"49,07%"
6201,Marie-Hélène Roux,4.0,-circonscription-seine-maritime,UMP,"21,52%"
6202,Alain Garant,4.0,-circonscription-seine-maritime,FN,"12,34%"
6203,Patrice Dupray,4.0,-circonscription-seine-maritime,PCF,"7,31%"
6204,Claire Dumontier,4.0,-circonscription-seine-maritime,Les Verts,"3,08%"
6205,Régis Louail,4.0,-circonscription-seine-maritime,LCR,"2,22%"
6206,Jean-Luc Robin,4.0,-circonscription-seine-maritime,LO,"1,60%"
6207,Jean-Philippe Deal,4.0,-circonscription-seine-maritime,MNR,"1,35%"
6208,Michel Lehoux,4.0,-circonscription-seine-maritime,CPNT,"0,74%"
6209,Raynald Pinard,4.0,-circonscription-seine-maritime,Divers gauche,"0,40%"
6210,Marie-Noëlle Richard,4.0,-circonscription-seine-maritime,"
									Nouvelle donne									","0,38%"
6211,Jean-Claude Bateux,5.0,-circonscription-seine-maritime,PS,"37,14%"
6212,Sylvain Bulard,5.0,-circonscription-seine-maritime,UMP,"26,88%"
6213,Monique Yvelain,5.0,-circonscription-seine-maritime,FN,"10,77%"
6214,Boris Lecoeur,5.0,-circonscription-seine-maritime,PCF,"7,15%"
6215,Daniel Labouré,5.0,-circonscription-seine-maritime,Divers droite,"3,94%"
6216,Arnaud de Saint Jores,5.0,-circonscription-seine-maritime,Les Verts,"3,54%"
6217,Frank Prouhet,5.0,-circonscription-seine-maritime,LCR,"2,19%"
6218,Nicole Bachelet,5.0,-circonscription-seine-maritime,CPNT,"2,12%"
6219,Alain Rivière,5.0,-circonscription-seine-maritime,LO,"1,70%"
6220,Lise Timmermans,5.0,-circonscription-seine-maritime,MNR,"1,64%"
6221,Anne-Christine Macherey,5.0,-circonscription-seine-maritime,Pôle républicain,"0,90%"
6222,Claudine Guerout,5.0,-circonscription-seine-maritime,CAP 21,"0,88%"
6223,Hervé Le Bonhomme,5.0,-circonscription-seine-maritime,MPF,"0,83%"
6224,Marie-Christine Chalin,5.0,-circonscription-seine-maritime,"
									Nouvelle donne									","0,32%"
6225,Denis Merville,6.0,-circonscription-seine-maritime,UMP,"33,76%"
6226,Paul Dhaille,6.0,-circonscription-seine-maritime,PRG,"22,17%"
6227,Jean-Paul Lecoq,6.0,-circonscription-seine-maritime,PCF,"15,14%"
6228,Daniel Lefort,6.0,-circonscription-seine-maritime,FN,"12,74%"
6229,Rachid Chebli,6.0,-circonscription-seine-maritime,Divers gauche,"3,19%"
6230,Brigitte Bertois,6.0,-circonscription-seine-maritime,CPNT,"3,00%"
6231,Malka Kreizel-Debleds,6.0,-circonscription-seine-maritime,Les Verts,"2,72%"
6232,Francis Duval,6.0,-circonscription-seine-maritime,MNR,"2,33%"
6233,Joël Lamy,6.0,-circonscription-seine-maritime,LO,"1,59%"
6234,Véronique Bréant,6.0,-circonscription-seine-maritime,LCR,"1,54%"
6235,Samuel Potier,6.0,-circonscription-seine-maritime,"
									Droit de chasse									","0,92%"
6236,Dominique Mutel,6.0,-circonscription-seine-maritime,Pôle républicain,"0,91%"
6237,Jean-Yves Besselat,7.0,-circonscription-seine-maritime,UMP,"46,38%"
6238,Viviane Simon,7.0,-circonscription-seine-maritime,PS,"26,27%"
6239,André Foucher,7.0,-circonscription-seine-maritime,FN,"11,31%"
6240,Annie Leroy,7.0,-circonscription-seine-maritime,Les Verts,"4,42%"
6241,François Leroux,7.0,-circonscription-seine-maritime,LCR,"2,73%"
6242,Françoise Arnold,7.0,-circonscription-seine-maritime,Pôle républicain,"1,96%"
6243,Patrice Gallien,7.0,-circonscription-seine-maritime,MPF,"1,72%"
6244,Eric Moisan,7.0,-circonscription-seine-maritime,LO,"1,53%"
6245,Josiane Clément,7.0,-circonscription-seine-maritime,MNR,"1,50%"
