,Candidat,Circ,Departement,Parti,Score
6672,Thierry Debien,5.0,-circonscription-essonne,MNR,"0,42%"
6673,Didier Paxion,5.0,-circonscription-essonne,PT,"0,39%"
6674,Olivier Catrice,5.0,-circonscription-essonne,PT,"0,22%"
6675,Patrick Dhersin,5.0,-circonscription-essonne,La France en Action,"0,20%"
6676,Véronique Carantois,6.0,-circonscription-essonne,UMP,"39,59%"
6677,François Lamy,6.0,-circonscription-essonne,PS,"34,07%"
6678,Cédric Morgantini,6.0,-circonscription-essonne,MoDem,"11,39%"
6679,Serge Guichard,6.0,-circonscription-essonne,PCF,"4,86%"
6680,Jacqueline Met,6.0,-circonscription-essonne,FN,"3,45%"
6681,Claudine Bourhis,6.0,-circonscription-essonne,Les Verts,"3,21%"
6682,Louis Lauretti,6.0,-circonscription-essonne,Le Trèfle,"1,07%"
6683,Sylvie Lironcourt,6.0,-circonscription-essonne,LO,"0,86%"
6684,Marie Nicoise,6.0,-circonscription-essonne,MNR,"0,71%"
6685,Alain Renard,6.0,-circonscription-essonne,PT,"0,44%"
6686,Jean-Michel Jacquemin,6.0,-circonscription-essonne,La France en Action,"0,34%"
6687,Jean Marsaudon,7.0,-circonscription-essonne,UMP,"44,59%"
6688,Simone Mathieu,7.0,-circonscription-essonne,PS,"29,12%"
6689,Catherine Granier-Bompard,7.0,-circonscription-essonne,MoDem,"9,80%"
6690,François-Xavier Dordain,7.0,-circonscription-essonne,FN,"4,15%"
6691,Evelyne Damm,7.0,-circonscription-essonne,Les Verts,"2,98%"
6692,Michèle Plottu,7.0,-circonscription-essonne,PCF,"2,68%"
6693,Michel Lopez,7.0,-circonscription-essonne,LCR,"2,13%"
6694,Katayoun Etminani,7.0,-circonscription-essonne,Gauche Alternative 2007,"1,11%"
6695,Patrick Mignon,7.0,-circonscription-essonne,MPF,"1,05%"
6696,Didier Thomas,7.0,-circonscription-essonne,Génération Ecologie,"1,04%"
6697,Thierry Auriat,7.0,-circonscription-essonne,MNR,"0,61%"
6698,Giovanni Azzalin,7.0,-circonscription-essonne,LO,"0,60%"
6699,Isabelle Dardare,7.0,-circonscription-essonne,La France en Action,"0,14%"
6700,Nicolas Dupont-Aignan,8.0,-circonscription-essonne,DVD,"57,38%"
6701,Véronique Hache-Aguilar,8.0,-circonscription-essonne,PS,"22,05%"
6702,Dominique Virano,8.0,-circonscription-essonne,MoDem,"6,97%"
6703,Joëlle Surat,8.0,-circonscription-essonne,PCF,"3,34%"
6704,Michel Saint-Cerin,8.0,-circonscription-essonne,FN,"3,17%"
6705,Ghislaine Degrave,8.0,-circonscription-essonne,Les Verts,"3,00%"
6706,Yens Ulrici,8.0,-circonscription-essonne,LCR,"2,61%"
6707,Monique Leborgne,8.0,-circonscription-essonne,LO,"0,70%"
6708,Jocelyne Selva,8.0,-circonscription-essonne,PT,"0,51%"
6709,Monique Malivert,8.0,-circonscription-essonne,La France en Action,"0,26%"
6710,Georges Tron,9.0,-circonscription-essonne,UMP,"48,86%"
6711,Thierry Mandon,9.0,-circonscription-essonne,PS,"26,15%"
6712,Caroline Chevasson,9.0,-circonscription-essonne,MoDem,"9,48%"
6713,Michel Gruber,9.0,-circonscription-essonne,Les Verts,"4,11%"
6714,Liliane Ressicaud,9.0,-circonscription-essonne,FN,"3,42%"
6715,Jérôme Bonnard,9.0,-circonscription-essonne,LCR,"2,41%"
6716,Amar Henni,9.0,-circonscription-essonne,PCF,"2,40%"
6717,Philippe Steens,9.0,-circonscription-essonne,MPF,"0,93%"
6718,Olivier Delafraye,9.0,-circonscription-essonne,EXG,"0,75%"
6719,Roland Jo,9.0,-circonscription-essonne,LO,"0,50%"
6720,Maïtena Montet,9.0,-circonscription-essonne,PRG,"0,42%"
6721,Pierre Guillermain,9.0,-circonscription-essonne,MNR,"0,41%"
6722,Danielle Lantz,9.0,-circonscription-essonne,La France en Action,"0,17%"
6723,Laurence Gaudin,10.0,-circonscription-essonne,UMP,"36,12%"
6724,Julien Dray,10.0,-circonscription-essonne,PS,"32,86%"
6725,Patrick Bardon,10.0,-circonscription-essonne,PCF,"10,12%"
6726,Jean-Bernard Mirabeau,10.0,-circonscription-essonne,MoDem,"7,11%"
6727,Michel de Rostolan,10.0,-circonscription-essonne,FN,"4,06%"
6728,Amandine Thiriet,10.0,-circonscription-essonne,Les Verts,"2,76%"
6729,Michèle Fédérak,10.0,-circonscription-essonne,LCR,"1,93%"
6730,Danielle Ramage,10.0,-circonscription-essonne,MPF,"1,82%"
6731,Miron Cusa,10.0,-circonscription-essonne,Mouvement Hommes-Animaux-Nature,"0,88%"
6732,Roger Routin,10.0,-circonscription-essonne,MNR,"0,70%"
6733,Fatima Khobeizi,10.0,-circonscription-essonne,"
									Parti Rachid Nekkaz									","0,58%"
6734,Patrice Ciuti,10.0,-circonscription-essonne,LO,"0,55%"
6735,Clément Poullet,10.0,-circonscription-essonne,PT,"0,38%"
6736,Noël Dedji,10.0,-circonscription-essonne,La France en Action,"0,14%"
6737,Véronique Vignon,1.0,-circonscription-hauts-de-seine,UMP,"28,41%"
6738,Roland Muzeau,1.0,-circonscription-hauts-de-seine,PCF,"26,75%"
6739,Philippe Sarre,1.0,-circonscription-hauts-de-seine,PS,"23,97%"
6740,Leïla Leghmara,1.0,-circonscription-hauts-de-seine,MoDem,"6,92%"
6741,Marie-Cécile Rabier,1.0,-circonscription-hauts-de-seine,FN,"4,03%"
6742,Jean-Marc Denjean,1.0,-circonscription-hauts-de-seine,Les Verts,"2,29%"
6743,Isabelle Guichard,1.0,-circonscription-hauts-de-seine,LCR,"1,87%"
6744,Hassan Ben M'Barek,1.0,-circonscription-hauts-de-seine,DIV,"1,30%"
6745,Michel Breton,1.0,-circonscription-hauts-de-seine,LO,"0,84%"
6746,Anna Le Gal,1.0,-circonscription-hauts-de-seine,Le Trèfle,"0,83%"
6747,Jean Grimal,1.0,-circonscription-hauts-de-seine,EXG,"0,64%"
6748,Bertrand Robert,1.0,-circonscription-hauts-de-seine,MNR,"0,48%"
6749,Sylvain Binder,1.0,-circonscription-hauts-de-seine,La France en Action,"0,38%"
6750,Alexandre Kadur,1.0,-circonscription-hauts-de-seine,DVD,"0,36%"
6751,Odile Mourre,1.0,-circonscription-hauts-de-seine,PT,"0,35%"
6752,Stéphanie Pourdieu,1.0,-circonscription-hauts-de-seine,Le Nouveau Centre,"0,32%"
6753,Yves Jean,1.0,-circonscription-hauts-de-seine,DVD,"0,23%"
6754,Michel Darracq,1.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,03%"
6755,Manuel Aeschlimann,2.0,-circonscription-hauts-de-seine,UMP,"46,73%"
6756,Michèle Etcheberry,2.0,-circonscription-hauts-de-seine,PS,"22,95%"
6757,Laurent Trupin,2.0,-circonscription-hauts-de-seine,MoDem,"10,38%"
6758,Laurent Salles,2.0,-circonscription-hauts-de-seine,FN,"3,15%"
6759,Josiane Fischer,2.0,-circonscription-hauts-de-seine,DVD,"3,08%"
6760,Dominique Frager,2.0,-circonscription-hauts-de-seine,Les Verts,"2,97%"
6761,Claire Villiers,2.0,-circonscription-hauts-de-seine,Gauche Alternative 2007,"2,15%"
6762,Valérie Joubert,2.0,-circonscription-hauts-de-seine,LCR,"2,11%"
6763,Francis Pourbagher,2.0,-circonscription-hauts-de-seine,DVD,"1,91%"
6764,Pascal Jourdan,2.0,-circonscription-hauts-de-seine,Génération Ecologie,"1,32%"
6765,Zouhairr Ech-Chetouani,2.0,-circonscription-hauts-de-seine,DIV,"1,07%"
6766,Hubert Massol,2.0,-circonscription-hauts-de-seine,MNR,"0,89%"
6767,Jean-Jacques Semoun,2.0,-circonscription-hauts-de-seine,DVD,"0,72%"
6768,Philippe Goiset,2.0,-circonscription-hauts-de-seine,PT,"0,53%"
6769,Guillaume Vallet,2.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,03%"
6770,Jacques Kossowski,3.0,-circonscription-hauts-de-seine,UMP,"56,79%"
6771,Jean-André Lasserre,3.0,-circonscription-hauts-de-seine,PS,"18,01%"
6772,Jean-Louis Ragot,3.0,-circonscription-hauts-de-seine,MoDem,"10,90%"
6773,Michel Barnoncel,3.0,-circonscription-hauts-de-seine,Les Verts,"2,88%"
6774,Rémi Carillon,3.0,-circonscription-hauts-de-seine,FN,"2,86%"
6775,Francine Royon,3.0,-circonscription-hauts-de-seine,LCR,"1,71%"
6776,Arash Derambarsh,3.0,-circonscription-hauts-de-seine,DVD,"1,49%"
6777,Annick Herbin,3.0,-circonscription-hauts-de-seine,PCF,"1,46%"
6778,Patricia Dore,3.0,-circonscription-hauts-de-seine,Génération Ecologie,"1,15%"
6779,Louis Chagnon,3.0,-circonscription-hauts-de-seine,MPF,"1,04%"
6780,Hélène Pelissier,3.0,-circonscription-hauts-de-seine,La France en Action,"0,50%"
6781,Françoise Marcel,3.0,-circonscription-hauts-de-seine,LO,"0,42%"
6782,Sarah Berkouki,3.0,-circonscription-hauts-de-seine,"
									Parti Rachid Nekkaz									","0,38%"
6783,Marie-Jeanne Souillart,3.0,-circonscription-hauts-de-seine,MNR,"0,30%"
6784,Catherine Triboulet,3.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,11%"
6785,Christian Dupuy,4.0,-circonscription-hauts-de-seine,UMP,"37,38%"
6786,Jacqueline Fraysse,4.0,-circonscription-hauts-de-seine,PCF,"25,54%"
6787,Marie-Laure Meyer,4.0,-circonscription-hauts-de-seine,PS,"14,69%"
6788,Pierre Creuzet,4.0,-circonscription-hauts-de-seine,MoDem,"10,91%"
6789,Nathalie Bonnechère,4.0,-circonscription-hauts-de-seine,FN,"3,59%"
6790,Estelle Le Touze,4.0,-circonscription-hauts-de-seine,Les Verts,"2,74%"
6791,Faouzia Zebdi-Ghorab,4.0,-circonscription-hauts-de-seine,"
									Résistance Citoyenne									","1,99%"
6792,Tony Pellet,4.0,-circonscription-hauts-de-seine,LCR,"1,19%"
6793,Brigitte Mardoch,4.0,-circonscription-hauts-de-seine,Mouvement Ecologiste Indépendant,"0,58%"
6794,Arnaud Houtart,4.0,-circonscription-hauts-de-seine,MPF,"0,43%"
6795,Catherine Goin,4.0,-circonscription-hauts-de-seine,LO,"0,38%"
6796,Jean-Michel François,4.0,-circonscription-hauts-de-seine,PT,"0,21%"
6797,Yvonne Boukhedimi,4.0,-circonscription-hauts-de-seine,DVG,"0,21%"
6798,Cécile Le Roux,4.0,-circonscription-hauts-de-seine,"
									Parti Rachid Nekkaz									","0,12%"
6799,Ginette Baudelet,4.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,03%"
6800,Vito Marinese,4.0,-circonscription-hauts-de-seine,DIV,"0,00%"
6801,Patrick Balkany,5.0,-circonscription-hauts-de-seine,UMP,"42,11%"
6802,Gilles Catoire,5.0,-circonscription-hauts-de-seine,PS,"23,56%"
6803,Stéphane Cochepain,5.0,-circonscription-hauts-de-seine,MoDem,"11,22%"
6804,Rémi Muzeau,5.0,-circonscription-hauts-de-seine,DVD,"8,37%"
6805,Alain Fournier,5.0,-circonscription-hauts-de-seine,Les Verts,"3,31%"
6806,Alain Gallais,5.0,-circonscription-hauts-de-seine,FN,"2,87%"
6807,Annie Mendez,5.0,-circonscription-hauts-de-seine,PCF,"2,32%"
6808,Emilie Goudal,5.0,-circonscription-hauts-de-seine,LCR,"2,29%"
6809,Marie-Catherine Dutilloy,5.0,-circonscription-hauts-de-seine,Le Trèfle,"0,85%"
6810,Lakdar Bouakka,5.0,-circonscription-hauts-de-seine,DIV,"0,72%"
6811,Férial Furon,5.0,-circonscription-hauts-de-seine,DVD,"0,68%"
6812,Mireille Lambert,5.0,-circonscription-hauts-de-seine,LO,"0,56%"
6813,Stéphanie Rebato,5.0,-circonscription-hauts-de-seine,La France en Action,"0,51%"
6814,Roger Cuculière,5.0,-circonscription-hauts-de-seine,MNR,"0,33%"
6815,Daniel Dutheil,5.0,-circonscription-hauts-de-seine,PT,"0,31%"
6816,Joëlle Ceccaldi-Raynaud,6.0,-circonscription-hauts-de-seine,UMP,"52,69%"
6817,Nadine Jeanne,6.0,-circonscription-hauts-de-seine,PS,"11,59%"
6818,Jean-Christophe Fromantin,6.0,-circonscription-hauts-de-seine,DIV,"10,46%"
6819,Alexandre Harmand,6.0,-circonscription-hauts-de-seine,MoDem,"8,73%"
6820,Bernard Lepidi,6.0,-circonscription-hauts-de-seine,DVD,"7,85%"
6821,Anne-Christine Strauss,6.0,-circonscription-hauts-de-seine,FN,"3,09%"
6822,Valérie Saliou,6.0,-circonscription-hauts-de-seine,Les Verts,"1,98%"
6823,Mathilde Eisenberg,6.0,-circonscription-hauts-de-seine,LCR,"0,97%"
6824,Thierry Danis,6.0,-circonscription-hauts-de-seine,PCF,"0,68%"
6825,Martine Corti,6.0,-circonscription-hauts-de-seine,Mouvement Ecologiste Indépendant,"0,68%"
6826,Isabelle Laraque,6.0,-circonscription-hauts-de-seine,MNR,"0,44%"
6827,Jean Galienne,6.0,-circonscription-hauts-de-seine,La France en Action,"0,43%"
6828,Gaëtan Minardi,6.0,-circonscription-hauts-de-seine,LO,"0,26%"
6829,Pascal Olivier,6.0,-circonscription-hauts-de-seine,MRC,"0,14%"
6830,David Gonzalez,6.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,02%"
6831,Marie Granger,6.0,-circonscription-hauts-de-seine,DIV,"0,00%"
6832,Patrick Ollier,7.0,-circonscription-hauts-de-seine,UMP,"60,29%"
6833,Bertrand Rocheron,7.0,-circonscription-hauts-de-seine,PS,"16,03%"
6834,André Cros,7.0,-circonscription-hauts-de-seine,MoDem,"11,62%"
6835,Julien Sage,7.0,-circonscription-hauts-de-seine,Les Verts,"3,19%"
6836,Jeannine Naert,7.0,-circonscription-hauts-de-seine,FN,"3,05%"
6837,David Pijoan,7.0,-circonscription-hauts-de-seine,LCR,"1,30%"
6838,Camille Barre,7.0,-circonscription-hauts-de-seine,PCF,"1,22%"
6839,Anne de Vaureix,7.0,-circonscription-hauts-de-seine,MPF,"0,73%"
6840,Anne Bitterlin,7.0,-circonscription-hauts-de-seine,Mouvement Ecologiste Indépendant,"0,69%"
6841,Valérie Terrazzoni,7.0,-circonscription-hauts-de-seine,La France en Action,"0,50%"
6842,Christian Brison,7.0,-circonscription-hauts-de-seine,LO,"0,37%"
6843,Dominique Farcis,7.0,-circonscription-hauts-de-seine,DVD,"0,35%"
6844,Patrick Indjian,7.0,-circonscription-hauts-de-seine,MRC,"0,33%"
6845,Bernard Bornette,7.0,-circonscription-hauts-de-seine,MNR,"0,30%"
6846,Sylvia Chollou,7.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,01%"
6847,Jean-Jacques Guillet,8.0,-circonscription-hauts-de-seine,UMP,"50,09%"
6848,Caroline Roy,8.0,-circonscription-hauts-de-seine,PRG,"21,13%"
6849,Bernard Lehideux,8.0,-circonscription-hauts-de-seine,MoDem,"14,39%"
6850,Luc Blanchard,8.0,-circonscription-hauts-de-seine,Les Verts,"3,99%"
6851,Annie Dequeant,8.0,-circonscription-hauts-de-seine,FN,"2,75%"
6852,Nicolas Gonnet,8.0,-circonscription-hauts-de-seine,PCF,"1,74%"
6853,Marie-France Cyroulnik,8.0,-circonscription-hauts-de-seine,LCR,"1,47%"
6854,Delphine Filloux,8.0,-circonscription-hauts-de-seine,"
									Mouvement Social Démocrate									","1,42%"
6855,Danielle Raffali,8.0,-circonscription-hauts-de-seine,Mouvement Ecologiste Indépendant,"1,00%"
6856,Christine Bezault,8.0,-circonscription-hauts-de-seine,La France en Action,"0,58%"
6857,Pauline Legrand,8.0,-circonscription-hauts-de-seine,MNR,"0,57%"
6858,Francis Lucet,8.0,-circonscription-hauts-de-seine,LO,"0,51%"
6859,Sophie Suchard,8.0,-circonscription-hauts-de-seine,PT,"0,26%"
6860,Renaud Bouchard,8.0,-circonscription-hauts-de-seine,DIV,"0,06%"
6861,Annick Russo,8.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,05%"
6862,Pierre-Christophe Baguet,9.0,-circonscription-hauts-de-seine,UMP,"59,32%"
6863,Pierre Gaborit,9.0,-circonscription-hauts-de-seine,PS,"18,17%"
6864,Dorothée Pineau,9.0,-circonscription-hauts-de-seine,DVD,"10,92%"
6865,Peggy Duboucher,9.0,-circonscription-hauts-de-seine,Les Verts,"2,50%"
6866,Eric du Reau,9.0,-circonscription-hauts-de-seine,FN,"2,26%"
6867,Ségolène Missoffe,9.0,-circonscription-hauts-de-seine,Le Nouveau Centre,"1,34%"
6868,Anne-Charlotte Lorber,9.0,-circonscription-hauts-de-seine,MPF,"1,11%"
6869,Mireille Thouvenot,9.0,-circonscription-hauts-de-seine,LCR,"0,98%"
6870,Isabelle Goitia,9.0,-circonscription-hauts-de-seine,PCF,"0,98%"
6871,Catherine Grolière,9.0,-circonscription-hauts-de-seine,Le Trèfle,"0,67%"
6872,Marianne Picard,9.0,-circonscription-hauts-de-seine,MRC,"0,63%"
6873,Christian Cotten,9.0,-circonscription-hauts-de-seine,La France en Action,"0,53%"
6874,Françoise Brunet,9.0,-circonscription-hauts-de-seine,LO,"0,27%"
6875,Michel Pageard,9.0,-circonscription-hauts-de-seine,MNR,"0,24%"
6876,Marie-Pierre Bolliet,9.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,08%"
6877,André Santini,10.0,-circonscription-hauts-de-seine,Le Nouveau Centre,"47,85%"
6878,Lucille Schmid,10.0,-circonscription-hauts-de-seine,PS,"25,41%"
6879,Christophe Ginisty,10.0,-circonscription-hauts-de-seine,MoDem,"12,97%"
6880,Catherine Naviaux,10.0,-circonscription-hauts-de-seine,Les Verts,"3,90%"
6881,Eugène Terret,10.0,-circonscription-hauts-de-seine,FN,"2,46%"
6882,Lysiane Alezard,10.0,-circonscription-hauts-de-seine,PCF,"2,17%"
6883,Nina Wouters,10.0,-circonscription-hauts-de-seine,LCR,"1,84%"
6884,Alain Aripa,10.0,-circonscription-hauts-de-seine,MPF,"1,09%"
6885,Malek Hocini,10.0,-circonscription-hauts-de-seine,"
									Parti Rachid Nekkaz									","0,63%"
6886,Sabrina Binder,10.0,-circonscription-hauts-de-seine,La France en Action,"0,58%"
6887,Laurence Viguie,10.0,-circonscription-hauts-de-seine,LO,"0,49%"
6888,Philippe Bottet,10.0,-circonscription-hauts-de-seine,PT,"0,32%"
6889,Valérie Drouet,10.0,-circonscription-hauts-de-seine,MNR,"0,23%"
6890,Jean-Michel Venturini,10.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,07%"
6891,Jean-Loup Metton,11.0,-circonscription-hauts-de-seine,Le Nouveau Centre,"36,32%"
6892,Marie-Hélène Amiable,11.0,-circonscription-hauts-de-seine,PCF,"27,40%"
6893,Catherine Picard,11.0,-circonscription-hauts-de-seine,PS,"22,88%"
6894,Carmelina de Pablo,11.0,-circonscription-hauts-de-seine,Les Verts,"3,86%"
6895,Hubert Bonjean,11.0,-circonscription-hauts-de-seine,FN,"3,26%"
6896,Olivier Barberousse,11.0,-circonscription-hauts-de-seine,LCR,"2,52%"
6897,Sébastien Dadare,11.0,-circonscription-hauts-de-seine,La France en Action,"1,16%"
6898,Marie-Thérèse Galateau,11.0,-circonscription-hauts-de-seine,MNR,"0,84%"
6899,Malika Kadri,11.0,-circonscription-hauts-de-seine,"
									Parti Rachid Nekkaz									","0,58%"
6900,Juliette Sauvanaud,11.0,-circonscription-hauts-de-seine,LO,"0,45%"
6901,Dominique Teixeira,11.0,-circonscription-hauts-de-seine,PT,"0,38%"
6902,Patrick Boukhedimi,11.0,-circonscription-hauts-de-seine,EXG,"0,35%"
6903,Denis Morillère,11.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,00%"
6904,Philippe Pemezec,12.0,-circonscription-hauts-de-seine,UMP,"46,59%"
6905,Philippe Kaltenbach,12.0,-circonscription-hauts-de-seine,PS,"30,11%"
6906,Christian Delom,12.0,-circonscription-hauts-de-seine,MoDem,"10,90%"
6907,Isabelle Chabran,12.0,-circonscription-hauts-de-seine,Les Verts,"3,89%"
6908,Ludovic Zanolin,12.0,-circonscription-hauts-de-seine,PCF,"2,63%"
6909,Jean-Pierre Schmitt,12.0,-circonscription-hauts-de-seine,FN,"2,32%"
6910,Philippe Antzenberger,12.0,-circonscription-hauts-de-seine,LCR,"1,98%"
6911,Robert Larcher,12.0,-circonscription-hauts-de-seine,LO,"0,49%"
6912,Freddy Brillon,12.0,-circonscription-hauts-de-seine,DVD,"0,43%"
6913,Geneviève Delmatto,12.0,-circonscription-hauts-de-seine,MNR,"0,33%"
6914,Paul Benard,12.0,-circonscription-hauts-de-seine,PT,"0,33%"
6915,Elisabeth Diaz Gomez,12.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,01%"
6916,Denis Delvitto,12.0,-circonscription-hauts-de-seine,DIV,"0,00%"
6917,Patrick Devedjian,13.0,-circonscription-hauts-de-seine,UMP,"46,12%"
6918,Michèle Canet,13.0,-circonscription-hauts-de-seine,PS,"23,62%"
6919,Chantal Brault,13.0,-circonscription-hauts-de-seine,MoDem,"15,36%"
6920,Denis Delrieu,13.0,-circonscription-hauts-de-seine,Les Verts,"4,19%"
6921,Catherine Iorio,13.0,-circonscription-hauts-de-seine,FN,"2,55%"
6922,Dominique Fie,13.0,-circonscription-hauts-de-seine,PCF,"2,52%"
6923,Stéphane Lepeuve,13.0,-circonscription-hauts-de-seine,LCR,"2,00%"
6924,Dominique Hollebeke,13.0,-circonscription-hauts-de-seine,MPF,"1,10%"
6925,André Sarfati,13.0,-circonscription-hauts-de-seine,La France en Action,"0,67%"
6926,Aimée Gourdol,13.0,-circonscription-hauts-de-seine,MRC,"0,62%"
6927,Martine Benlolo,13.0,-circonscription-hauts-de-seine,LO,"0,41%"
6928,Anne Bastide,13.0,-circonscription-hauts-de-seine,Le Trèfle,"0,39%"
6929,Françoise Rieux,13.0,-circonscription-hauts-de-seine,MNR,"0,37%"
6930,Huguette Fontan,13.0,-circonscription-hauts-de-seine,Parti Humaniste,"0,07%"
6931,Bruno Le Roux,1.0,-circonscription-seine-saint-denis,PS,"34,66%"
6932,Briggitte Espinasse,1.0,-circonscription-seine-saint-denis,UMP,"23,78%"
6933,Hayat Dhalfa,1.0,-circonscription-seine-saint-denis,PCF,"12,66%"
6934,Claire O'Petit,1.0,-circonscription-seine-saint-denis,MoDem,"6,75%"
6935,Patrick Rivallain,1.0,-circonscription-seine-saint-denis,FN,"5,02%"
6936,William Delannoy,1.0,-circonscription-seine-saint-denis,DIV,"4,99%"
6937,Madjid Challal,1.0,-circonscription-seine-saint-denis,Les Verts,"3,47%"
6938,Nathalie Oliver,1.0,-circonscription-seine-saint-denis,LCR,"3,24%"
6939,Marianne Courrejou,1.0,-circonscription-seine-saint-denis,Le Trèfle,"1,09%"
6940,Monique Teyssere,1.0,-circonscription-seine-saint-denis,LO,"1,08%"
6941,Laurent Stocco,1.0,-circonscription-seine-saint-denis,MPF,"1,01%"
6942,Janine Maurice-Bellay,1.0,-circonscription-seine-saint-denis,DVG,"0,87%"
6943,Patrick Pedrot,1.0,-circonscription-seine-saint-denis,PT,"0,66%"
6944,Eric Orpelière,1.0,-circonscription-seine-saint-denis,La France en Action,"0,57%"
6945,Nicolas Dejeu,1.0,-circonscription-seine-saint-denis,"
									Parti Rachid Nekkaz									","0,13%"
6946,Gwen-Aëlle Trombert,1.0,-circonscription-seine-saint-denis,Parti Humaniste,"0,02%"
6947,Louis Campana,1.0,-circonscription-seine-saint-denis,DIV,"0,00%"
6948,Patrick Braouezec,2.0,-circonscription-seine-saint-denis,PCF,"32,72%"
6949,Evelyne Nicol,2.0,-circonscription-seine-saint-denis,UMP,"22,63%"
6950,Rose Gomis,2.0,-circonscription-seine-saint-denis,PS,"20,37%"
6951,Djamel Bouras,2.0,-circonscription-seine-saint-denis,MoDem,"9,57%"
6952,Alain Guyomard,2.0,-circonscription-seine-saint-denis,FN,"5,09%"
6953,Cécile Rangin,2.0,-circonscription-seine-saint-denis,Les Verts,"2,94%"
6954,Catherine Billard,2.0,-circonscription-seine-saint-denis,LCR,"2,61%"
6955,Huguette Brevini,2.0,-circonscription-seine-saint-denis,MNR,"0,97%"
6956,Philippe Julien,2.0,-circonscription-seine-saint-denis,LO,"0,87%"
6957,Christophe Mézerette,2.0,-circonscription-seine-saint-denis,MRC,"0,66%"
6958,Nouredine Saadi,2.0,-circonscription-seine-saint-denis,DIV,"0,45%"
6959,Lionel Gimont,2.0,-circonscription-seine-saint-denis,EXG,"0,40%"
6960,Claudine Chevreau,2.0,-circonscription-seine-saint-denis,PT,"0,38%"
6961,Smaïn Bedrouni,2.0,-circonscription-seine-saint-denis,La France en Action,"0,36%"
6962,Sandra Iemouli,2.0,-circonscription-seine-saint-denis,Parti Humaniste,"0,00%"
6963,Daniel Goldberg,3.0,-circonscription-seine-saint-denis,PS,"28,12%"
6964,Kamel Hamza,3.0,-circonscription-seine-saint-denis,UMP,"18,33%"
6965,Gilles Poux,3.0,-circonscription-seine-saint-denis,PCF,"17,99%"
6966,Vincent Capo-Canellas,3.0,-circonscription-seine-saint-denis,MoDem,"8,35%"
6967,Serge Wargniez,3.0,-circonscription-seine-saint-denis,FN,"7,55%"
6968,Slimane Dib,3.0,-circonscription-seine-saint-denis,DVD,"3,83%"
6969,Mouloud Aounit,3.0,-circonscription-seine-saint-denis,DVG,"3,24%"
6970,Bénedicte Gaudillière,3.0,-circonscription-seine-saint-denis,LCR,"2,67%"
6971,Jean-François Monino,3.0,-circonscription-seine-saint-denis,Les Verts,"2,40%"
6972,Malika AHMED,3.0,-circonscription-seine-saint-denis,DIV,"1,47%"
6973,Michel Jouannin,3.0,-circonscription-seine-saint-denis,LO,"1,32%"
6974,Jean-Michel Helleboid,3.0,-circonscription-seine-saint-denis,MNR,"1,25%"
6975,Simone Ciaravano,3.0,-circonscription-seine-saint-denis,Le Trèfle,"1,05%"
6976,Djamila Khelaf,3.0,-circonscription-seine-saint-denis,PRG,"0,81%"
6977,Michel Almeras,3.0,-circonscription-seine-saint-denis,DIV,"0,48%"
6978,Leïla Azouz,3.0,-circonscription-seine-saint-denis,PT,"0,47%"
6979,Laure Molinari,3.0,-circonscription-seine-saint-denis,Génération Ecologie,"0,43%"
6980,Benabes Belfodil,3.0,-circonscription-seine-saint-denis,Parti National Radical,"0,20%"
6981,Gilles Audin,3.0,-circonscription-seine-saint-denis,Parti Humaniste,"0,01%"
6982,Sébastien Foy,3.0,-circonscription-seine-saint-denis,DVD,"0,00%"
6983,Thierry Meignen,4.0,-circonscription-seine-saint-denis,UMP,"34,35%"
6984,Marie-George Buffet,4.0,-circonscription-seine-saint-denis,PCF,"32,26%"
6985,Marie-Pierre Ramos,4.0,-circonscription-seine-saint-denis,PS,"15,55%"
6986,Alain Geoffroy,4.0,-circonscription-seine-saint-denis,FN,"5,38%"
6987,Marc Boulanger,4.0,-circonscription-seine-saint-denis,DVD,"3,31%"
6988,Francis Morin,4.0,-circonscription-seine-saint-denis,Les Verts,"2,34%"
6989,Virginie Megevand,4.0,-circonscription-seine-saint-denis,LCR,"2,21%"
6990,Omar Mahi,4.0,-circonscription-seine-saint-denis,Parti National Radical,"1,55%"
6991,France Barbet,4.0,-circonscription-seine-saint-denis,MNR,"0,86%"
6992,Carine Pelegrin-Legris,4.0,-circonscription-seine-saint-denis,Génération Ecologie,"0,81%"
6993,Sophie Robin,4.0,-circonscription-seine-saint-denis,LO,"0,78%"
6994,Marie-France Roisin,4.0,-circonscription-seine-saint-denis,La France en Action,"0,55%"
6995,Soria Ourahmoune,4.0,-circonscription-seine-saint-denis,Parti Humaniste,"0,05%"
6996,Jean-Christophe Lagarde,5.0,-circonscription-seine-saint-denis,DVD,"45,95%"
6997,ABDEL Sadi,5.0,-circonscription-seine-saint-denis,PCF,"20,28%"
