,Candidat,Circ,Departement,Parti,Score
830,Sylvain Victor,1.0,-circonscription-calvados,DVD,"0,39%"
831,Pierre Marchand,1.0,-circonscription-calvados,EXG,"0,17%"
832,Guy Guerrin,1.0,-circonscription-calvados,DIV,"0,12%"
833,Rodolphe Thomas,2.0,-circonscription-calvados,Le Nouveau Centre,"37,94%"
834,Laurence Dumont,2.0,-circonscription-calvados,PS,"37,68%"
835,Alain Gruenais,2.0,-circonscription-calvados,Les Verts,"4,73%"
836,Gérard Leneveu,2.0,-circonscription-calvados,PCF,"4,60%"
837,Henri Ferey,2.0,-circonscription-calvados,FN,"2,81%"
838,Cynthia Colosio,2.0,-circonscription-calvados,LCR,"2,48%"
839,Bernard Crouzille,2.0,-circonscription-calvados,DVD,"2,22%"
840,Sophie Noël,2.0,-circonscription-calvados,MPF,"1,84%"
841,Hélène Kunkel,2.0,-circonscription-calvados,CPNT,"1,73%"
842,Christophe Sady,2.0,-circonscription-calvados,Mouvement Ecologiste Indépendant,"1,00%"
843,Eric Le Denmat,2.0,-circonscription-calvados,La France en Action,"0,95%"
844,Christophe Garcia,2.0,-circonscription-calvados,LO,"0,93%"
845,Rémi Aillaud,2.0,-circonscription-calvados,EXG,"0,76%"
846,Eric Delteil,2.0,-circonscription-calvados,PT,"0,34%"
847,Claude Leteurtre,3.0,-circonscription-calvados,Le Nouveau Centre,"29,94%"
848,Clotilde Valter,3.0,-circonscription-calvados,PS,"28,21%"
849,Eric Lehéricy,3.0,-circonscription-calvados,DVD,"22,20%"
850,Marcelle Bazil,3.0,-circonscription-calvados,FN,"3,31%"
851,Brigitte Jacob,3.0,-circonscription-calvados,LCR,"2,75%"
852,Flavie Pasquet,3.0,-circonscription-calvados,CPNT,"2,60%"
853,Laurence Morand,3.0,-circonscription-calvados,Les Verts,"2,48%"
854,Serge Loiseau,3.0,-circonscription-calvados,PCF,"1,94%"
855,Paul Mercier,3.0,-circonscription-calvados,MPF,"1,37%"
856,Thi Mai Tram Tran,3.0,-circonscription-calvados,LO,"1,20%"
857,Marie-Claude Herboux,3.0,-circonscription-calvados,Gauche Alternative 2007,"1,18%"
858,Alain Angelini,3.0,-circonscription-calvados,Mouvement Ecologiste Indépendant,"1,02%"
859,Jacques Bessin,3.0,-circonscription-calvados,La France en Action,"0,80%"
860,Yves Duprès,3.0,-circonscription-calvados,MNR,"0,59%"
861,Patrick Bunel,3.0,-circonscription-calvados,DVD,"0,39%"
862,Nicole Ameline,4.0,-circonscription-calvados,UMP,"53,37%"
863,Damien Cesselin,4.0,-circonscription-calvados,PS,"21,42%"
864,Frédéric Chazal,4.0,-circonscription-calvados,MoDem,"5,40%"
865,Pierre Mouraret,4.0,-circonscription-calvados,PCF,"4,66%"
866,Colette Gadiot,4.0,-circonscription-calvados,FN,"3,69%"
867,Emmanuelle Marie,4.0,-circonscription-calvados,CPNT,"2,94%"
868,Nicole Fernandez Bravo,4.0,-circonscription-calvados,Les Verts,"2,56%"
869,Maryse Bouvard,4.0,-circonscription-calvados,MPF,"1,51%"
870,Michel Sidortchouk,4.0,-circonscription-calvados,LCR,"1,42%"
871,Christophe Menard,4.0,-circonscription-calvados,DVD,"0,87%"
872,Patrick Poirot Bourdain,4.0,-circonscription-calvados,LO,"0,81%"
873,Magda Maffezzoli,4.0,-circonscription-calvados,La France en Action,"0,72%"
874,Georges Marchand,4.0,-circonscription-calvados,EXG,"0,51%"
875,David Simhon,4.0,-circonscription-calvados,DVD,"0,12%"
876,Jean-Marc Lefranc,5.0,-circonscription-calvados,UMP,"48,43%"
877,Nathalie Le Moal,5.0,-circonscription-calvados,PS,"25,33%"
878,Christine Delecroix,5.0,-circonscription-calvados,MoDem,"8,50%"
879,Valérie Dupont,5.0,-circonscription-calvados,FN,"3,39%"
880,Olivier Joliton,5.0,-circonscription-calvados,Les Verts,"3,02%"
881,Paul Marie,5.0,-circonscription-calvados,CPNT,"2,55%"
882,Sylvaine Ramond,5.0,-circonscription-calvados,LCR,"1,66%"
883,Thierry Besnard,5.0,-circonscription-calvados,PCF,"1,64%"
884,Stéphane Royer,5.0,-circonscription-calvados,Gauche Alternative 2007,"1,43%"
885,Charline Joliveau,5.0,-circonscription-calvados,LO,"0,72%"
886,Caroline de Villiers,5.0,-circonscription-calvados,MPF,"0,71%"
887,Alain Champain,5.0,-circonscription-calvados,Génération Ecologie,"0,68%"
888,France Devigne,5.0,-circonscription-calvados,La France en Action,"0,60%"
889,Didier Bergar,5.0,-circonscription-calvados,EXG,"0,53%"
890,Micheline Dumesges,5.0,-circonscription-calvados,MNR,"0,40%"
891,Pascal Blanchetier,5.0,-circonscription-calvados,MRC,"0,40%"
892,Jean-Yves Cousin,6.0,-circonscription-calvados,UMP,"46,88%"
893,Alain Tourret,6.0,-circonscription-calvados,PRG,"29,28%"
894,Franck Lelièvre,6.0,-circonscription-calvados,MoDem,"6,55%"
895,Jean-Baptiste Lemazurier,6.0,-circonscription-calvados,FN,"3,26%"
896,Pascal Giloire,6.0,-circonscription-calvados,Les Verts,"2,96%"
897,Didier Vergy,6.0,-circonscription-calvados,CPNT,"2,51%"
898,Gérard Leroy,6.0,-circonscription-calvados,LCR,"2,20%"
899,Claudine Carin,6.0,-circonscription-calvados,PCF,"1,23%"
900,Sylvie Bernard,6.0,-circonscription-calvados,Mouvement Ecologiste Indépendant,"1,10%"
901,Anne Flambard,6.0,-circonscription-calvados,Gauche Alternative 2007,"0,98%"
902,Isabelle Peltre,6.0,-circonscription-calvados,LO,"0,90%"
903,Véronique Roulle,6.0,-circonscription-calvados,MPF,"0,88%"
904,Stéphanie Fouque,6.0,-circonscription-calvados,La France en Action,"0,52%"
905,Françoise Levaigneur,6.0,-circonscription-calvados,MNR,"0,39%"
906,Fanny Anne,6.0,-circonscription-calvados,DIV,"0,27%"
907,Michel Menneson,6.0,-circonscription-calvados,DVD,"0,09%"
908,Vincent Descoeur,1.0,-circonscription-cantal,UMP,"44,45%"
909,Jacques Markarian,1.0,-circonscription-cantal,PS,"29,26%"
910,François Vermande,1.0,-circonscription-cantal,DVD,"10,36%"
911,Christiane Missegue,1.0,-circonscription-cantal,MoDem,"4,72%"
912,Patrick Perrier,1.0,-circonscription-cantal,PCF,"3,55%"
913,Vincent Bessat,1.0,-circonscription-cantal,Les Verts,"2,87%"
914,Véronique Bamas,1.0,-circonscription-cantal,LCR,"1,88%"
915,Thierry Krzeminski,1.0,-circonscription-cantal,FN,"1,33%"
916,Rémy Dauvillier,1.0,-circonscription-cantal,LO,"0,63%"
917,Yolande Trouillet,1.0,-circonscription-cantal,MPF,"0,53%"
918,François Bre,1.0,-circonscription-cantal,DIV,"0,27%"
919,Christine Gaymard,1.0,-circonscription-cantal,La France en Action,"0,13%"
920,Alain Marleix,2.0,-circonscription-cantal,UMP,"63,72%"
921,Marie-Thérèse Salles,2.0,-circonscription-cantal,PS,"14,69%"
922,Marc Petitjean,2.0,-circonscription-cantal,MRC,"9,73%"
923,Jean-Pierre Lagane,2.0,-circonscription-cantal,MoDem,"5,07%"
924,Dominique Dumazel,2.0,-circonscription-cantal,Les Verts,"1,94%"
925,Liliane Fuchey,2.0,-circonscription-cantal,PCF,"1,64%"
926,Michel Fabre,2.0,-circonscription-cantal,Mouvement Ecologiste Indépendant,"1,43%"
927,Muriel Monchal,2.0,-circonscription-cantal,LO,"1,11%"
928,Jocelyne Vasseur-Delmas,2.0,-circonscription-cantal,PT,"0,56%"
929,Pierre Morin,2.0,-circonscription-cantal,La France en Action,"0,12%"
930,Odile Jalenques,2.0,-circonscription-cantal,MPF,"0,00%"
931,Jean-Claude Viollet,1.0,-circonscription-charente,PS,"40,93%"
932,Martine Faury,1.0,-circonscription-charente,UMP,"34,89%"
933,Samuel Cazenave,1.0,-circonscription-charente,MoDem,"8,38%"
934,Jean-Yves Le Turdu,1.0,-circonscription-charente,Les Verts,"3,00%"
935,Yseult Goutierre,1.0,-circonscription-charente,FN,"2,67%"
936,Jean-Pierre Bellefaye,1.0,-circonscription-charente,LCR,"2,45%"
937,Fanny Luteau,1.0,-circonscription-charente,PCF,"1,88%"
938,Danièle Duclaud,1.0,-circonscription-charente,MPF,"1,54%"
939,Yann Andrieux,1.0,-circonscription-charente,CPNT,"1,33%"
940,Jean-Pierre Courtois,1.0,-circonscription-charente,LO,"0,85%"
941,Valérie Paour,1.0,-circonscription-charente,Génération Ecologie,"0,75%"
942,Alain Chailloux,1.0,-circonscription-charente,DVD,"0,68%"
943,Josette Blanc,1.0,-circonscription-charente,La France en Action,"0,65%"
944,Marie-Line Reynaud,2.0,-circonscription-charente,PS,"28,37%"
945,Jérôme Mouhot,2.0,-circonscription-charente,UMP,"26,78%"
946,Bertrand Sourisseau,2.0,-circonscription-charente,DVD,"17,84%"
947,Noël Belliot,2.0,-circonscription-charente,MoDem,"5,51%"
948,Jean-Claude Fayemendie,2.0,-circonscription-charente,DVG,"4,95%"
949,Michel Adam,2.0,-circonscription-charente,Les Verts,"2,74%"
950,Simone Fayaud,2.0,-circonscription-charente,PCF,"2,66%"
951,Jean-Baptiste Millon,2.0,-circonscription-charente,FN,"2,61%"
952,Philippe Malsacré,2.0,-circonscription-charente,CPNT,"2,40%"
953,Nathalie Nouts,2.0,-circonscription-charente,LCR,"2,13%"
954,Patrick Bompoint,2.0,-circonscription-charente,PRG,"1,70%"
955,Danièlle Dessouchet,2.0,-circonscription-charente,LO,"1,02%"
956,Patrick Fito,2.0,-circonscription-charente,MPF,"0,93%"
957,Jean-Pierre Tournier,2.0,-circonscription-charente,MNR,"0,36%"
958,Jérôme Lambert,3.0,-circonscription-charente,PS,"44,18%"
959,Caroline Fombaron,3.0,-circonscription-charente,UMP,"29,83%"
960,Ioana Vaudin,3.0,-circonscription-charente,MoDem,"6,92%"
961,Michelle Mauvillain,3.0,-circonscription-charente,PCF,"3,76%"
962,René Thromas,3.0,-circonscription-charente,FN,"3,24%"
963,Madeleine Labie,3.0,-circonscription-charente,Les Verts,"2,91%"
964,Brigitte Moreau,3.0,-circonscription-charente,MPF,"2,14%"
965,Marie-Thérèse Gerault,3.0,-circonscription-charente,LCR,"2,12%"
966,Agnès Malsacré,3.0,-circonscription-charente,CPNT,"1,70%"
967,Anne Mainguy,3.0,-circonscription-charente,LO,"0,83%"
968,Joël Bouchaud,3.0,-circonscription-charente,DVD,"0,69%"
969,Robert Tixier,3.0,-circonscription-charente,Le Nouveau Centre,"0,53%"
970,Pascale Protzenko,3.0,-circonscription-charente,La France en Action,"0,46%"
971,Claire Tournier,3.0,-circonscription-charente,MNR,"0,42%"
972,Jean Urroz,3.0,-circonscription-charente,Partit Occitan,"0,28%"
973,Philippe Mottet,4.0,-circonscription-charente,UMP,"35,58%"
974,Martine Pinville,4.0,-circonscription-charente,DVG,"21,04%"
975,Malek Boutih,4.0,-circonscription-charente,PS,"15,66%"
976,Jacques Persyn,4.0,-circonscription-charente,DVG,"8,95%"
977,Michel Bouron,4.0,-circonscription-charente,MoDem,"7,61%"
978,Françoise Soulé,4.0,-circonscription-charente,Les Verts,"2,84%"
979,Marie-Christine Cardoso,4.0,-circonscription-charente,FN,"2,50%"
980,Michel Deboeuf,4.0,-circonscription-charente,LCR,"2,13%"
981,Aurore Chailloux,4.0,-circonscription-charente,DVD,"1,13%"
982,Jean-Léopold Siwé-Nana,4.0,-circonscription-charente,DIV,"0,82%"
983,Nicole Gadrat,4.0,-circonscription-charente,LO,"0,67%"
984,Erick Lacube,4.0,-circonscription-charente,La France en Action,"0,56%"
985,Céline Gilardeau,4.0,-circonscription-charente,MNR,"0,52%"
986,Maxime Bono,1.0,-circonscription-charente-maritime,PS,"40,77%"
987,Dominique Morvant,1.0,-circonscription-charente-maritime,UMP,"35,95%"
988,Elisabeth Delorme-Blaizot,1.0,-circonscription-charente-maritime,MoDem,"5,93%"
989,Richard Douard,1.0,-circonscription-charente-maritime,Le Nouveau Centre,"2,93%"
990,Gaëlle Mangin,1.0,-circonscription-charente-maritime,Les Verts,"2,83%"
991,Jean-Marc de Lacoste Lareymondie,1.0,-circonscription-charente-maritime,FN,"2,42%"
992,Esther Mémain,1.0,-circonscription-charente-maritime,PCF,"2,30%"
993,Patrick Vallée,1.0,-circonscription-charente-maritime,LCR,"1,78%"
994,Serge Lavaud,1.0,-circonscription-charente-maritime,MPF,"1,32%"
995,Jean-Noël Debroise,1.0,-circonscription-charente-maritime,Génération Ecologie,"1,27%"
996,Michelle Richard,1.0,-circonscription-charente-maritime,CPNT,"1,05%"
997,Claire Melchiori,1.0,-circonscription-charente-maritime,La France en Action,"0,64%"
998,Antoine Colin,1.0,-circonscription-charente-maritime,LO,"0,52%"
999,Jacques Dumerc,1.0,-circonscription-charente-maritime,PT,"0,30%"
1000,Jean-Louis Léonard,2.0,-circonscription-charente-maritime,UMP,"42,98%"
1001,André Bonnin,2.0,-circonscription-charente-maritime,PS,"29,99%"
1002,Jacques Maret,2.0,-circonscription-charente-maritime,MoDem,"5,05%"
1003,Corinne Cap,2.0,-circonscription-charente-maritime,Les Verts,"3,98%"
1004,Gérard Blanchier,2.0,-circonscription-charente-maritime,PCF,"3,49%"
1005,Thierry Joulin,2.0,-circonscription-charente-maritime,CPNT,"3,35%"
1006,Marie-Françoise Catalan,2.0,-circonscription-charente-maritime,FN,"3,14%"
1007,Denis Poulain,2.0,-circonscription-charente-maritime,LCR,"2,59%"
1008,Dominique Droin,2.0,-circonscription-charente-maritime,MPF,"2,00%"
1009,Michel Bel,2.0,-circonscription-charente-maritime,DIV,"1,10%"
1010,Anne Bernon,2.0,-circonscription-charente-maritime,LO,"0,85%"
1011,Laurent Talbot,2.0,-circonscription-charente-maritime,La France en Action,"0,70%"
1012,Jean-Claude Deborde,2.0,-circonscription-charente-maritime,PT,"0,50%"
1013,Fabrice Restier,2.0,-circonscription-charente-maritime,DVD,"0,28%"
1014,Xavier de Roux,3.0,-circonscription-charente-maritime,UMP,"39,43%"
1015,Catherine Quéré,3.0,-circonscription-charente-maritime,PS,"31,99%"
1016,Jean-Philippe Ardouin,3.0,-circonscription-charente-maritime,MoDem,"9,93%"
1017,Philippe Barotin,3.0,-circonscription-charente-maritime,CPNT,"3,16%"
1018,Yolande Bak,3.0,-circonscription-charente-maritime,FN,"3,08%"
1019,Michelle Carmouse,3.0,-circonscription-charente-maritime,PCF,"2,90%"
1020,Christian Couillaud,3.0,-circonscription-charente-maritime,Les Verts,"2,73%"
1021,Nadège Edwards,3.0,-circonscription-charente-maritime,LCR,"2,66%"
1022,Aline Mathieu,3.0,-circonscription-charente-maritime,MPF,"1,88%"
1023,David Lévêque,3.0,-circonscription-charente-maritime,La France en Action,"0,96%"
1024,Khamssa Rahmani,3.0,-circonscription-charente-maritime,LO,"0,70%"
1025,Christine Tasin,3.0,-circonscription-charente-maritime,MRC,"0,57%"
1026,Dominique Bussereau,4.0,-circonscription-charente-maritime,UMP,"51,73%"
1027,Régine Joly,4.0,-circonscription-charente-maritime,PS,"23,90%"
1028,Céline Alleaume,4.0,-circonscription-charente-maritime,MoDem,"6,82%"
1029,Bernard Roy,4.0,-circonscription-charente-maritime,FN,"3,80%"
1030,Chantal Thomazeau,4.0,-circonscription-charente-maritime,CPNT,"3,20%"
1031,Lino Piva,4.0,-circonscription-charente-maritime,LCR,"2,19%"
1032,Danièle Lot,4.0,-circonscription-charente-maritime,Les Verts,"1,93%"
1033,Jean-Marc Langlais,4.0,-circonscription-charente-maritime,PCF,"1,81%"
1034,Séverine Werbrouck,4.0,-circonscription-charente-maritime,MPF,"1,42%"
1035,Christophe Bruneteau,4.0,-circonscription-charente-maritime,LO,"0,73%"
1036,Alain Girard,4.0,-circonscription-charente-maritime,MRC,"0,73%"
1037,Françoise Doucet,4.0,-circonscription-charente-maritime,Génération Ecologie,"0,69%"
1038,Jack Lionet,4.0,-circonscription-charente-maritime,La France en Action,"0,55%"
1039,Grégory Couillaud,4.0,-circonscription-charente-maritime,DVD,"0,49%"
1040,Didier Quentin,5.0,-circonscription-charente-maritime,UMP,"53,51%"
1041,Vincent Barraud,5.0,-circonscription-charente-maritime,PRG,"18,12%"
1042,Alexis Blanc,5.0,-circonscription-charente-maritime,MoDem,"8,04%"
1043,Elise Somprou,5.0,-circonscription-charente-maritime,FN,"3,94%"
1044,Jean-Louis Jaulin,5.0,-circonscription-charente-maritime,CPNT,"3,34%"
1045,Nicole Kentzel,5.0,-circonscription-charente-maritime,Les Verts,"3,33%"
1046,Maria Dolores Delgado,5.0,-circonscription-charente-maritime,LCR,"3,03%"
1047,Jacques Guiard,5.0,-circonscription-charente-maritime,PCF,"2,76%"
1048,Claude Meunier,5.0,-circonscription-charente-maritime,MPF,"1,92%"
1049,Patrick Vaisse,5.0,-circonscription-charente-maritime,La France en Action,"1,07%"
1050,Marouani Ben Hadj Salem,5.0,-circonscription-charente-maritime,LO,"0,64%"
1051,Alain Ignacimouttou,5.0,-circonscription-charente-maritime,DIV,"0,31%"
1052,Yves Fromion,1.0,-circonscription-cher,UMP,"46,35%"
1053,Irène Félix,1.0,-circonscription-cher,PS,"24,69%"
1054,Alain Tanton,1.0,-circonscription-cher,MoDem,"8,15%"
1055,Yannick Bedin,1.0,-circonscription-cher,PCF,"5,28%"
1056,Jean d'Ogny,1.0,-circonscription-cher,FN,"4,94%"
1057,Roger Ledoux,1.0,-circonscription-cher,Les Verts,"3,19%"
1058,Jérôme Castaing,1.0,-circonscription-cher,LCR,"1,95%"
1059,Jean-Marc Foltier,1.0,-circonscription-cher,CPNT,"1,50%"
1060,Sylvie Cerveau,1.0,-circonscription-cher,LO,"1,37%"
1061,Catherine Mallié,1.0,-circonscription-cher,MPF,"0,97%"
1062,Françoise Maréchal,1.0,-circonscription-cher,La France en Action,"0,64%"
1063,Odile Tissot,1.0,-circonscription-cher,MRC,"0,51%"
1064,Marinette Dosne,1.0,-circonscription-cher,MNR,"0,45%"
1065,Josette Eydoux,1.0,-circonscription-cher,DIV,"0,02%"
1066,Franck Thomas-Richard,2.0,-circonscription-cher,UMP,"34,46%"
1067,Jean-Claude Sandrier,2.0,-circonscription-cher,PCF,"31,20%"
1068,Marie-Hélène Bodin,2.0,-circonscription-cher,PS,"13,26%"
1069,Nadia Essayan,2.0,-circonscription-cher,MoDem,"6,95%"
1070,Françoise Merlin,2.0,-circonscription-cher,FN,"4,98%"
1071,Bérengère Esnault,2.0,-circonscription-cher,Les Verts,"2,17%"
1072,Charlie Couverture,2.0,-circonscription-cher,LCR,"1,71%"
1073,Sylvie Cormier,2.0,-circonscription-cher,CPNT,"1,71%"
1074,Gabrielle Dubus,2.0,-circonscription-cher,MPF,"1,61%"
1075,Régis Robin,2.0,-circonscription-cher,LO,"1,30%"
1076,Louis Léon,2.0,-circonscription-cher,La France en Action,"0,66%"
1077,Louis Cosyns,3.0,-circonscription-cher,UMP,"41,39%"
1078,Yann Galut,3.0,-circonscription-cher,PS,"31,06%"
1079,Michel Mrozek,3.0,-circonscription-cher,MoDem,"8,57%"
1080,Sabine de Villeroche,3.0,-circonscription-cher,FN,"5,28%"
1081,Eliane Pessel,3.0,-circonscription-cher,MRC,"2,68%"
1082,Marie-Pierre Regnault,3.0,-circonscription-cher,LCR,"2,32%"
1083,Joël Crotte,3.0,-circonscription-cher,Les Verts,"2,08%"
1084,Guy Lemoine,3.0,-circonscription-cher,CPNT,"1,63%"
1085,Colette Cordat,3.0,-circonscription-cher,LO,"1,57%"
1086,Blanche de Ridder,3.0,-circonscription-cher,MPF,"1,55%"
1087,Jean-Luc Julien,3.0,-circonscription-cher,Gauche Alternative 2007,"1,40%"
1088,Hugues Toussaint,3.0,-circonscription-cher,DIV,"0,47%"
1089,François Hollande,1.0,-circonscription-correze,PS,"44,38%"
1090,Jean-Pierre Decaie,1.0,-circonscription-correze,UMP,"34,48%"
1091,Dominique Grador,1.0,-circonscription-correze,PCF,"7,05%"
1092,Michel Lagrave,1.0,-circonscription-correze,MoDem,"4,77%"
1093,Laura Meunier,1.0,-circonscription-correze,FN,"1,77%"
1094,Pierre Giry,1.0,-circonscription-correze,MPF,"1,53%"
1095,Yolande Verp,1.0,-circonscription-correze,CPNT,"1,44%"
1096,Muriel Padovani-Lorioux,1.0,-circonscription-correze,Les Verts,"1,18%"
1097,Jeanne Wachtel,1.0,-circonscription-correze,LCR,"1,16%"
1098,Georges Bachellerie,1.0,-circonscription-correze,PT,"0,48%"
1099,Christianne Debernard,1.0,-circonscription-correze,Le Trèfle,"0,47%"
1100,Marie-Thérèse Coinaud,1.0,-circonscription-correze,LO,"0,45%"
1101,Bernadette Rivault,1.0,-circonscription-correze,La France en Action,"0,44%"
1102,Jean-Paul chailloux,1.0,-circonscription-correze,EXG,"0,41%"
1103,Laurent Barreyre,1.0,-circonscription-correze,DIV,"0,00%"
1104,Frédéric Soulier,2.0,-circonscription-correze,UMP,"42,83%"
1105,Philippe Nauche,2.0,-circonscription-correze,PS,"34,95%"
1106,Jean-Claude Deschamps,2.0,-circonscription-correze,MoDem,"7,06%"
1107,Jean Prat,2.0,-circonscription-correze,PCF,"4,73%"
1108,Françoise Moreau,2.0,-circonscription-correze,FN,"2,96%"
1109,Evelyne Simon,2.0,-circonscription-correze,Les Verts,"2,02%"
1110,William Mazerm,2.0,-circonscription-correze,LCR,"1,33%"
1111,Claire Roborel de Climens,2.0,-circonscription-correze,MPF,"1,32%"
1112,Sébastien de Pierpont,2.0,-circonscription-correze,CPNT,"1,16%"
1113,Bruno Ratié,2.0,-circonscription-correze,LO,"0,81%"
1114,Claude Jarry des Loges,2.0,-circonscription-correze,La France en Action,"0,46%"
1115,Alexis Lacroix,2.0,-circonscription-correze,EXG,"0,36%"
1116,Jean-Pierre Dupont,3.0,-circonscription-correze,UMP,"45,36%"
1117,Martine Leclerc,3.0,-circonscription-correze,PS,"33,02%"
1118,Jean-Louis Faure,3.0,-circonscription-correze,PCF,"5,80%"
1119,Sylvain Garant,3.0,-circonscription-correze,MoDem,"4,97%"
1120,Régis Nouaille,3.0,-circonscription-correze,CPNT,"2,59%"
1121,Pierre Seigneur,3.0,-circonscription-correze,LCR,"1,88%"
1122,Jean-CLaude Simiot,3.0,-circonscription-correze,Les Verts,"1,55%"
1123,Antoine d'Aguanno,3.0,-circonscription-correze,MNR,"1,27%"
1124,Jean-Louis Roger,3.0,-circonscription-correze,MPF,"1,21%"
1125,Jacques Chastagnol,3.0,-circonscription-correze,EXG,"0,87%"
1126,Jean-Jacques Lacarrère,3.0,-circonscription-correze,LO,"0,82%"
1127,Gérard Gascou,3.0,-circonscription-correze,La France en Action,"0,65%"
1128,Colette Bergounioux,3.0,-circonscription-correze,DIV,"0,00%"
1129,Philippe Cortey,1.0,-circonscription-corse-du-sud,UMP,"34,03%"
1130,Simon Renucci,1.0,-circonscription-corse-du-sud,DVG,"32,85%"
1131,Jacques Billard,1.0,-circonscription-corse-du-sud,DVD,"10,96%"
1132,Jean-Marie Poli,1.0,-circonscription-corse-du-sud,"
									Unione per una Suluzione Pulitica									","10,51%"
1133,Paul-Antoine Luciani,1.0,-circonscription-corse-du-sud,PCF,"5,55%"
1134,Olivier Martinelli,1.0,-circonscription-corse-du-sud,FN,"4,23%"
1135,Gustave Tallarico,1.0,-circonscription-corse-du-sud,Génération Ecologie,"1,58%"
1136,Yves Daïen,1.0,-circonscription-corse-du-sud,LO,"0,29%"
1137,Camille de Rocca Serra,2.0,-circonscription-corse-du-sud,UMP,"51,02%"
1138,Jean-Christophe Angelini,2.0,-circonscription-corse-du-sud,"
									Unione per una Suluzione Pulitica									","14,53%"
1139,Dominique Bucchini,2.0,-circonscription-corse-du-sud,PCF,"12,99%"
1140,Marie-Jeannne Boschi-Andreani,2.0,-circonscription-corse-du-sud,PS,"8,09%"
1141,Paul Quastana,2.0,-circonscription-corse-du-sud,DIV,"7,79%"
1142,Guy Mariaggi,2.0,-circonscription-corse-du-sud,FN,"2,67%"
1143,Pierre-Noël Tucci,2.0,-circonscription-corse-du-sud,Génération Ecologie,"1,82%"
1144,Joséphine Sivkovich,2.0,-circonscription-corse-du-sud,MNR,"0,70%"
1145,Nathalie Laclau,2.0,-circonscription-corse-du-sud,LO,"0,38%"
1146,Sauveur Gandolfi-Scheit,1.0,-circonscription-haute-corse,UMP,"44,48%"
1147,Emile Zuccarelli,1.0,-circonscription-haute-corse,PRG,"33,49%"
1148,Michel Stefani,1.0,-circonscription-haute-corse,PCF,"6,29%"
1149,Jean Graziani,1.0,-circonscription-haute-corse,DIV,"6,29%"
1150,Jean François Baccarelli,1.0,-circonscription-haute-corse,Mouvement Ecologiste Indépendant,"3,62%"
1151,Antoine Cardi,1.0,-circonscription-haute-corse,FN,"3,21%"
1152,Hélène Sanchez,1.0,-circonscription-haute-corse,Gauche Alternative 2007,"1,33%"
1153,Bernard Mattei,1.0,-circonscription-haute-corse,LO,"0,76%"
1154,Roseline Guez,1.0,-circonscription-haute-corse,MNR,"0,53%"
1155,Stéphanie Grimaldi,2.0,-circonscription-haute-corse,UMP,"41,11%"
1156,Paul Giacobbi,2.0,-circonscription-haute-corse,PRG,"39,13%"
1157,Gilles Simeoni,2.0,-circonscription-haute-corse,"
									Unione Nazionale									","13,50%"
1158,François-Xavier Riolacci,2.0,-circonscription-haute-corse,PCF,"3,50%"
1159,Elisabeth Martinelli,2.0,-circonscription-haute-corse,FN,"1,64%"
1160,Olivier Josue,2.0,-circonscription-haute-corse,LO,"0,58%"
1161,Geneviève Colonna d'Istria,2.0,-circonscription-haute-corse,MNR,"0,55%"
1162,Bernard Depierre,1.0,-circonscription-cote-d-or,UMP,"48,17%"
1163,Françoise Tenenbaum,1.0,-circonscription-cote-d-or,PS,"27,73%"
1164,Dominique Grimpret,1.0,-circonscription-cote-d-or,MoDem,"8,68%"
1165,Philippe Hervieu,1.0,-circonscription-cote-d-or,Les Verts,"3,65%"
1166,Annie Robert,1.0,-circonscription-cote-d-or,FN,"2,95%"
1167,Caroline Vigneron,1.0,-circonscription-cote-d-or,LCR,"2,41%"
1168,Najate Haïe,1.0,-circonscription-cote-d-or,PCF,"2,23%"
1169,Richard Vuillien,1.0,-circonscription-cote-d-or,MPF,"1,21%"
1170,Sylvie Blandin,1.0,-circonscription-cote-d-or,Mouvement Ecologiste Indépendant,"1,08%"
1171,Christiane Esteve,1.0,-circonscription-cote-d-or,La France en Action,"0,83%"
1172,Christian Coste,1.0,-circonscription-cote-d-or,LO,"0,65%"
1173,Marie-Paule Gros,1.0,-circonscription-cote-d-or,MNR,"0,40%"
1174,Rémi Delatte,2.0,-circonscription-cote-d-or,UMP,"49,16%"
1175,Colette Popard,2.0,-circonscription-cote-d-or,PS,"27,48%"
1176,François Trouwborst,2.0,-circonscription-cote-d-or,MoDem,"7,26%"
1177,Brigitte Gomez-Flammant,2.0,-circonscription-cote-d-or,FN,"4,28%"
1178,Catherine Hervieu,2.0,-circonscription-cote-d-or,Les Verts,"3,55%"
1179,Christophe Cailleaux,2.0,-circonscription-cote-d-or,LCR,"2,10%"
1180,Nelly Goby,2.0,-circonscription-cote-d-or,PCF,"1,39%"
1181,Corinne Bathelier,2.0,-circonscription-cote-d-or,MPF,"1,22%"
1182,Corinne da Silva,2.0,-circonscription-cote-d-or,Génération Ecologie,"0,88%"
1183,Jacqueline Lambert,2.0,-circonscription-cote-d-or,LO,"0,76%"
1184,Marie-Claude Vieuchange,2.0,-circonscription-cote-d-or,La France en Action,"0,75%"
1185,Gérard Pierre,2.0,-circonscription-cote-d-or,MRC,"0,71%"
1186,Roger Carteron,2.0,-circonscription-cote-d-or,MNR,"0,47%"
1187,Anne-Marie Beaudouvi,3.0,-circonscription-cote-d-or,UMP,"38,78%"
1188,Claude Anne Darciaux,3.0,-circonscription-cote-d-or,PS,"35,04%"
