numdep,circ,parti,score
35,3.0,l_D,15.14
35,3.0,l_ED,10.2
35,3.0,l_EG,25.97
35,3.0,l_G,46.78
35,3.0,l_autre,1.9
35,4.0,l_C,42.02
35,4.0,l_D,10.49
35,4.0,l_ED,12.94
35,4.0,l_EG,19.7
35,4.0,l_G,14.24
35,4.0,l_autre,0.6
35,5.0,l_C,40.59
35,5.0,l_D,30.23
35,5.0,l_ED,7.59
35,5.0,l_EG,15.21
35,5.0,l_G,5.45
35,5.0,l_autre,0.93
35,6.0,l_C,32.7
35,6.0,l_D,0.68
35,6.0,l_ED,11.33
35,6.0,l_EG,19.65
35,6.0,l_autre,35.64
35,7.0,l_C,36.61
35,7.0,l_D,35.73
35,7.0,l_ED,8.0
35,7.0,l_EG,9.41
35,7.0,l_G,7.55
35,7.0,l_autre,2.7
35,8.0,l_C,40.94
35,8.0,l_D,11.99
35,8.0,l_ED,4.65
35,8.0,l_EG,25.11
35,8.0,l_G,14.01
35,8.0,l_autre,3.3
36,1.0,l_C,37.16
36,1.0,l_D,16.04
36,1.0,l_ED,15.09
36,1.0,l_EG,17.81
36,1.0,l_G,13.38
36,1.0,l_autre,0.5
36,2.0,l_C,28.6
36,2.0,l_D,26.41
36,2.0,l_ED,15.01
36,2.0,l_EG,16.45
36,2.0,l_G,12.68
36,2.0,l_autre,0.86
37,1.0,l_C,36.29
37,1.0,l_D,17.78
37,1.0,l_ED,6.68
37,1.0,l_EG,22.35
37,1.0,l_G,15.14
37,1.0,l_autre,1.75
37,2.0,l_C,37.42
37,2.0,l_D,23.47
37,2.0,l_ED,11.9
37,2.0,l_EG,18.98
37,2.0,l_G,7.65
37,2.0,l_autre,0.58
37,3.0,l_D,11.25
37,3.0,l_ED,11.62
37,3.0,l_EG,27.63
37,3.0,l_G,28.54
37,3.0,l_autre,20.95
37,4.0,l_C,34.39
37,4.0,l_D,19.47
37,4.0,l_ED,11.91
37,4.0,l_EG,17.39
37,4.0,l_G,16.3
37,4.0,l_autre,0.55
37,5.0,l_C,38.57
37,5.0,l_D,22.01
37,5.0,l_ED,12.49
37,5.0,l_EG,20.89
37,5.0,l_G,5.17
37,5.0,l_autre,0.87
38,1.0,l_C,47.21
38,1.0,l_ED,6.28
38,1.0,l_EG,22.24
38,1.0,l_G,5.64
38,1.0,l_autre,18.61
38,2.0,l_C,39.6
38,2.0,l_D,9.56
38,2.0,l_ED,14.87
38,2.0,l_EG,27.43
38,2.0,l_G,6.72
38,2.0,l_autre,1.81
38,3.0,l_C,36.18
38,3.0,l_D,8.7
38,3.0,l_ED,11.12
38,3.0,l_EG,31.63
38,3.0,l_G,11.51
38,3.0,l_autre,0.87
38,4.0,l_C,33.33
38,4.0,l_D,14.42
38,4.0,l_ED,13.54
38,4.0,l_EG,18.59
38,4.0,l_G,19.32
38,4.0,l_autre,0.79
38,5.0,l_C,40.58
38,5.0,l_D,13.62
38,5.0,l_ED,13.32
38,5.0,l_EG,24.36
38,5.0,l_G,7.39
38,5.0,l_autre,0.74
38,6.0,l_C,32.4
38,6.0,l_D,18.06
38,6.0,l_ED,26.6
38,6.0,l_EG,16.1
38,6.0,l_G,6.22
38,6.0,l_autre,0.62
38,7.0,l_C,34.17
38,7.0,l_D,22.61
38,7.0,l_ED,20.91
38,7.0,l_EG,18.16
38,7.0,l_G,3.38
38,7.0,l_autre,0.77
38,8.0,l_C,32.33
38,8.0,l_D,17.54
38,8.0,l_ED,19.15
38,8.0,l_EG,15.43
38,8.0,l_G,14.45
38,8.0,l_autre,1.1
38,9.0,l_C,39.02
38,9.0,l_D,17.01
38,9.0,l_ED,15.29
38,9.0,l_EG,27.94
38,9.0,l_autre,0.74
38,10.0,l_C,34.38
38,10.0,l_D,15.4
38,10.0,l_ED,21.27
38,10.0,l_EG,17.8
38,10.0,l_G,10.5
38,10.0,l_autre,0.66
39,1.0,l_C,35.54
39,1.0,l_D,20.66
39,1.0,l_ED,15.89
39,1.0,l_EG,16.42
39,1.0,l_G,10.42
39,1.0,l_autre,1.06
39,2.0,l_C,27.24
39,2.0,l_D,34.9
39,2.0,l_ED,11.68
39,2.0,l_EG,20.37
39,2.0,l_G,2.73
39,2.0,l_autre,3.09
39,3.0,l_C,26.48
39,3.0,l_D,32.75
39,3.0,l_ED,16.91
39,3.0,l_EG,23.06
39,3.0,l_autre,0.81
40,1.0,l_C,43.34
40,1.0,l_D,11.96
40,1.0,l_ED,13.11
40,1.0,l_EG,17.59
40,1.0,l_G,13.46
40,1.0,l_autre,0.52
40,2.0,l_C,42.96
40,2.0,l_D,10.87
40,2.0,l_ED,11.67
40,2.0,l_EG,22.51
40,2.0,l_G,11.29
40,2.0,l_autre,0.71
40,3.0,l_C,34.15
40,3.0,l_D,2.5
40,3.0,l_ED,11.95
40,3.0,l_EG,18.09
40,3.0,l_G,25.33
40,3.0,l_autre,7.97
41,1.0,l_C,34.59
41,1.0,l_D,18.86
41,1.0,l_ED,15.04
41,1.0,l_EG,16.98
41,1.0,l_G,13.85
41,1.0,l_autre,0.68
41,2.0,l_C,28.78
41,2.0,l_D,31.66
41,2.0,l_ED,19.39
41,2.0,l_EG,14.85
41,2.0,l_G,4.95
41,2.0,l_autre,0.37
41,3.0,l_C,26.95
41,3.0,l_ED,14.73
41,3.0,l_EG,19.29
41,3.0,l_autre,39.03
42,1.0,l_C,34.81
42,1.0,l_D,0.0
42,1.0,l_ED,13.99
42,1.0,l_EG,13.46
42,1.0,l_G,20.5
42,1.0,l_autre,17.24
42,2.0,l_C,38.75
42,2.0,l_D,14.21
42,2.0,l_ED,13.64
42,2.0,l_EG,31.88
42,2.0,l_autre,1.52
42,3.0,l_C,33.19
42,3.0,l_D,2.23
42,3.0,l_ED,18.06
42,3.0,l_EG,16.64
42,3.0,l_G,7.2
42,3.0,l_autre,22.69
42,4.0,l_C,30.44
42,4.0,l_D,27.88
42,4.0,l_ED,17.34
42,4.0,l_EG,23.95
42,4.0,l_autre,0.39
42,5.0,l_C,34.11
42,5.0,l_D,24.78
42,5.0,l_ED,17.65
42,5.0,l_EG,16.46
42,5.0,l_G,4.94
42,5.0,l_autre,2.08
42,6.0,l_C,37.44
42,6.0,l_D,26.08
42,6.0,l_ED,19.11
42,6.0,l_EG,16.25
42,6.0,l_autre,1.13
43,1.0,l_C,31.07
43,1.0,l_D,40.89
43,1.0,l_ED,10.21
43,1.0,l_EG,12.96
43,1.0,l_G,4.53
43,1.0,l_autre,0.34
43,2.0,l_C,27.45
43,2.0,l_D,41.9
43,2.0,l_ED,9.04
43,2.0,l_EG,17.07
43,2.0,l_G,3.92
43,2.0,l_autre,0.61
44,1.0,l_C,45.34
44,1.0,l_D,19.75
44,1.0,l_ED,5.52
44,1.0,l_EG,25.38
44,1.0,l_G,1.62
44,1.0,l_autre,2.4
44,2.0,l_C,39.78
44,2.0,l_D,13.95
44,2.0,l_ED,4.79
44,2.0,l_EG,27.0
44,2.0,l_G,12.24
44,2.0,l_autre,2.23
44,3.0,l_C,38.65
44,3.0,l_D,9.34
44,3.0,l_ED,7.87
44,3.0,l_EG,25.63
44,3.0,l_G,14.66
44,3.0,l_autre,3.85
44,4.0,l_C,39.2
44,4.0,l_D,0.62
44,4.0,l_ED,6.97
44,4.0,l_EG,25.38
44,4.0,l_G,17.14
44,4.0,l_autre,10.7
44,5.0,l_C,41.35
44,5.0,l_D,0.75
44,5.0,l_ED,7.71
44,5.0,l_EG,19.6
44,5.0,l_G,14.5
44,5.0,l_autre,16.1
44,6.0,l_C,39.93
44,6.0,l_D,25.15
44,6.0,l_ED,10.0
44,6.0,l_EG,15.17
44,6.0,l_G,6.9
44,6.0,l_autre,2.85
44,7.0,l_C,42.92
44,7.0,l_D,20.67
44,7.0,l_ED,10.32
44,7.0,l_EG,17.25
44,7.0,l_G,5.49
44,7.0,l_autre,3.35
44,8.0,l_C,38.44
44,8.0,l_D,8.01
44,8.0,l_ED,10.38
44,8.0,l_EG,23.46
44,8.0,l_G,15.25
44,8.0,l_autre,4.46
44,9.0,l_C,36.9
44,9.0,l_D,15.27
44,9.0,l_ED,11.84
44,9.0,l_EG,18.37
44,9.0,l_G,16.03
44,9.0,l_autre,1.6
44,10.0,l_C,44.92
44,10.0,l_D,20.36
44,10.0,l_ED,8.74
44,10.0,l_EG,23.55
44,10.0,l_autre,2.43
45,1.0,l_C,44.67
45,1.0,l_D,18.94
45,1.0,l_ED,12.04
45,1.0,l_EG,13.45
45,1.0,l_G,8.68
45,1.0,l_autre,2.24
45,2.0,l_C,35.4
45,2.0,l_D,28.97
45,2.0,l_ED,12.61
45,2.0,l_EG,22.45
45,2.0,l_autre,0.58
45,3.0,l_C,35.37
45,3.0,l_D,24.79
45,3.0,l_ED,19.61
45,3.0,l_EG,18.07
45,3.0,l_autre,2.15
45,4.0,l_C,28.56
45,4.0,l_D,24.31
45,4.0,l_ED,23.79
45,4.0,l_EG,14.83
45,4.0,l_G,5.48
45,4.0,l_autre,3.02
45,5.0,l_C,29.85
45,5.0,l_D,23.6
45,5.0,l_ED,21.18
45,5.0,l_EG,15.32
45,5.0,l_G,4.76
45,5.0,l_autre,5.3
45,6.0,l_C,35.43
45,6.0,l_D,3.35
45,6.0,l_ED,13.58
45,6.0,l_EG,13.82
45,6.0,l_G,15.99
45,6.0,l_autre,17.84
46,1.0,l_C,28.67
46,1.0,l_D,24.64
46,1.0,l_ED,10.12
46,1.0,l_EG,23.85
46,1.0,l_G,12.24
46,1.0,l_autre,0.49
46,2.0,l_C,35.42
46,2.0,l_D,3.55
46,2.0,l_ED,8.47
46,2.0,l_EG,22.04
46,2.0,l_G,19.09
46,2.0,l_autre,11.44
47,1.0,l_C,32.62
47,1.0,l_D,3.18
47,1.0,l_ED,17.87
47,1.0,l_EG,18.17
47,1.0,l_G,7.98
47,1.0,l_autre,20.17
47,2.0,l_C,28.39
47,2.0,l_D,16.72
47,2.0,l_ED,21.51
47,2.0,l_EG,15.72
47,2.0,l_G,17.0
47,2.0,l_autre,0.66
47,3.0,l_C,30.13
47,3.0,l_D,22.74
47,3.0,l_ED,21.07
47,3.0,l_EG,18.21
47,3.0,l_G,6.16
47,3.0,l_autre,1.7
48,1.0,l_C,21.66
48,1.0,l_D,37.59
48,1.0,l_ED,8.64
48,1.0,l_EG,16.9
48,1.0,l_G,13.11
48,1.0,l_autre,2.12
49,1.0,l_C,38.97
49,1.0,l_D,14.55
49,1.0,l_ED,9.59
49,1.0,l_EG,18.78
49,1.0,l_G,13.64
49,1.0,l_autre,4.45
49,2.0,l_C,45.93
49,2.0,l_D,12.09
49,2.0,l_ED,8.55
49,2.0,l_EG,19.63
49,2.0,l_G,3.38
49,2.0,l_autre,10.42
49,3.0,l_C,29.96
49,3.0,l_D,35.47
49,3.0,l_ED,12.49
49,3.0,l_EG,17.36
49,3.0,l_G,4.26
49,3.0,l_autre,0.46
49,4.0,l_C,38.16
49,4.0,l_D,6.97
49,4.0,l_ED,14.69
49,4.0,l_EG,14.19
49,4.0,l_G,4.99
49,4.0,l_autre,21.01
49,5.0,l_C,47.63
49,5.0,l_D,22.55
49,5.0,l_ED,9.0
49,5.0,l_EG,15.96
49,5.0,l_G,4.16
49,5.0,l_autre,0.72
49,6.0,l_C,43.57
49,6.0,l_D,20.44
49,6.0,l_ED,10.99
49,6.0,l_EG,14.53
49,6.0,l_G,9.61
49,6.0,l_autre,0.86
49,7.0,l_C,41.62
49,7.0,l_D,20.41
49,7.0,l_ED,10.36
49,7.0,l_EG,18.92
49,7.0,l_G,7.93
49,7.0,l_autre,0.75
50,1.0,l_C,35.35
50,1.0,l_D,30.82
50,1.0,l_ED,12.9
50,1.0,l_EG,14.43
50,1.0,l_G,5.83
50,1.0,l_autre,0.67
50,2.0,l_C,44.91
50,2.0,l_D,27.26
50,2.0,l_ED,10.47
50,2.0,l_EG,13.31
50,2.0,l_G,3.25
50,2.0,l_autre,0.8
50,3.0,l_C,46.2
50,3.0,l_D,18.94
50,3.0,l_ED,14.17
50,3.0,l_EG,19.67
50,3.0,l_autre,1.02
50,4.0,l_C,23.76
50,4.0,l_D,12.93
50,4.0,l_ED,13.85
50,4.0,l_EG,18.88
50,4.0,l_G,13.0
50,4.0,l_autre,17.58
51,1.0,l_D,27.57
51,1.0,l_ED,19.11
51,1.0,l_EG,17.12
51,1.0,l_G,6.38
51,1.0,l_autre,29.82
51,2.0,l_C,34.34
51,2.0,l_D,26.44
51,2.0,l_ED,18.0
51,2.0,l_EG,14.87
51,2.0,l_G,5.42
51,2.0,l_autre,0.93
51,3.0,l_C,31.87
51,3.0,l_D,22.98
51,3.0,l_ED,24.2
51,3.0,l_EG,20.18
51,3.0,l_autre,0.78
51,4.0,l_D,50.97
51,4.0,l_ED,23.16
51,4.0,l_EG,15.95
51,4.0,l_G,9.26
51,4.0,l_autre,0.66
51,5.0,l_C,20.88
51,5.0,l_ED,23.87
51,5.0,l_EG,11.94
51,5.0,l_autre,43.32
52,1.0,l_C,31.9
52,1.0,l_D,27.38
52,1.0,l_ED,18.83
52,1.0,l_EG,16.24
52,1.0,l_G,5.03
52,1.0,l_autre,0.62
52,2.0,l_C,21.19
52,2.0,l_D,33.81
52,2.0,l_ED,29.06
52,2.0,l_EG,11.98
52,2.0,l_G,3.33
52,2.0,l_autre,0.63
53,1.0,l_C,26.54
53,1.0,l_D,21.51
53,1.0,l_ED,9.34
53,1.0,l_EG,11.27
53,1.0,l_G,30.99
53,1.0,l_autre,0.36
53,2.0,l_C,38.25
53,2.0,l_D,29.76
53,2.0,l_ED,9.81
53,2.0,l_EG,11.86
53,2.0,l_G,8.88
53,2.0,l_autre,1.43
53,3.0,l_C,29.79
53,3.0,l_D,3.82
53,3.0,l_ED,8.44
53,3.0,l_EG,12.9
53,3.0,l_G,1.88
53,3.0,l_autre,43.17
54,1.0,l_C,34.5
54,1.0,l_D,14.24
54,1.0,l_ED,11.36
54,1.0,l_EG,15.78
54,1.0,l_G,14.8
54,1.0,l_autre,9.33
54,2.0,l_C,42.66
54,2.0,l_D,16.75
54,2.0,l_ED,10.51
54,2.0,l_EG,15.51
54,2.0,l_G,14.0
54,2.0,l_autre,0.56
54,3.0,l_C,32.23
54,3.0,l_D,13.4
54,3.0,l_ED,15.82
54,3.0,l_EG,27.66
54,3.0,l_G,9.52
54,3.0,l_autre,1.37
54,4.0,l_C,31.28
54,4.0,l_D,24.65
54,4.0,l_ED,23.28
54,4.0,l_EG,18.75
54,4.0,l_G,0.85
54,4.0,l_autre,1.2
54,5.0,l_C,27.04
54,5.0,l_D,10.5
54,5.0,l_ED,21.47
54,5.0,l_EG,11.71
54,5.0,l_G,28.56
54,5.0,l_autre,0.72
54,6.0,l_D,12.47
54,6.0,l_ED,21.82
54,6.0,l_EG,26.75
54,6.0,l_G,23.34
54,6.0,l_autre,15.61
55,1.0,l_C,27.42
55,1.0,l_ED,24.09
55,1.0,l_EG,13.34
55,1.0,l_G,4.28
55,1.0,l_autre,30.86
55,2.0,l_C,27.11
55,2.0,l_D,30.19
55,2.0,l_ED,18.64
55,2.0,l_EG,13.68
55,2.0,l_G,9.92
55,2.0,l_autre,0.47
56,1.0,l_C,44.4
56,1.0,l_D,24.12
56,1.0,l_ED,9.23
56,1.0,l_EG,15.61
56,1.0,l_autre,6.65
56,2.0,l_D,28.03
56,2.0,l_ED,10.97
56,2.0,l_EG,18.84
56,2.0,l_G,8.08
56,2.0,l_autre,34.08
56,3.0,l_C,41.3
56,3.0,l_D,11.45
56,3.0,l_ED,13.18
56,3.0,l_EG,16.1
56,3.0,l_G,3.81
56,3.0,l_autre,14.18
56,4.0,l_C,54.0
56,4.0,l_D,15.07
56,4.0,l_ED,12.84
56,4.0,l_EG,17.4
56,4.0,l_autre,0.67
56,5.0,l_C,42.7
56,5.0,l_D,11.82
56,5.0,l_ED,8.95
56,5.0,l_EG,23.99
56,5.0,l_G,0.71
56,5.0,l_autre,11.81
56,6.0,l_C,35.41
56,6.0,l_D,9.39
56,6.0,l_ED,10.19
56,6.0,l_EG,11.12
56,6.0,l_G,10.7
56,6.0,l_autre,23.2
57,1.0,l_C,28.03
57,1.0,l_D,11.64
57,1.0,l_ED,18.3
57,1.0,l_EG,14.26
57,1.0,l_G,12.2
57,1.0,l_autre,15.55
57,2.0,l_C,33.6
57,2.0,l_D,18.33
57,2.0,l_ED,14.59
57,2.0,l_EG,14.38
57,2.0,l_G,7.0
57,2.0,l_autre,12.11
57,3.0,l_C,33.98
57,3.0,l_D,21.46
57,3.0,l_ED,15.81
57,3.0,l_EG,17.68
57,3.0,l_G,6.37
57,3.0,l_autre,4.69
57,4.0,l_C,27.27
57,4.0,l_D,29.98
57,4.0,l_ED,20.57
57,4.0,l_EG,10.13
57,4.0,l_G,3.29
57,4.0,l_autre,8.75
57,5.0,l_C,24.47
57,5.0,l_D,28.72
57,5.0,l_ED,18.68
57,5.0,l_EG,10.01
57,5.0,l_G,2.59
57,5.0,l_autre,15.55
57,6.0,l_C,22.01
57,6.0,l_D,21.59
57,6.0,l_ED,24.5
57,6.0,l_EG,12.28
57,6.0,l_G,18.35
57,6.0,l_autre,1.29
57,7.0,l_C,27.41
57,7.0,l_ED,23.75
57,7.0,l_EG,13.36
57,7.0,l_G,11.98
57,7.0,l_autre,23.48
57,8.0,l_C,30.16
57,8.0,l_D,7.71
57,8.0,l_ED,24.71
57,8.0,l_EG,26.29
57,8.0,l_G,9.73
57,8.0,l_autre,1.41
57,9.0,l_C,36.18
57,9.0,l_D,26.37
57,9.0,l_ED,14.96
57,9.0,l_EG,14.24
57,9.0,l_G,6.75
57,9.0,l_autre,1.5
58,1.0,l_C,34.78
58,1.0,l_D,2.34
58,1.0,l_ED,18.6
58,1.0,l_EG,19.54
58,1.0,l_G,13.39
58,1.0,l_autre,11.33
58,2.0,l_C,33.8
58,2.0,l_D,11.72
58,2.0,l_ED,18.0
58,2.0,l_EG,17.23
58,2.0,l_G,18.29
58,2.0,l_autre,0.97
59,1.0,l_C,32.61
59,1.0,l_D,0.0
59,1.0,l_ED,10.91
59,1.0,l_EG,30.21
59,1.0,l_G,9.14
59,1.0,l_autre,17.15
59,2.0,l_C,22.53
59,2.0,l_D,11.93
59,2.0,l_ED,14.01
59,2.0,l_EG,28.93
59,2.0,l_G,19.69
59,2.0,l_autre,2.91
59,3.0,l_C,25.14
59,3.0,l_D,0.01
59,3.0,l_ED,27.96
59,3.0,l_EG,19.21
59,3.0,l_G,14.74
59,3.0,l_autre,12.96
59,4.0,l_C,38.35
59,4.0,l_D,25.39
59,4.0,l_ED,11.94
59,4.0,l_EG,20.82
59,4.0,l_G,1.23
59,4.0,l_autre,2.27
59,5.0,l_C,29.96
59,5.0,l_D,23.64
59,5.0,l_ED,20.07
59,5.0,l_EG,21.4
59,5.0,l_G,4.32
59,5.0,l_autre,0.62
59,6.0,l_C,38.03
59,6.0,l_D,25.77
59,6.0,l_ED,14.84
59,6.0,l_EG,17.17
59,6.0,l_G,2.98
59,6.0,l_autre,1.21
59,7.0,l_C,34.7
59,7.0,l_D,0.6
59,7.0,l_ED,14.72
59,7.0,l_EG,19.9
59,7.0,l_G,3.77
59,7.0,l_autre,26.3
59,8.0,l_C,28.86
59,8.0,l_D,7.66
59,8.0,l_ED,24.07
59,8.0,l_EG,25.31
59,8.0,l_G,12.61
59,8.0,l_autre,1.49
59,9.0,l_C,39.18
59,9.0,l_D,29.6
59,9.0,l_ED,9.22
59,9.0,l_EG,18.15
59,9.0,l_G,3.27
59,9.0,l_autre,0.59
59,10.0,l_C,26.77
59,10.0,l_D,27.18
59,10.0,l_ED,21.21
59,10.0,l_EG,19.14
59,10.0,l_G,5.08
59,10.0,l_autre,0.62
59,11.0,l_C,30.63
59,11.0,l_D,15.88
59,11.0,l_ED,17.17
59,11.0,l_EG,25.23
59,11.0,l_G,10.42
59,11.0,l_autre,0.66
59,12.0,l_C,23.51
59,12.0,l_D,19.77
59,12.0,l_ED,24.67
59,12.0,l_EG,21.51
59,12.0,l_G,9.95
59,12.0,l_autre,0.6
59,13.0,l_C,21.54
59,13.0,l_ED,25.72
59,13.0,l_EG,21.36
59,13.0,l_G,24.72
59,13.0,l_autre,6.67
59,14.0,l_C,25.44
59,14.0,l_D,26.67
59,14.0,l_ED,22.1
59,14.0,l_EG,17.54
59,14.0,l_G,7.6
59,14.0,l_autre,0.66
59,15.0,l_C,28.08
59,15.0,l_D,16.22
59,15.0,l_ED,20.59
59,15.0,l_EG,17.04
59,15.0,l_G,6.79
59,15.0,l_autre,11.28
59,16.0,l_C,20.24
59,16.0,l_D,7.83
59,16.0,l_ED,29.09
59,16.0,l_EG,26.41
59,16.0,l_G,15.55
59,16.0,l_autre,0.87
59,17.0,l_C,23.13
59,17.0,l_D,11.43
59,17.0,l_ED,24.38
59,17.0,l_EG,28.12
59,17.0,l_G,12.35
59,17.0,l_autre,0.59
59,18.0,l_C,25.4
59,18.0,l_D,0.01
59,18.0,l_ED,25.79
59,18.0,l_EG,16.87
59,18.0,l_autre,31.92
59,19.0,l_C,18.08
59,19.0,l_D,6.94
59,19.0,l_ED,34.15
59,19.0,l_EG,25.61
59,19.0,l_G,14.53
59,19.0,l_autre,0.68
59,20.0,l_C,20.17
59,20.0,l_D,4.04
59,20.0,l_ED,24.23
59,20.0,l_EG,35.89
59,20.0,l_G,9.56
59,20.0,l_autre,6.11
59,21.0,l_D,12.24
59,21.0,l_ED,22.87
59,21.0,l_EG,23.75
59,21.0,l_G,6.13
59,21.0,l_autre,35.01
60,1.0,l_C,24.13
60,1.0,l_D,38.51
60,1.0,l_ED,20.36
60,1.0,l_EG,12.84
60,1.0,l_G,3.64
60,1.0,l_autre,0.5
60,2.0,l_C,31.04
60,2.0,l_D,22.21
60,2.0,l_ED,29.36
60,2.0,l_EG,16.75
60,2.0,l_autre,0.64
60,3.0,l_C,28.39
60,3.0,l_D,11.82
60,3.0,l_ED,24.92
60,3.0,l_EG,17.46
60,3.0,l_G,15.8
60,3.0,l_autre,1.6
60,4.0,l_C,34.82
60,4.0,l_D,28.67
60,4.0,l_ED,20.17
60,4.0,l_EG,15.58
60,4.0,l_autre,0.77
60,5.0,l_C,29.99
60,5.0,l_D,29.41
60,5.0,l_ED,20.61
60,5.0,l_EG,14.6
60,5.0,l_G,4.65
60,5.0,l_autre,0.72
60,6.0,l_C,30.04
60,6.0,l_D,15.9
60,6.0,l_ED,23.08
60,6.0,l_EG,29.88
60,6.0,l_autre,1.11
60,7.0,l_C,25.7
60,7.0,l_D,29.45
60,7.0,l_ED,22.94
60,7.0,l_EG,14.52
60,7.0,l_G,6.71
60,7.0,l_autre,0.67
61,1.0,l_D,38.55
61,1.0,l_ED,14.2
61,1.0,l_EG,15.13
61,1.0,l_G,30.57
61,1.0,l_autre,1.56
61,2.0,l_C,30.99
61,2.0,l_D,30.91
61,2.0,l_ED,18.44
61,2.0,l_EG,12.41
61,2.0,l_G,6.7
61,2.0,l_autre,0.55
61,3.0,l_C,34.64
61,3.0,l_D,33.47
61,3.0,l_ED,14.98
61,3.0,l_EG,16.36
61,3.0,l_autre,0.55
62,1.0,l_C,27.66
62,1.0,l_D,16.41
62,1.0,l_ED,25.6
62,1.0,l_EG,13.94
62,1.0,l_G,15.83
62,1.0,l_autre,0.58
62,2.0,l_C,36.58
62,2.0,l_ED,19.8
62,2.0,l_EG,19.42
62,2.0,l_G,7.35
62,2.0,l_autre,16.85
62,3.0,l_C,16.99
62,3.0,l_D,4.74
62,3.0,l_ED,34.13
62,3.0,l_EG,33.71
62,3.0,l_G,9.34
62,3.0,l_autre,1.07
62,4.0,l_C,35.18
62,4.0,l_D,33.88
62,4.0,l_ED,14.55
62,4.0,l_EG,9.87
62,4.0,l_G,6.06
62,4.0,l_autre,0.46
62,5.0,l_C,31.6
62,5.0,l_D,12.16
62,5.0,l_ED,21.13
62,5.0,l_EG,22.55
62,5.0,l_G,11.22
62,5.0,l_autre,1.36
62,6.0,l_C,41.94
62,6.0,l_D,15.95
62,6.0,l_ED,25.0
62,6.0,l_EG,16.53
62,6.0,l_autre,0.58
62,7.0,l_C,20.32
62,7.0,l_D,21.67
62,7.0,l_ED,25.98
62,7.0,l_EG,18.98
62,7.0,l_G,12.68
62,7.0,l_autre,0.36
62,8.0,l_C,26.98
62,8.0,l_D,1.26
62,8.0,l_ED,21.54
62,8.0,l_EG,20.33
62,8.0,l_G,21.47
62,8.0,l_autre,8.42
62,9.0,l_C,28.08
62,9.0,l_D,12.65
62,9.0,l_ED,23.39
62,9.0,l_EG,18.97
62,9.0,l_G,15.9
62,9.0,l_autre,1.01
62,10.0,l_C,20.52
62,10.0,l_D,6.9
62,10.0,l_ED,31.3
62,10.0,l_EG,21.52
62,10.0,l_G,19.13
62,10.0,l_autre,0.63
62,11.0,l_C,16.43
62,11.0,l_D,4.18
62,11.0,l_ED,47.2
62,11.0,l_EG,20.66
62,11.0,l_G,11.03
62,11.0,l_autre,0.49
62,12.0,l_C,20.84
62,12.0,l_D,5.23
62,12.0,l_ED,36.76
62,12.0,l_EG,20.5
62,12.0,l_G,16.21
62,12.0,l_autre,0.46
63,1.0,l_C,40.56
63,1.0,l_D,9.9
63,1.0,l_ED,10.39
63,1.0,l_EG,21.43
63,1.0,l_G,16.06
63,1.0,l_autre,1.68
63,2.0,l_C,29.87
63,2.0,l_D,12.68
63,2.0,l_ED,12.04
63,2.0,l_EG,16.72
63,2.0,l_G,28.1
63,2.0,l_autre,0.6
63,3.0,l_C,38.57
63,3.0,l_D,5.85
63,3.0,l_ED,7.81
63,3.0,l_EG,26.2
63,3.0,l_autre,21.57
63,4.0,l_C,32.92
63,4.0,l_D,15.34
63,4.0,l_ED,9.85
63,4.0,l_EG,24.07
63,4.0,l_G,10.6
63,4.0,l_autre,7.23
63,5.0,l_C,29.27
63,5.0,l_D,9.68
63,5.0,l_ED,11.55
63,5.0,l_EG,44.73
63,5.0,l_G,3.22
63,5.0,l_autre,1.54
64,1.0,l_C,39.87
64,1.0,l_D,14.88
64,1.0,l_ED,10.09
64,1.0,l_EG,17.86
64,1.0,l_G,14.44
64,1.0,l_autre,2.86
64,2.0,l_C,41.64
64,2.0,l_D,16.46
64,2.0,l_ED,9.23
64,2.0,l_EG,17.27
64,2.0,l_G,14.43
64,2.0,l_autre,0.98
64,3.0,l_C,29.79
64,3.0,l_D,7.06
64,3.0,l_ED,8.8
64,3.0,l_EG,17.13
64,3.0,l_G,26.36
64,3.0,l_autre,10.88
64,4.0,l_C,25.41
64,4.0,l_D,27.37
64,4.0,l_ED,4.89
64,4.0,l_EG,14.12
64,4.0,l_G,12.63
64,4.0,l_autre,15.59
64,5.0,l_C,37.11
64,5.0,l_D,12.15
64,5.0,l_ED,8.2
64,5.0,l_EG,17.55
64,5.0,l_G,13.24
64,5.0,l_autre,11.74
64,6.0,l_C,38.94
64,6.0,l_D,15.75
64,6.0,l_ED,6.41
64,6.0,l_EG,14.73
64,6.0,l_G,7.46
64,6.0,l_autre,16.72
65,1.0,l_C,43.15
65,1.0,l_D,3.04
65,1.0,l_ED,12.08
65,1.0,l_EG,23.77
65,1.0,l_G,15.24
65,1.0,l_autre,2.72
65,2.0,l_C,32.16
65,2.0,l_D,14.16
65,2.0,l_ED,12.64
65,2.0,l_EG,22.93
65,2.0,l_G,16.53
65,2.0,l_autre,1.57
66,1.0,l_C,31.75
66,1.0,l_D,19.36
66,1.0,l_ED,21.48
66,1.0,l_EG,16.61
66,1.0,l_G,5.96
66,1.0,l_autre,4.84
66,2.0,l_C,29.11
66,2.0,l_D,13.3
66,2.0,l_ED,31.87
66,2.0,l_EG,16.02
66,2.0,l_G,4.69
66,2.0,l_autre,5.02
66,3.0,l_C,22.7
66,3.0,l_D,13.17
66,3.0,l_ED,20.32
66,3.0,l_EG,19.24
