year,Departement,Circ,Parti,Score
2012.0,bouches-du-rhone,3.0,EG,14.24
2012.0,bouches-du-rhone,3.0,G,29.8
2012.0,bouches-du-rhone,4.0,Autres,6.0
2012.0,bouches-du-rhone,4.0,C,1.16
2012.0,bouches-du-rhone,4.0,D,13.96
2012.0,bouches-du-rhone,4.0,ED,14.66
2012.0,bouches-du-rhone,4.0,EG,17.38
2012.0,bouches-du-rhone,4.0,G,46.83
2012.0,bouches-du-rhone,5.0,Autres,2.86
2012.0,bouches-du-rhone,5.0,C,1.64
2012.0,bouches-du-rhone,5.0,D,32.45
2012.0,bouches-du-rhone,5.0,ED,16.62
2012.0,bouches-du-rhone,5.0,EG,11.01
2012.0,bouches-du-rhone,5.0,G,35.41
2012.0,bouches-du-rhone,6.0,Autres,2.62
2012.0,bouches-du-rhone,6.0,C,1.31
2012.0,bouches-du-rhone,6.0,D,37.06
2012.0,bouches-du-rhone,6.0,ED,23.1
2012.0,bouches-du-rhone,6.0,EG,34.18
2012.0,bouches-du-rhone,6.0,G,1.73
2012.0,bouches-du-rhone,7.0,Autres,4.67
2012.0,bouches-du-rhone,7.0,C,8.77
2012.0,bouches-du-rhone,7.0,ED,23.92
2012.0,bouches-du-rhone,7.0,EG,33.15
2012.0,bouches-du-rhone,7.0,G,29.48
2012.0,bouches-du-rhone,8.0,Autres,3.32
2012.0,bouches-du-rhone,8.0,C,3.15
2012.0,bouches-du-rhone,8.0,D,32.6
2012.0,bouches-du-rhone,8.0,ED,22.57
2012.0,bouches-du-rhone,8.0,EG,6.84
2012.0,bouches-du-rhone,8.0,G,31.55
2012.0,bouches-du-rhone,9.0,Autres,2.89
2012.0,bouches-du-rhone,9.0,C,1.38
2012.0,bouches-du-rhone,9.0,D,35.28
2012.0,bouches-du-rhone,9.0,ED,22.65
2012.0,bouches-du-rhone,9.0,EG,33.94
2012.0,bouches-du-rhone,9.0,G,3.86
2012.0,bouches-du-rhone,10.0,Autres,3.73
2012.0,bouches-du-rhone,10.0,C,1.41
2012.0,bouches-du-rhone,10.0,D,31.45
2012.0,bouches-du-rhone,10.0,ED,23.21
2012.0,bouches-du-rhone,10.0,EG,40.2
2012.0,bouches-du-rhone,11.0,Autres,1.22
2012.0,bouches-du-rhone,11.0,D,32.59
2012.0,bouches-du-rhone,11.0,ED,22.77
2012.0,bouches-du-rhone,11.0,EG,8.58
2012.0,bouches-du-rhone,11.0,G,34.85
2012.0,bouches-du-rhone,12.0,Autres,3.01
2012.0,bouches-du-rhone,12.0,D,32.76
2012.0,bouches-du-rhone,12.0,ED,27.16
2012.0,bouches-du-rhone,12.0,EG,9.7
2012.0,bouches-du-rhone,12.0,G,27.39
2012.0,bouches-du-rhone,13.0,Autres,2.96
2012.0,bouches-du-rhone,13.0,C,1.96
2012.0,bouches-du-rhone,13.0,D,14.77
2012.0,bouches-du-rhone,13.0,ED,22.06
2012.0,bouches-du-rhone,13.0,EG,29.4
2012.0,bouches-du-rhone,13.0,G,28.86
2012.0,bouches-du-rhone,14.0,Autres,2.67
2012.0,bouches-du-rhone,14.0,D,36.87
2012.0,bouches-du-rhone,14.0,ED,14.86
2012.0,bouches-du-rhone,14.0,EG,10.01
2012.0,bouches-du-rhone,14.0,G,35.6
2012.0,bouches-du-rhone,15.0,Autres,3.83
2012.0,bouches-du-rhone,15.0,C,1.63
2012.0,bouches-du-rhone,15.0,D,35.46
2012.0,bouches-du-rhone,15.0,ED,25.47
2012.0,bouches-du-rhone,15.0,EG,5.28
2012.0,bouches-du-rhone,15.0,G,28.34
2012.0,bouches-du-rhone,16.0,Autres,1.0
2012.0,bouches-du-rhone,16.0,D,22.62
2012.0,bouches-du-rhone,16.0,ED,28.98
2012.0,bouches-du-rhone,16.0,EG,8.99
2012.0,bouches-du-rhone,16.0,G,38.4
2012.0,calvados,1.0,Autres,1.1
2012.0,calvados,1.0,C,10.13
2012.0,calvados,1.0,D,27.39
2012.0,calvados,1.0,ED,7.7
2012.0,calvados,1.0,EG,14.05
2012.0,calvados,1.0,G,39.63
2012.0,calvados,2.0,Autres,1.47
2012.0,calvados,2.0,C,20.65
2012.0,calvados,2.0,D,11.98
2012.0,calvados,2.0,ED,8.35
2012.0,calvados,2.0,EG,11.15
2012.0,calvados,2.0,G,46.41
2012.0,calvados,3.0,Autres,1.54
2012.0,calvados,3.0,C,34.75
2012.0,calvados,3.0,ED,17.24
2012.0,calvados,3.0,EG,7.95
2012.0,calvados,3.0,G,38.52
2012.0,calvados,4.0,Autres,2.55
2012.0,calvados,4.0,D,41.04
2012.0,calvados,4.0,ED,13.8
2012.0,calvados,4.0,EG,11.96
2012.0,calvados,4.0,G,30.64
2012.0,calvados,5.0,Autres,2.06
2012.0,calvados,5.0,C,15.98
2012.0,calvados,5.0,D,24.02
2012.0,calvados,5.0,ED,13.2
2012.0,calvados,5.0,EG,25.27
2012.0,calvados,5.0,G,19.48
2012.0,calvados,6.0,Autres,1.11
2012.0,calvados,6.0,C,0.9
2012.0,calvados,6.0,D,37.55
2012.0,calvados,6.0,ED,11.14
2012.0,calvados,6.0,EG,48.63
2012.0,calvados,6.0,G,0.67
2012.0,cantal,1.0,Autres,0.46
2012.0,cantal,1.0,C,1.97
2012.0,cantal,1.0,D,41.23
2012.0,cantal,1.0,ED,5.41
2012.0,cantal,1.0,EG,8.0
2012.0,cantal,1.0,G,42.92
2012.0,cantal,2.0,Autres,2.38
2012.0,cantal,2.0,C,1.62
2012.0,cantal,2.0,D,50.24
2012.0,cantal,2.0,ED,6.33
2012.0,cantal,2.0,EG,3.58
2012.0,cantal,2.0,G,35.86
2012.0,charente,1.0,Autres,6.4
2012.0,charente,1.0,C,0.56
2012.0,charente,1.0,D,22.88
2012.0,charente,1.0,ED,10.35
2012.0,charente,1.0,EG,9.73
2012.0,charente,1.0,G,50.08
2012.0,charente,2.0,Autres,2.53
2012.0,charente,2.0,C,7.12
2012.0,charente,2.0,D,27.32
2012.0,charente,2.0,ED,12.49
2012.0,charente,2.0,EG,7.97
2012.0,charente,2.0,G,42.58
2012.0,charente,3.0,Autres,1.36
2012.0,charente,3.0,D,22.59
2012.0,charente,3.0,ED,13.15
2012.0,charente,3.0,EG,8.65
2012.0,charente,3.0,G,54.24
2012.0,charente-maritime,1.0,Autres,1.32
2012.0,charente-maritime,1.0,C,3.67
2012.0,charente-maritime,1.0,D,19.47
2012.0,charente-maritime,1.0,ED,7.23
2012.0,charente-maritime,1.0,EG,7.08
2012.0,charente-maritime,1.0,G,61.2
2012.0,charente-maritime,2.0,Autres,1.62
2012.0,charente-maritime,2.0,D,34.22
2012.0,charente-maritime,2.0,ED,10.79
2012.0,charente-maritime,2.0,EG,8.59
2012.0,charente-maritime,2.0,G,44.78
2012.0,charente-maritime,3.0,Autres,1.35
2012.0,charente-maritime,3.0,C,2.31
2012.0,charente-maritime,3.0,D,28.75
2012.0,charente-maritime,3.0,ED,13.44
2012.0,charente-maritime,3.0,EG,9.03
2012.0,charente-maritime,3.0,G,45.11
2012.0,charente-maritime,4.0,Autres,1.04
2012.0,charente-maritime,4.0,C,1.55
2012.0,charente-maritime,4.0,D,40.01
2012.0,charente-maritime,4.0,ED,15.33
2012.0,charente-maritime,4.0,EG,6.66
2012.0,charente-maritime,4.0,G,35.41
2012.0,charente-maritime,5.0,Autres,2.09
2012.0,charente-maritime,5.0,C,1.54
2012.0,charente-maritime,5.0,D,41.68
2012.0,charente-maritime,5.0,ED,14.1
2012.0,charente-maritime,5.0,EG,40.6
2012.0,cher,1.0,Autres,1.18
2012.0,cher,1.0,C,2.31
2012.0,cher,1.0,D,39.82
2012.0,cher,1.0,ED,13.15
2012.0,cher,1.0,EG,12.48
2012.0,cher,1.0,G,31.06
2012.0,cher,2.0,Autres,2.25
2012.0,cher,2.0,C,2.74
2012.0,cher,2.0,D,19.95
2012.0,cher,2.0,ED,16.43
2012.0,cher,2.0,EG,31.68
2012.0,cher,2.0,G,26.95
2012.0,cher,3.0,Autres,0.61
2012.0,cher,3.0,C,3.96
2012.0,cher,3.0,D,29.89
2012.0,cher,3.0,ED,16.76
2012.0,cher,3.0,EG,9.94
2012.0,cher,3.0,G,38.83
2012.0,correze,1.0,Autres,0.93
2012.0,correze,1.0,C,0.91
2012.0,correze,1.0,D,27.66
2012.0,correze,1.0,ED,6.95
2012.0,correze,1.0,EG,12.09
2012.0,correze,1.0,G,51.45
2012.0,correze,2.0,Autres,1.62
2012.0,correze,2.0,C,2.19
2012.0,correze,2.0,D,30.71
2012.0,correze,2.0,ED,10.09
2012.0,correze,2.0,EG,8.99
2012.0,correze,2.0,G,46.39
2012.0,corse-du-sud,1.0,Autres,17.18
2012.0,corse-du-sud,1.0,C,4.83
2012.0,corse-du-sud,1.0,D,30.75
2012.0,corse-du-sud,1.0,ED,10.27
2012.0,corse-du-sud,1.0,EG,7.57
2012.0,corse-du-sud,1.0,G,29.39
2012.0,corse-du-sud,2.0,Autres,29.5
2012.0,corse-du-sud,2.0,D,33.0
2012.0,corse-du-sud,2.0,ED,9.83
2012.0,corse-du-sud,2.0,EG,10.86
2012.0,corse-du-sud,2.0,G,16.81
2012.0,cote-d-or,1.0,Autres,1.56
2012.0,cote-d-or,1.0,C,2.43
2012.0,cote-d-or,1.0,D,36.76
2012.0,cote-d-or,1.0,ED,11.56
2012.0,cote-d-or,1.0,EG,7.75
2012.0,cote-d-or,1.0,G,39.95
2012.0,cote-d-or,2.0,Autres,2.23
2012.0,cote-d-or,2.0,C,2.5
2012.0,cote-d-or,2.0,D,37.29
2012.0,cote-d-or,2.0,ED,14.73
2012.0,cote-d-or,2.0,EG,8.29
2012.0,cote-d-or,2.0,G,34.96
2012.0,cote-d-or,3.0,Autres,2.33
2012.0,cote-d-or,3.0,C,6.87
2012.0,cote-d-or,3.0,D,27.21
2012.0,cote-d-or,3.0,ED,16.15
2012.0,cote-d-or,3.0,EG,9.49
2012.0,cote-d-or,3.0,G,37.98
2012.0,cote-d-or,4.0,Autres,1.83
2012.0,cote-d-or,4.0,C,43.51
2012.0,cote-d-or,4.0,ED,13.32
2012.0,cote-d-or,4.0,EG,41.33
2012.0,cote-d-or,5.0,Autres,2.49
2012.0,cote-d-or,5.0,C,1.61
2012.0,cote-d-or,5.0,D,43.2
2012.0,cote-d-or,5.0,ED,15.44
2012.0,cote-d-or,5.0,EG,5.83
2012.0,cote-d-or,5.0,G,31.43
2012.0,cotes-d-armor,1.0,Autres,3.22
2012.0,cotes-d-armor,1.0,C,1.21
2012.0,cotes-d-armor,1.0,D,25.16
2012.0,cotes-d-armor,1.0,ED,8.61
2012.0,cotes-d-armor,1.0,EG,9.45
2012.0,cotes-d-armor,1.0,G,52.34
2012.0,cotes-d-armor,2.0,Autres,4.01
2012.0,cotes-d-armor,2.0,C,7.87
2012.0,cotes-d-armor,2.0,D,27.66
2012.0,cotes-d-armor,2.0,ED,9.25
2012.0,cotes-d-armor,2.0,EG,8.78
2012.0,cotes-d-armor,2.0,G,42.43
2012.0,cotes-d-armor,3.0,Autres,1.41
2012.0,cotes-d-armor,3.0,C,1.0
2012.0,cotes-d-armor,3.0,D,46.64
2012.0,cotes-d-armor,3.0,ED,5.6
2012.0,cotes-d-armor,3.0,EG,7.5
2012.0,cotes-d-armor,3.0,G,37.86
2012.0,cotes-d-armor,4.0,Autres,3.56
2012.0,cotes-d-armor,4.0,C,9.41
2012.0,cotes-d-armor,4.0,D,18.28
2012.0,cotes-d-armor,4.0,ED,7.71
2012.0,cotes-d-armor,4.0,EG,29.02
2012.0,cotes-d-armor,4.0,G,32.02
2012.0,cotes-d-armor,5.0,Autres,2.31
2012.0,cotes-d-armor,5.0,D,26.04
2012.0,cotes-d-armor,5.0,ED,9.6
2012.0,cotes-d-armor,5.0,EG,13.7
2012.0,cotes-d-armor,5.0,G,48.37
2012.0,creuse,1.0,Autres,1.13
2012.0,creuse,1.0,C,2.46
2012.0,creuse,1.0,D,33.8
2012.0,creuse,1.0,ED,8.38
2012.0,creuse,1.0,EG,9.82
2012.0,creuse,1.0,G,44.41
2012.0,deux-sevres,1.0,Autres,1.67
2012.0,deux-sevres,1.0,C,33.97
2012.0,deux-sevres,1.0,ED,6.8
2012.0,deux-sevres,1.0,EG,15.18
2012.0,deux-sevres,1.0,G,42.4
2012.0,deux-sevres,2.0,Autres,1.13
2012.0,deux-sevres,2.0,C,25.58
2012.0,deux-sevres,2.0,ED,12.84
2012.0,deux-sevres,2.0,EG,7.27
2012.0,deux-sevres,2.0,G,53.18
2012.0,deux-sevres,3.0,Autres,1.42
2012.0,deux-sevres,3.0,C,2.38
2012.0,deux-sevres,3.0,D,33.78
2012.0,deux-sevres,3.0,ED,9.25
2012.0,deux-sevres,3.0,EG,5.37
2012.0,deux-sevres,3.0,G,47.8
2012.0,dordogne,1.0,Autres,1.54
2012.0,dordogne,1.0,C,1.32
2012.0,dordogne,1.0,D,24.6
2012.0,dordogne,1.0,ED,11.57
2012.0,dordogne,1.0,EG,11.7
2012.0,dordogne,1.0,G,49.27
2012.0,dordogne,2.0,Autres,3.23
2012.0,dordogne,2.0,D,36.0
2012.0,dordogne,2.0,ED,14.36
2012.0,dordogne,2.0,EG,31.77
2012.0,dordogne,2.0,G,14.65
2012.0,dordogne,3.0,Autres,1.21
2012.0,dordogne,3.0,C,3.31
2012.0,dordogne,3.0,D,24.3
2012.0,dordogne,3.0,ED,9.32
2012.0,dordogne,3.0,EG,10.12
2012.0,dordogne,3.0,G,51.74
2012.0,dordogne,4.0,Autres,3.01
2012.0,dordogne,4.0,C,0.84
2012.0,dordogne,4.0,D,23.94
2012.0,dordogne,4.0,ED,10.7
2012.0,dordogne,4.0,EG,10.25
2012.0,dordogne,4.0,G,51.26
2012.0,doubs,1.0,Autres,3.18
2012.0,doubs,1.0,C,4.03
2012.0,doubs,1.0,D,32.64
2012.0,doubs,1.0,ED,12.31
2012.0,doubs,1.0,EG,8.4
2012.0,doubs,1.0,G,39.42
2012.0,doubs,2.0,Autres,4.55
2012.0,doubs,2.0,C,1.78
2012.0,doubs,2.0,D,36.84
2012.0,doubs,2.0,ED,12.1
2012.0,doubs,2.0,EG,44.73
2012.0,doubs,3.0,Autres,2.17
2012.0,doubs,3.0,C,1.49
2012.0,doubs,3.0,D,35.99
2012.0,doubs,3.0,ED,18.39
2012.0,doubs,3.0,EG,6.89
2012.0,doubs,3.0,G,35.07
2012.0,doubs,4.0,Autres,3.93
2012.0,doubs,4.0,C,2.69
2012.0,doubs,4.0,D,23.21
2012.0,doubs,4.0,ED,23.87
2012.0,doubs,4.0,EG,5.48
2012.0,doubs,4.0,G,40.81
2012.0,doubs,5.0,Autres,1.71
2012.0,doubs,5.0,C,14.52
2012.0,doubs,5.0,D,40.19
2012.0,doubs,5.0,ED,12.53
2012.0,doubs,5.0,EG,7.13
2012.0,doubs,5.0,G,23.9
2012.0,drome,1.0,Autres,1.14
2012.0,drome,1.0,C,2.36
2012.0,drome,1.0,D,37.77
2012.0,drome,1.0,ED,13.21
2012.0,drome,1.0,EG,10.96
2012.0,drome,1.0,G,34.56
2012.0,drome,2.0,Autres,1.81
2012.0,drome,2.0,C,32.38
2012.0,drome,2.0,D,2.79
2012.0,drome,2.0,ED,19.81
2012.0,drome,2.0,EG,10.3
2012.0,drome,2.0,G,32.9
2012.0,drome,3.0,Autres,2.39
2012.0,drome,3.0,C,1.44
2012.0,drome,3.0,D,36.51
2012.0,drome,3.0,ED,14.46
2012.0,drome,3.0,EG,15.34
2012.0,drome,3.0,G,29.87
2012.0,drome,4.0,Autres,2.97
2012.0,drome,4.0,D,31.99
2012.0,drome,4.0,ED,20.39
2012.0,drome,4.0,EG,9.12
2012.0,drome,4.0,G,35.53
2012.0,essonne,1.0,Autres,3.41
2012.0,essonne,1.0,C,2.0
2012.0,essonne,1.0,D,19.52
2012.0,essonne,1.0,ED,14.63
2012.0,essonne,1.0,EG,11.85
2012.0,essonne,1.0,G,48.6
2012.0,essonne,2.0,Autres,2.1
2012.0,essonne,2.0,C,1.88
2012.0,essonne,2.0,D,43.23
2012.0,essonne,2.0,ED,15.47
2012.0,essonne,2.0,EG,8.42
2012.0,essonne,2.0,G,28.91
2012.0,essonne,3.0,Autres,2.31
2012.0,essonne,3.0,C,4.07
2012.0,essonne,3.0,D,28.87
2012.0,essonne,3.0,ED,17.93
2012.0,essonne,3.0,EG,14.63
2012.0,essonne,3.0,G,32.18
2012.0,essonne,4.0,Autres,2.14
2012.0,essonne,4.0,C,1.86
2012.0,essonne,4.0,D,39.46
2012.0,essonne,4.0,ED,12.23
2012.0,essonne,4.0,EG,8.04
2012.0,essonne,4.0,G,36.29
2012.0,essonne,5.0,Autres,3.93
2012.0,essonne,5.0,C,4.31
2012.0,essonne,5.0,D,31.38
2012.0,essonne,5.0,ED,7.59
2012.0,essonne,5.0,EG,11.02
2012.0,essonne,5.0,G,41.78
2012.0,essonne,6.0,Autres,3.01
2012.0,essonne,6.0,C,11.46
2012.0,essonne,6.0,D,21.75
2012.0,essonne,6.0,ED,11.48
2012.0,essonne,6.0,EG,11.68
2012.0,essonne,6.0,G,40.61
2012.0,essonne,7.0,Autres,2.51
2012.0,essonne,7.0,C,2.32
2012.0,essonne,7.0,D,28.63
2012.0,essonne,7.0,ED,16.89
2012.0,essonne,7.0,EG,33.52
2012.0,essonne,7.0,G,16.11
2012.0,essonne,8.0,Autres,1.46
2012.0,essonne,8.0,C,1.23
2012.0,essonne,8.0,D,9.52
2012.0,essonne,8.0,ED,49.92
2012.0,essonne,8.0,EG,7.66
2012.0,essonne,8.0,G,30.2
2012.0,essonne,9.0,Autres,1.43
2012.0,essonne,9.0,C,2.17
2012.0,essonne,9.0,D,30.73
2012.0,essonne,9.0,ED,17.16
2012.0,essonne,9.0,EG,8.94
2012.0,essonne,9.0,G,39.57
2012.0,essonne,10.0,Autres,8.25
2012.0,essonne,10.0,C,21.45
2012.0,essonne,10.0,ED,15.58
2012.0,essonne,10.0,EG,20.15
2012.0,essonne,10.0,G,34.56
2012.0,eure,1.0,Autres,2.72
2012.0,eure,1.0,C,2.2
2012.0,eure,1.0,D,41.94
2012.0,eure,1.0,ED,16.45
2012.0,eure,1.0,EG,36.68
2012.0,eure,2.0,Autres,2.8
2012.0,eure,2.0,C,2.58
2012.0,eure,2.0,D,34.93
2012.0,eure,2.0,ED,16.26
2012.0,eure,2.0,EG,7.81
2012.0,eure,2.0,G,35.62
2012.0,eure,3.0,Autres,1.12
2012.0,eure,3.0,C,38.4
2012.0,eure,3.0,ED,16.15
2012.0,eure,3.0,EG,7.7
2012.0,eure,3.0,G,36.63
2012.0,eure,4.0,Autres,1.55
2012.0,eure,4.0,C,28.65
2012.0,eure,4.0,ED,19.51
2012.0,eure,4.0,EG,10.49
2012.0,eure,4.0,G,39.8
2012.0,eure,5.0,Autres,3.79
2012.0,eure,5.0,C,1.63
2012.0,eure,5.0,D,32.92
2012.0,eure,5.0,ED,21.11
2012.0,eure,5.0,EG,19.49
2012.0,eure,5.0,G,21.04
2012.0,eure-et-loir,1.0,Autres,2.45
2012.0,eure-et-loir,1.0,D,39.76
2012.0,eure-et-loir,1.0,ED,15.21
2012.0,eure-et-loir,1.0,EG,4.2
2012.0,eure-et-loir,1.0,G,38.38
2012.0,eure-et-loir,2.0,Autres,6.69
2012.0,eure-et-loir,2.0,C,2.06
2012.0,eure-et-loir,2.0,D,37.17
2012.0,eure-et-loir,2.0,ED,17.27
2012.0,eure-et-loir,2.0,EG,4.11
2012.0,eure-et-loir,2.0,G,32.68
2012.0,eure-et-loir,3.0,Autres,2.52
2012.0,eure-et-loir,3.0,C,1.54
2012.0,eure-et-loir,3.0,D,39.54
2012.0,eure-et-loir,3.0,ED,15.82
2012.0,eure-et-loir,3.0,EG,40.59
2012.0,eure-et-loir,4.0,Autres,3.31
2012.0,eure-et-loir,4.0,C,50.72
2012.0,eure-et-loir,4.0,D,0.44
2012.0,eure-et-loir,4.0,ED,16.24
2012.0,eure-et-loir,4.0,EG,29.29
2012.0,finistere,1.0,Autres,1.62
2012.0,finistere,1.0,C,4.37
2012.0,finistere,1.0,D,27.27
2012.0,finistere,1.0,ED,7.15
2012.0,finistere,1.0,EG,10.21
2012.0,finistere,1.0,G,49.38
2012.0,finistere,2.0,Autres,1.7
2012.0,finistere,2.0,C,4.85
2012.0,finistere,2.0,D,22.5
2012.0,finistere,2.0,ED,8.59
2012.0,finistere,2.0,EG,11.43
2012.0,finistere,2.0,G,50.93
2012.0,finistere,3.0,Autres,1.42
2012.0,finistere,3.0,C,2.25
2012.0,finistere,3.0,D,38.82
2012.0,finistere,3.0,ED,7.53
2012.0,finistere,3.0,EG,28.73
2012.0,finistere,3.0,G,21.27
2012.0,finistere,4.0,Autres,1.38
2012.0,finistere,4.0,C,2.58
2012.0,finistere,4.0,D,32.59
2012.0,finistere,4.0,ED,5.06
2012.0,finistere,4.0,EG,10.18
2012.0,finistere,4.0,G,48.21
2012.0,finistere,5.0,Autres,1.57
2012.0,finistere,5.0,C,3.88
2012.0,finistere,5.0,D,35.54
2012.0,finistere,5.0,ED,6.85
2012.0,finistere,5.0,EG,10.2
2012.0,finistere,5.0,G,41.97
2012.0,finistere,6.0,Autres,2.43
2012.0,finistere,6.0,D,27.76
2012.0,finistere,6.0,ED,8.56
2012.0,finistere,6.0,EG,9.03
2012.0,finistere,6.0,G,52.21
2012.0,finistere,7.0,Autres,1.21
2012.0,finistere,7.0,C,15.06
2012.0,finistere,7.0,D,22.0
2012.0,finistere,7.0,ED,6.12
2012.0,finistere,7.0,EG,10.85
2012.0,finistere,7.0,G,44.76
2012.0,finistere,8.0,Autres,2.45
2012.0,finistere,8.0,C,5.24
2012.0,finistere,8.0,D,21.23
2012.0,finistere,8.0,ED,9.0
2012.0,finistere,8.0,EG,12.24
2012.0,finistere,8.0,G,49.85
2012.0,francais-de-l-etranger,1.0,Autres,3.05
2012.0,francais-de-l-etranger,1.0,C,6.35
2012.0,francais-de-l-etranger,1.0,D,42.76
2012.0,francais-de-l-etranger,1.0,ED,4.29
2012.0,francais-de-l-etranger,1.0,EG,3.89
2012.0,francais-de-l-etranger,1.0,G,39.65
2012.0,francais-de-l-etranger,2.0,Autres,8.1
2012.0,francais-de-l-etranger,2.0,C,3.68
2012.0,francais-de-l-etranger,2.0,D,38.86
2012.0,francais-de-l-etranger,2.0,ED,3.74
2012.0,francais-de-l-etranger,2.0,EG,45.51
2012.0,francais-de-l-etranger,2.0,G,0.11
2012.0,francais-de-l-etranger,3.0,Autres,9.75
2012.0,francais-de-l-etranger,3.0,C,6.88
2012.0,francais-de-l-etranger,3.0,D,35.87
2012.0,francais-de-l-etranger,3.0,ED,2.71
2012.0,francais-de-l-etranger,3.0,EG,14.38
2012.0,francais-de-l-etranger,3.0,G,30.41
2012.0,francais-de-l-etranger,4.0,Autres,4.0
2012.0,francais-de-l-etranger,4.0,C,10.79
2012.0,francais-de-l-etranger,4.0,D,33.8
2012.0,francais-de-l-etranger,4.0,ED,5.87
2012.0,francais-de-l-etranger,4.0,EG,15.16
2012.0,francais-de-l-etranger,4.0,G,30.38
2012.0,francais-de-l-etranger,5.0,Autres,4.39
2012.0,francais-de-l-etranger,5.0,C,7.72
2012.0,francais-de-l-etranger,5.0,D,31.88
2012.0,francais-de-l-etranger,5.0,ED,6.62
2012.0,francais-de-l-etranger,5.0,EG,18.88
2012.0,francais-de-l-etranger,5.0,G,30.52
2012.0,francais-de-l-etranger,6.0,Autres,5.47
2012.0,francais-de-l-etranger,6.0,C,6.44
2012.0,francais-de-l-etranger,6.0,D,44.9
2012.0,francais-de-l-etranger,6.0,ED,5.28
2012.0,francais-de-l-etranger,6.0,EG,10.81
2012.0,francais-de-l-etranger,6.0,G,27.09
2012.0,francais-de-l-etranger,7.0,Autres,11.61
2012.0,francais-de-l-etranger,7.0,C,10.54
2012.0,francais-de-l-etranger,7.0,D,29.49
2012.0,francais-de-l-etranger,7.0,ED,3.55
2012.0,francais-de-l-etranger,7.0,EG,4.72
2012.0,francais-de-l-etranger,7.0,G,40.08
2012.0,francais-de-l-etranger,8.0,Autres,11.52
2012.0,francais-de-l-etranger,8.0,D,36.65
2012.0,francais-de-l-etranger,8.0,ED,3.76
2012.0,francais-de-l-etranger,8.0,EG,17.57
2012.0,francais-de-l-etranger,8.0,G,30.5
2012.0,francais-de-l-etranger,9.0,Autres,0.5
2012.0,francais-de-l-etranger,9.0,C,2.98
2012.0,francais-de-l-etranger,9.0,D,36.02
2012.0,francais-de-l-etranger,9.0,ED,3.58
2012.0,francais-de-l-etranger,9.0,EG,9.3
2012.0,francais-de-l-etranger,9.0,G,47.64
2012.0,francais-de-l-etranger,10.0,Autres,4.66
2012.0,francais-de-l-etranger,10.0,C,4.74
2012.0,francais-de-l-etranger,10.0,D,45.57
2012.0,francais-de-l-etranger,10.0,ED,6.33
2012.0,francais-de-l-etranger,10.0,EG,9.85
2012.0,francais-de-l-etranger,10.0,G,28.85
2012.0,francais-de-l-etranger,11.0,Autres,3.7
2012.0,francais-de-l-etranger,11.0,C,12.16
2012.0,francais-de-l-etranger,11.0,D,40.96
2012.0,francais-de-l-etranger,11.0,ED,4.41
2012.0,francais-de-l-etranger,11.0,EG,10.12
2012.0,francais-de-l-etranger,11.0,G,28.64
2012.0,gard,1.0,Autres,2.1
2012.0,gard,1.0,C,31.62
2012.0,gard,1.0,ED,26.61
2012.0,gard,1.0,EG,8.85
2012.0,gard,1.0,G,30.83
2012.0,gard,2.0,Autres,1.86
2012.0,gard,2.0,D,23.89
2012.0,gard,2.0,ED,35.22
2012.0,gard,2.0,EG,6.16
2012.0,gard,2.0,G,32.87
2012.0,gard,3.0,Autres,1.76
2012.0,gard,3.0,D,31.45
2012.0,gard,3.0,ED,25.38
2012.0,gard,3.0,EG,9.09
2012.0,gard,3.0,G,32.34
2012.0,gard,4.0,Autres,2.84
2012.0,gard,4.0,D,31.19
2012.0,gard,4.0,ED,20.02
2012.0,gard,4.0,EG,16.45
2012.0,gard,4.0,G,29.51
2012.0,gard,5.0,Autres,1.93
2012.0,gard,5.0,C,20.09
2012.0,gard,5.0,ED,22.04
2012.0,gard,5.0,EG,24.08
2012.0,gard,5.0,G,31.85
2012.0,gard,6.0,Autres,2.93
2012.0,gard,6.0,C,2.32
2012.0,gard,6.0,D,26.66
2012.0,gard,6.0,ED,26.79
2012.0,gard,6.0,EG,39.99
2012.0,gard,6.0,G,1.3
2012.0,gers,1.0,Autres,2.5
2012.0,gers,1.0,C,3.85
2012.0,gers,1.0,D,20.93
2012.0,gers,1.0,ED,11.07
2012.0,gers,1.0,EG,9.3
2012.0,gers,1.0,G,52.36
2012.0,gers,2.0,Autres,1.1
2012.0,gers,2.0,C,14.47
2012.0,gers,2.0,D,20.83
2012.0,gers,2.0,ED,11.74
2012.0,gers,2.0,EG,9.28
2012.0,gers,2.0,G,42.57
2012.0,gironde,1.0,Autres,2.31
2012.0,gironde,1.0,D,40.22
2012.0,gironde,1.0,ED,8.45
2012.0,gironde,1.0,EG,9.85
2012.0,gironde,1.0,G,39.16
2012.0,gironde,2.0,Autres,2.09
2012.0,gironde,2.0,D,34.28
2012.0,gironde,2.0,ED,6.3
2012.0,gironde,2.0,EG,13.82
2012.0,gironde,2.0,G,43.5
2012.0,gironde,3.0,Autres,19.77
2012.0,gironde,3.0,C,8.27
2012.0,gironde,3.0,ED,9.21
2012.0,gironde,3.0,EG,62.74
2012.0,gironde,4.0,Autres,2.52
2012.0,gironde,4.0,C,1.27
2012.0,gironde,4.0,D,19.0
2012.0,gironde,4.0,ED,15.77
2012.0,gironde,4.0,EG,11.67
2012.0,gironde,4.0,G,49.78
2012.0,gironde,5.0,Autres,2.82
2012.0,gironde,5.0,C,3.27
2012.0,gironde,5.0,D,25.43
