year,Departement,Parti,Score
2012.0,charente,ED,19.76
2012.0,charente,EG,15.32
2012.0,charente,G,32.79
2012.0,charente-maritime,Autre,0.23
2012.0,charente-maritime,C,9.08
2012.0,charente-maritime,D,28.1
2012.0,charente-maritime,ED,19.54
2012.0,charente-maritime,EG,14.58
2012.0,charente-maritime,G,28.47
2012.0,cher,Autre,0.24
2012.0,cher,C,8.84
2012.0,cher,D,24.96
2012.0,cher,ED,21.84
2012.0,cher,EG,17.37
2012.0,cher,G,26.76
2012.0,correze,Autre,0.18
2012.0,correze,C,6.93
2012.0,correze,D,21.59
2012.0,correze,ED,14.96
2012.0,correze,EG,13.36
2012.0,correze,G,42.97
2012.0,corse-du-sud,Autre,0.22
2012.0,corse-du-sud,C,5.48
2012.0,corse-du-sud,D,31.83
2012.0,corse-du-sud,ED,26.78
2012.0,corse-du-sud,EG,13.4
2012.0,corse-du-sud,G,22.29
2012.0,cote-d-or,Autre,0.24
2012.0,cote-d-or,C,9.37
2012.0,cote-d-or,D,28.57
2012.0,cote-d-or,ED,20.79
2012.0,cote-d-or,EG,13.23
2012.0,cote-d-or,G,27.79
2012.0,cotes-d-armor,Autre,0.24
2012.0,cotes-d-armor,C,10.6
2012.0,cotes-d-armor,D,23.86
2012.0,cotes-d-armor,ED,15.29
2012.0,cotes-d-armor,EG,16.98
2012.0,cotes-d-armor,G,33.02
2012.0,creuse,Autre,0.25
2012.0,creuse,C,8.33
2012.0,creuse,D,22.23
2012.0,creuse,ED,18.2
2012.0,creuse,EG,16.98
2012.0,creuse,G,34.02
2012.0,deux-sevres,Autre,0.26
2012.0,deux-sevres,C,11.0
2012.0,deux-sevres,D,25.01
2012.0,deux-sevres,ED,15.8
2012.0,deux-sevres,EG,14.59
2012.0,deux-sevres,G,33.34
2012.0,dordogne,Autre,0.24
2012.0,dordogne,C,8.07
2012.0,dordogne,D,22.93
2012.0,dordogne,ED,18.88
2012.0,dordogne,EG,17.78
2012.0,dordogne,G,32.09
2012.0,doubs,Autre,0.26
2012.0,doubs,C,8.8
2012.0,doubs,D,28.49
2012.0,doubs,ED,21.03
2012.0,doubs,EG,15.14
2012.0,doubs,G,26.28
2012.0,drome,Autre,0.26
2012.0,drome,C,8.88
2012.0,drome,D,26.12
2012.0,drome,ED,22.9
2012.0,drome,EG,16.79
2012.0,drome,G,25.05
2012.0,essonne,Autre,0.24
2012.0,essonne,C,9.33
2012.0,essonne,D,25.46
2012.0,essonne,ED,18.61
2012.0,essonne,EG,15.96
2012.0,essonne,G,30.39
2012.0,eure,Autre,0.27
2012.0,eure,C,8.41
2012.0,eure,D,27.78
2012.0,eure,ED,24.86
2012.0,eure,EG,14.02
2012.0,eure,G,24.65
2012.0,eure-et-loir,Autre,0.26
2012.0,eure-et-loir,C,9.22
2012.0,eure-et-loir,D,29.39
2012.0,eure-et-loir,ED,22.96
2012.0,eure-et-loir,EG,12.45
2012.0,eure-et-loir,G,25.71
2012.0,finistere,Autre,0.27
2012.0,finistere,C,11.27
2012.0,finistere,D,24.46
2012.0,finistere,ED,13.76
2012.0,finistere,EG,16.55
2012.0,finistere,G,33.7
2012.0,francais-de-l-etranger,Autre,0.36
2012.0,francais-de-l-etranger,C,11.37
2012.0,francais-de-l-etranger,D,38.01
2012.0,francais-de-l-etranger,ED,7.2
2012.0,francais-de-l-etranger,EG,14.73
2012.0,francais-de-l-etranger,G,28.32
2012.0,gard,Autre,0.23
2012.0,gard,C,6.91
2012.0,gard,D,24.86
2012.0,gard,ED,26.97
2012.0,gard,EG,16.93
2012.0,gard,G,24.11
2012.0,gers,Autre,0.25
2012.0,gers,C,9.95
2012.0,gers,D,24.14
2012.0,gers,ED,17.72
2012.0,gers,EG,16.08
2012.0,gers,G,31.86
2012.0,gironde,Autre,0.23
2012.0,gironde,C,9.68
2012.0,gironde,D,24.84
2012.0,gironde,ED,17.21
2012.0,gironde,EG,16.28
2012.0,gironde,G,31.75
2012.0,guadeloupe,Autre,0.3
2012.0,guadeloupe,C,4.73
2012.0,guadeloupe,D,23.4
2012.0,guadeloupe,ED,6.01
2012.0,guadeloupe,EG,8.56
2012.0,guadeloupe,G,57.0
2012.0,guyane,Autre,0.4
2012.0,guyane,C,6.23
2012.0,guyane,D,27.19
2012.0,guyane,ED,11.59
2012.0,guyane,EG,11.98
2012.0,guyane,G,42.61
2012.0,haut-rhin,Autre,0.33
2012.0,haut-rhin,C,11.39
2012.0,haut-rhin,D,31.91
2012.0,haut-rhin,ED,25.53
2012.0,haut-rhin,EG,11.96
2012.0,haut-rhin,G,18.89
2012.0,haute-corse,Autre,0.2
2012.0,haute-corse,C,4.6
2012.0,haute-corse,D,31.06
2012.0,haute-corse,ED,24.33
2012.0,haute-corse,EG,13.81
2012.0,haute-corse,G,25.99
2012.0,haute-garonne,Autre,0.25
2012.0,haute-garonne,C,9.32
2012.0,haute-garonne,D,22.84
2012.0,haute-garonne,ED,16.84
2012.0,haute-garonne,EG,17.94
2012.0,haute-garonne,G,32.83
2012.0,haute-loire,Autre,0.22
2012.0,haute-loire,C,11.17
2012.0,haute-loire,D,24.42
2012.0,haute-loire,ED,22.48
2012.0,haute-loire,EG,15.34
2012.0,haute-loire,G,26.36
2012.0,haute-marne,Autre,0.24
2012.0,haute-marne,C,7.97
2012.0,haute-marne,D,27.99
2012.0,haute-marne,ED,27.67
2012.0,haute-marne,EG,12.39
2012.0,haute-marne,G,23.75
2012.0,haute-saone,Autre,0.28
2012.0,haute-saone,C,7.61
2012.0,haute-saone,D,25.23
2012.0,haute-saone,ED,27.15
2012.0,haute-saone,EG,13.35
2012.0,haute-saone,G,26.38
2012.0,haute-savoie,Autre,0.31
2012.0,haute-savoie,C,11.83
2012.0,haute-savoie,D,34.06
2012.0,haute-savoie,ED,18.88
2012.0,haute-savoie,EG,14.39
2012.0,haute-savoie,G,20.52
2012.0,haute-vienne,Autre,0.24
2012.0,haute-vienne,C,7.89
2012.0,haute-vienne,D,19.83
2012.0,haute-vienne,ED,18.11
2012.0,haute-vienne,EG,18.03
2012.0,haute-vienne,G,35.9
2012.0,hautes-alpes,Autre,0.24
2012.0,hautes-alpes,C,9.86
2012.0,hautes-alpes,D,26.11
2012.0,hautes-alpes,ED,19.75
2012.0,hautes-alpes,EG,19.55
2012.0,hautes-alpes,G,24.49
2012.0,hautes-pyrenees,Autre,0.21
2012.0,hautes-pyrenees,C,10.55
2012.0,hautes-pyrenees,D,20.39
2012.0,hautes-pyrenees,ED,16.55
2012.0,hautes-pyrenees,EG,19.14
2012.0,hautes-pyrenees,G,33.16
2012.0,hauts-de-seine,Autre,0.26
2012.0,hauts-de-seine,C,10.69
2012.0,hauts-de-seine,D,34.97
2012.0,hauts-de-seine,ED,9.85
2012.0,hauts-de-seine,EG,14.08
2012.0,hauts-de-seine,G,30.16
2012.0,herault,Autre,0.23
2012.0,herault,C,6.86
2012.0,herault,D,25.31
2012.0,herault,ED,23.68
2012.0,herault,EG,17.22
2012.0,herault,G,26.69
2012.0,ille-et-vilaine,Autre,0.24
2012.0,ille-et-vilaine,C,12.35
2012.0,ille-et-vilaine,D,26.02
2012.0,ille-et-vilaine,ED,14.22
2012.0,ille-et-vilaine,EG,15.41
2012.0,ille-et-vilaine,G,31.77
2012.0,indre,Autre,0.28
2012.0,indre,C,8.98
2012.0,indre,D,24.16
2012.0,indre,ED,21.72
2012.0,indre,EG,15.0
2012.0,indre,G,29.87
2012.0,indre-et-loire,Autre,0.27
2012.0,indre-et-loire,C,10.27
2012.0,indre-et-loire,D,28.24
2012.0,indre-et-loire,ED,17.99
2012.0,indre-et-loire,EG,15.12
2012.0,indre-et-loire,G,28.1
2012.0,isere,Autre,0.26
2012.0,isere,C,9.1
2012.0,isere,D,24.96
2012.0,isere,ED,20.87
2012.0,isere,EG,16.98
2012.0,isere,G,27.84
2012.0,jura,Autre,0.28
2012.0,jura,C,9.62
2012.0,jura,D,25.83
2012.0,jura,ED,22.7
2012.0,jura,EG,16.97
2012.0,jura,G,24.6
2012.0,la-reunion,Autre,0.29
2012.0,la-reunion,C,6.83
2012.0,la-reunion,D,17.96
2012.0,la-reunion,ED,11.31
2012.0,la-reunion,EG,10.33
2012.0,la-reunion,G,53.29
2012.0,landes,Autre,0.21
2012.0,landes,C,10.43
2012.0,landes,D,24.56
2012.0,landes,ED,15.74
2012.0,landes,EG,16.3
2012.0,landes,G,32.75
2012.0,loir-et-cher,Autre,0.26
2012.0,loir-et-cher,C,9.76
2012.0,loir-et-cher,D,28.35
2012.0,loir-et-cher,ED,23.02
2012.0,loir-et-cher,EG,13.59
2012.0,loir-et-cher,G,25.01
2012.0,loire,Autre,0.23
2012.0,loire,C,9.75
2012.0,loire,D,25.07
2012.0,loire,ED,23.66
2012.0,loire,EG,14.83
2012.0,loire,G,26.46
2012.0,loire-atlantique,Autre,0.23
2012.0,loire-atlantique,C,11.3
2012.0,loire-atlantique,D,26.07
2012.0,loire-atlantique,ED,14.02
2012.0,loire-atlantique,EG,16.63
2012.0,loire-atlantique,G,31.76
2012.0,loiret,Autre,0.25
2012.0,loiret,C,9.31
2012.0,loiret,D,29.31
2012.0,loiret,ED,22.69
2012.0,loiret,EG,12.99
2012.0,loiret,G,25.45
2012.0,lot,Autre,0.26
2012.0,lot,C,9.33
2012.0,lot,D,21.43
2012.0,lot,ED,15.42
2012.0,lot,EG,19.05
2012.0,lot,G,34.51
2012.0,lot-et-garonne,Autre,0.23
2012.0,lot-et-garonne,C,8.85
2012.0,lot-et-garonne,D,25.32
2012.0,lot-et-garonne,ED,23.2
2012.0,lot-et-garonne,EG,15.48
2012.0,lot-et-garonne,G,26.91
2012.0,lozere,Autre,0.24
2012.0,lozere,C,11.01
2012.0,lozere,D,27.77
2012.0,lozere,ED,18.99
2012.0,lozere,EG,16.84
2012.0,lozere,G,25.15
2012.0,maine-et-loire,Autre,0.26
2012.0,maine-et-loire,C,12.77
2012.0,maine-et-loire,D,29.93
2012.0,maine-et-loire,ED,16.09
2012.0,maine-et-loire,EG,13.85
2012.0,maine-et-loire,G,27.1
2012.0,manche,Autre,0.29
2012.0,manche,C,11.2
2012.0,manche,D,28.82
2012.0,manche,ED,18.91
2012.0,manche,EG,13.75
2012.0,manche,G,27.04
2012.0,marne,Autre,0.24
2012.0,marne,C,9.5
2012.0,marne,D,29.87
2012.0,marne,ED,24.47
2012.0,marne,EG,11.88
2012.0,marne,G,24.05
2012.0,martinique,Autre,0.38
2012.0,martinique,C,5.93
2012.0,martinique,D,26.28
2012.0,martinique,ED,5.83
2012.0,martinique,EG,9.6
2012.0,martinique,G,51.98
2012.0,mayenne,Autre,0.23
2012.0,mayenne,C,13.78
2012.0,mayenne,D,30.69
2012.0,mayenne,ED,16.91
2012.0,mayenne,EG,12.51
2012.0,mayenne,G,25.87
2012.0,mayotte,Autre,0.49
2012.0,mayotte,C,4.18
2012.0,mayotte,D,48.73
2012.0,mayotte,ED,3.87
2012.0,mayotte,EG,6.17
2012.0,mayotte,G,36.55
2012.0,meurthe-et-moselle,Autre,0.28
2012.0,meurthe-et-moselle,C,8.69
2012.0,meurthe-et-moselle,D,24.21
2012.0,meurthe-et-moselle,ED,23.08
2012.0,meurthe-et-moselle,EG,15.82
2012.0,meurthe-et-moselle,G,27.92
2012.0,meuse,Autre,0.31
2012.0,meuse,C,9.23
2012.0,meuse,D,26.56
2012.0,meuse,ED,27.86
2012.0,meuse,EG,12.65
2012.0,meuse,G,23.4
2012.0,morbihan,Autre,0.27
2012.0,morbihan,C,10.85
2012.0,morbihan,D,28.15
2012.0,morbihan,ED,17.4
2012.0,morbihan,EG,15.03
2012.0,morbihan,G,28.29
2012.0,moselle,Autre,0.27
2012.0,moselle,C,9.29
2012.0,moselle,D,25.93
2012.0,moselle,ED,26.59
2012.0,moselle,EG,13.4
2012.0,moselle,G,24.53
2012.0,nievre,Autre,0.26
2012.0,nievre,C,7.46
2012.0,nievre,D,22.51
2012.0,nievre,ED,21.54
2012.0,nievre,EG,15.59
2012.0,nievre,G,32.64
2012.0,nord,Autre,0.23
2012.0,nord,C,7.48
2012.0,nord,D,24.7
2012.0,nord,ED,23.45
2012.0,nord,EG,16.17
2012.0,nord,G,27.97
2012.0,nouvelle-caledonie,Autre,0.31
2012.0,nouvelle-caledonie,C,5.13
2012.0,nouvelle-caledonie,D,49.63
2012.0,nouvelle-caledonie,ED,12.59
2012.0,nouvelle-caledonie,EG,7.42
2012.0,nouvelle-caledonie,G,24.91
2012.0,oise,Autre,0.25
2012.0,oise,C,7.61
2012.0,oise,D,26.59
2012.0,oise,ED,27.03
2012.0,oise,EG,13.62
2012.0,oise,G,24.9
2012.0,orne,Autre,0.24
2012.0,orne,C,10.55
2012.0,orne,D,29.64
2012.0,orne,ED,22.4
2012.0,orne,EG,12.9
2012.0,orne,G,24.26
2012.0,paris,Autre,0.23
2012.0,paris,C,9.34
2012.0,paris,D,32.19
2012.0,paris,ED,7.2
2012.0,paris,EG,16.21
2012.0,paris,G,34.83
2012.0,pas-de-calais,Autre,0.21
2012.0,pas-de-calais,C,6.4
2012.0,pas-de-calais,D,21.86
2012.0,pas-de-calais,ED,27.19
2012.0,pas-de-calais,EG,14.89
2012.0,pas-de-calais,G,29.44
2012.0,polynesie-francaise,Autre,0.42
2012.0,polynesie-francaise,C,5.72
2012.0,polynesie-francaise,D,45.21
2012.0,polynesie-francaise,ED,8.5
2012.0,polynesie-francaise,EG,7.71
2012.0,polynesie-francaise,G,32.43
2012.0,puy-de-dome,Autre,0.27
2012.0,puy-de-dome,C,9.95
2012.0,puy-de-dome,D,21.42
2012.0,puy-de-dome,ED,17.35
2012.0,puy-de-dome,EG,17.91
2012.0,puy-de-dome,G,33.09
2012.0,pyrenees-atlantiques,Autre,0.22
2012.0,pyrenees-atlantiques,C,15.67
2012.0,pyrenees-atlantiques,D,23.62
2012.0,pyrenees-atlantiques,ED,13.61
2012.0,pyrenees-atlantiques,EG,16.95
2012.0,pyrenees-atlantiques,G,29.93
2012.0,pyrenees-orientales,Autre,0.22
2012.0,pyrenees-orientales,C,6.29
2012.0,pyrenees-orientales,D,25.31
2012.0,pyrenees-orientales,ED,25.61
2012.0,pyrenees-orientales,EG,16.61
2012.0,pyrenees-orientales,G,25.96
2012.0,rhone,Autre,0.26
2012.0,rhone,C,10.3
2012.0,rhone,D,30.77
2012.0,rhone,ED,16.81
2012.0,rhone,EG,14.96
2012.0,rhone,G,26.91
2012.0,saint-martin-et-saint-barthelemy,Autre,0.35
2012.0,saint-martin-et-saint-barthelemy,C,5.89
2012.0,saint-martin-et-saint-barthelemy,D,43.62
2012.0,saint-martin-et-saint-barthelemy,ED,13.29
2012.0,saint-martin-et-saint-barthelemy,EG,10.09
2012.0,saint-martin-et-saint-barthelemy,G,26.78
2012.0,saint-pierre-et-miquelon,Autre,0.49
2012.0,saint-pierre-et-miquelon,C,7.37
2012.0,saint-pierre-et-miquelon,D,18.55
2012.0,saint-pierre-et-miquelon,ED,18.24
2012.0,saint-pierre-et-miquelon,EG,21.58
2012.0,saint-pierre-et-miquelon,G,33.75
2012.0,saone-et-loire,Autre,0.25
2012.0,saone-et-loire,C,8.83
2012.0,saone-et-loire,D,26.01
2012.0,saone-et-loire,ED,22.06
2012.0,saone-et-loire,EG,14.16
2012.0,saone-et-loire,G,28.69
2012.0,sarthe,Autre,0.23
2012.0,sarthe,C,9.14
2012.0,sarthe,D,26.43
2012.0,sarthe,ED,21.32
2012.0,sarthe,EG,14.76
2012.0,sarthe,G,28.13
2012.0,savoie,Autre,0.27
2012.0,savoie,C,9.89
2012.0,savoie,D,28.61
2012.0,savoie,ED,21.03
2012.0,savoie,EG,16.58
2012.0,savoie,G,23.64
2012.0,seine-et-marne,Autre,0.26
2012.0,seine-et-marne,C,8.55
2012.0,seine-et-marne,D,27.27
2012.0,seine-et-marne,ED,21.83
2012.0,seine-et-marne,EG,14.45
2012.0,seine-et-marne,G,27.65
2012.0,seine-maritime,Autre,0.24
2012.0,seine-maritime,C,7.83
2012.0,seine-maritime,D,25.02
2012.0,seine-maritime,ED,20.69
2012.0,seine-maritime,EG,16.82
2012.0,seine-maritime,G,29.4
2012.0,seine-saint-denis,Autre,0.24
2012.0,seine-saint-denis,C,6.12
2012.0,seine-saint-denis,D,19.48
2012.0,seine-saint-denis,ED,14.86
2012.0,seine-saint-denis,EG,20.63
2012.0,seine-saint-denis,G,38.68
2012.0,somme,Autre,0.22
2012.0,somme,C,7.31
2012.0,somme,D,23.9
2012.0,somme,ED,25.79
2012.0,somme,EG,14.39
2012.0,somme,G,28.37
2012.0,tarn,Autre,0.23
2012.0,tarn,C,9.18
2012.0,tarn,D,23.28
2012.0,tarn,ED,20.56
2012.0,tarn,EG,16.07
2012.0,tarn,G,30.69
2012.0,tarn-et-garonne,Autre,0.25
2012.0,tarn-et-garonne,C,8.28
2012.0,tarn-et-garonne,D,25.14
2012.0,tarn-et-garonne,ED,23.86
2012.0,tarn-et-garonne,EG,14.85
2012.0,tarn-et-garonne,G,27.63
2012.0,territoire-de-belfort,Autre,0.29
2012.0,territoire-de-belfort,C,8.85
2012.0,territoire-de-belfort,D,23.88
2012.0,territoire-de-belfort,ED,25.53
2012.0,territoire-de-belfort,EG,15.45
2012.0,territoire-de-belfort,G,26.01
2012.0,val-d-oise,Autre,0.25
2012.0,val-d-oise,C,8.39
2012.0,val-d-oise,D,26.25
2012.0,val-d-oise,ED,17.3
2012.0,val-d-oise,EG,15.4
2012.0,val-d-oise,G,32.41
2012.0,val-de-marne,Autre,0.26
2012.0,val-de-marne,C,8.86
2012.0,val-de-marne,D,26.57
2012.0,val-de-marne,ED,13.52
2012.0,val-de-marne,EG,17.85
2012.0,val-de-marne,G,32.93
2012.0,var,Autre,0.21
2012.0,var,C,6.66
2012.0,var,D,34.83
2012.0,var,ED,26.46
2012.0,var,EG,12.19
2012.0,var,G,19.65
2012.0,vaucluse,Autre,0.21
2012.0,vaucluse,C,6.73
2012.0,vaucluse,D,27.45
2012.0,vaucluse,ED,28.53
2012.0,vaucluse,EG,14.75
2012.0,vaucluse,G,22.33
2012.0,vendee,Autre,0.24
2012.0,vendee,C,12.13
2012.0,vendee,D,32.89
2012.0,vendee,ED,17.51
2012.0,vendee,EG,12.42
2012.0,vendee,G,24.81
2012.0,vienne,Autre,0.23
2012.0,vienne,C,9.59
2012.0,vienne,D,24.5
2012.0,vienne,ED,18.46
2012.0,vienne,EG,15.23
2012.0,vienne,G,31.99
2012.0,vosges,Autre,0.29
2012.0,vosges,C,9.4
2012.0,vosges,D,25.32
2012.0,vosges,ED,26.56
2012.0,vosges,EG,13.75
2012.0,vosges,G,24.68
2012.0,wallis-et-futuna,Autre,0.45
2012.0,wallis-et-futuna,C,6.4
2012.0,wallis-et-futuna,D,37.68
2012.0,wallis-et-futuna,ED,3.04
2012.0,wallis-et-futuna,EG,4.16
2012.0,wallis-et-futuna,G,48.28
2012.0,yonne,Autre,0.25
2012.0,yonne,C,8.47
2012.0,yonne,D,27.62
2012.0,yonne,ED,25.9
2012.0,yonne,EG,13.76
2012.0,yonne,G,24.0
2012.0,yvelines,Autre,0.28
2012.0,yvelines,C,11.24
2012.0,yvelines,D,34.24
2012.0,yvelines,ED,14.17
2012.0,yvelines,EG,12.76
2012.0,yvelines,G,27.32
2017.0,Ain,Autre,2.35
2017.0,Ain,C,22.62
2017.0,Ain,D,21.43
2017.0,Ain,ED,31.07
2017.0,Ain,EG,17.4
2017.0,Ain,G,5.13
2017.0,Aisne,Autre,1.73
2017.0,Aisne,C,17.94
2017.0,Aisne,D,16.3
2017.0,Aisne,ED,40.75
2017.0,Aisne,EG,19.05
2017.0,Aisne,G,4.24
2017.0,Allier,Autre,2.47
2017.0,Allier,C,23.72
2017.0,Allier,D,18.94
2017.0,Allier,ED,27.43
2017.0,Allier,EG,21.92
2017.0,Allier,G,5.52
2017.0,Alpes-Maritimes,Autre,2.09
2017.0,Alpes-Maritimes,C,19.04
2017.0,Alpes-Maritimes,D,27.39
2017.0,Alpes-Maritimes,ED,32.03
2017.0,Alpes-Maritimes,EG,15.87
2017.0,Alpes-Maritimes,G,3.58
2017.0,Alpes-de-Haute-Provence,Autre,2.87
2017.0,Alpes-de-Haute-Provence,C,20.02
2017.0,Alpes-de-Haute-Provence,D,18.49
2017.0,Alpes-de-Haute-Provence,ED,29.4
2017.0,Alpes-de-Haute-Provence,EG,24.21
2017.0,Alpes-de-Haute-Provence,G,5.0
2017.0,Ardennes,Autre,1.88
2017.0,Ardennes,C,18.33
2017.0,Ardennes,D,17.22
2017.0,Ardennes,ED,37.73
2017.0,Ardennes,EG,19.92
2017.0,Ardennes,G,4.93
2017.0,Ard̬che,Autre,3.01
2017.0,Ard̬che,C,21.64
2017.0,Ard̬che,D,17.3
2017.0,Ard̬che,ED,28.25
2017.0,Ard̬che,EG,23.8
2017.0,Ard̬che,G,6.01
2017.0,Ari̬ge,Autre,4.55
2017.0,Ari̬ge,C,20.92
2017.0,Ari̬ge,D,12.75
2017.0,Ari̬ge,ED,25.31
2017.0,Ari̬ge,EG,28.62
2017.0,Ari̬ge,G,7.85
2017.0,Aube,Autre,1.72
2017.0,Aube,C,18.98
2017.0,Aube,D,23.05
2017.0,Aube,ED,36.68
2017.0,Aube,EG,15.52
2017.0,Aube,G,4.06
2017.0,Aude,Autre,3.16
2017.0,Aude,C,20.07
2017.0,Aude,D,15.06
2017.0,Aude,ED,32.12
2017.0,Aude,EG,23.25
2017.0,Aude,G,6.35
2017.0,Aveyron,Autre,4.58
2017.0,Aveyron,C,25.83
2017.0,Aveyron,D,20.78
2017.0,Aveyron,ED,21.05
2017.0,Aveyron,EG,21.61
2017.0,Aveyron,G,6.16
2017.0,Bas-Rhin,Autre,2.41
2017.0,Bas-Rhin,C,22.29
2017.0,Bas-Rhin,D,22.0
2017.0,Bas-Rhin,ED,31.27
2017.0,Bas-Rhin,EG,16.68
2017.0,Bas-Rhin,G,5.34
2017.0,Bouches-du-Rh̫ne,Autre,2.03
2017.0,Bouches-du-Rh̫ne,C,19.37
2017.0,Bouches-du-Rh̫ne,D,19.76
2017.0,Bouches-du-Rh̫ne,ED,31.13
2017.0,Bouches-du-Rh̫ne,EG,23.17
2017.0,Bouches-du-Rh̫ne,G,4.53
2017.0,Calvados,Autre,1.59
2017.0,Calvados,C,24.83
2017.0,Calvados,D,20.5
2017.0,Calvados,ED,25.36
2017.0,Calvados,EG,20.91
2017.0,Calvados,G,6.8
2017.0,Cantal,Autre,3.9
2017.0,Cantal,C,26.73
2017.0,Cantal,D,23.58
2017.0,Cantal,ED,22.59
2017.0,Cantal,EG,17.96
2017.0,Cantal,G,5.25
2017.0,Charente,Autre,2.55
2017.0,Charente,C,25.07
2017.0,Charente,D,16.96
2017.0,Charente,ED,26.43
2017.0,Charente,EG,22.68
2017.0,Charente,G,6.32
2017.0,Charente-Maritime,Autre,2.35
2017.0,Charente-Maritime,C,23.91
2017.0,Charente-Maritime,D,20.59
2017.0,Charente-Maritime,ED,26.46
2017.0,Charente-Maritime,EG,20.92
2017.0,Charente-Maritime,G,5.76
2017.0,Cher,Autre,2.17
2017.0,Cher,C,22.05
2017.0,Cher,D,19.09
2017.0,Cher,ED,29.71
2017.0,Cher,EG,21.67
2017.0,Cher,G,5.3
2017.0,Corr̬ze,Autre,3.9
2017.0,Corr̬ze,C,26.93
2017.0,Corr̬ze,D,17.46
2017.0,Corr̬ze,ED,22.18
2017.0,Corr̬ze,EG,23.16
2017.0,Corr̬ze,G,6.36
2017.0,Corse-du-Sud,Autre,6.25
2017.0,Corse-du-Sud,C,17.87
2017.0,Corse-du-Sud,D,25.68
2017.0,Corse-du-Sud,ED,31.66
2017.0,Corse-du-Sud,EG,15.04
2017.0,Corse-du-Sud,G,3.49
2017.0,Creuse,Autre,3.0
2017.0,Creuse,C,22.5
2017.0,Creuse,D,17.99
2017.0,Creuse,ED,24.89
2017.0,Creuse,EG,23.8
2017.0,Creuse,G,7.82
2017.0,C̫te-d'Or,Autre,1.96
2017.0,C̫te-d'Or,C,23.65
2017.0,C̫te-d'Or,D,21.26
2017.0,C̫te-d'Or,ED,27.77
2017.0,C̫te-d'Or,EG,19.46
2017.0,C̫te-d'Or,G,5.9
2017.0,C̫tes-d'Armor,Autre,1.78
2017.0,C̫tes-d'Armor,C,27.99
2017.0,C̫tes-d'Armor,D,18.38
2017.0,C̫tes-d'Armor,ED,20.72
2017.0,C̫tes-d'Armor,EG,22.54
2017.0,C̫tes-d'Armor,G,8.6
2017.0,Deux-S̬vres,Autre,2.08
2017.0,Deux-S̬vres,C,26.97
2017.0,Deux-S̬vres,D,18.75
2017.0,Deux-S̬vres,ED,23.32
2017.0,Deux-S̬vres,EG,21.9
2017.0,Deux-S̬vres,G,6.97
2017.0,Dordogne,Autre,3.49
2017.0,Dordogne,C,22.49
2017.0,Dordogne,D,17.09
2017.0,Dordogne,ED,25.52
2017.0,Dordogne,EG,25.06
2017.0,Dordogne,G,6.35
2017.0,Doubs,Autre,2.18
2017.0,Doubs,C,22.5
2017.0,Doubs,D,21.09
2017.0,Doubs,ED,28.63
2017.0,Doubs,EG,19.85
2017.0,Doubs,G,5.74
2017.0,Dr̫me,Autre,2.55
2017.0,Dr̫me,C,21.88
2017.0,Dr̫me,D,18.5
2017.0,Dr̫me,ED,29.09
2017.0,Dr̫me,EG,21.96
2017.0,Dr̫me,G,6.02
2017.0,Essonne,Autre,2.13
2017.0,Essonne,C,26.21
2017.0,Essonne,D,18.04
2017.0,Essonne,ED,23.61
2017.0,Essonne,EG,23.27
2017.0,Essonne,G,6.75
2017.0,Eure,Autre,1.82
2017.0,Eure,C,19.89
2017.0,Eure,D,18.84
2017.0,Eure,ED,34.98
2017.0,Eure,EG,19.42
2017.0,Eure,G,5.05
2017.0,Eure-et-Loir,Autre,1.98
2017.0,Eure-et-Loir,C,21.74
2017.0,Eure-et-Loir,D,21.84
2017.0,Eure-et-Loir,ED,31.09
2017.0,Eure-et-Loir,EG,18.1
2017.0,Eure-et-Loir,G,5.25
2017.0,Finist̬re,Autre,1.92
2017.0,Finist̬re,C,29.45
2017.0,Finist̬re,D,17.94
2017.0,Finist̬re,ED,17.97
2017.0,Finist̬re,EG,21.8
2017.0,Finist̬re,G,10.91
2017.0,Fran̤ais ̩tablis hors de France,Autre,1.66
2017.0,Fran̤ais ̩tablis hors de France,C,40.4
2017.0,Fran̤ais ̩tablis hors de France,D,26.32
2017.0,Fran̤ais ̩tablis hors de France,ED,8.07
2017.0,Fran̤ais ̩tablis hors de France,EG,16.69
2017.0,Fran̤ais ̩tablis hors de France,G,6.87
2017.0,Gard,Autre,2.54
2017.0,Gard,C,18.78
2017.0,Gard,D,17.2
2017.0,Gard,ED,33.53
2017.0,Gard,EG,23.07
2017.0,Gard,G,4.87
2017.0,Gers,Autre,5.29
2017.0,Gers,C,23.4
2017.0,Gers,D,17.96
2017.0,Gers,ED,24.24
2017.0,Gers,EG,21.08
2017.0,Gers,G,8.03
2017.0,Gironde,Autre,2.93
2017.0,Gironde,C,26.13
2017.0,Gironde,D,17.08
2017.0,Gironde,ED,22.44
2017.0,Gironde,EG,23.88
2017.0,Gironde,G,7.56
2017.0,Guadeloupe,Autre,2.04
2017.0,Guadeloupe,C,30.23
2017.0,Guadeloupe,D,14.53
2017.0,Guadeloupe,ED,15.33
2017.0,Guadeloupe,EG,27.94
2017.0,Guadeloupe,G,9.95
2017.0,Guyane,Autre,3.18
2017.0,Guyane,C,18.75
